,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,metadata_key
76,,T1219,Remote Access Software,[],[],,AC-17,mitigates,7
77,,T1530,Data from Cloud Storage Object,[],[],,AC-17,mitigates,7
78,,T1537,Transfer Data to Cloud Account,[],[],,AC-17,mitigates,7
79,,T1543,Create or Modify System Process,[],[],,AC-17,mitigates,7
80,,T1543.003,Windows Service,[],[],,AC-17,mitigates,7
81,,T1550.001,Application Access Token,[],[],,AC-17,mitigates,7
82,,T1552,Unsecured Credentials,[],[],,AC-17,mitigates,7
83,,T1552.004,Private Keys,[],[],,AC-17,mitigates,7
84,,T1557,Man-in-the-Middle,[],[],,AC-17,mitigates,7
85,,T1557.002,ARP Cache Poisoning,[],[],,AC-17,mitigates,7
86,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-17,mitigates,7
87,,T1558.002,Silver Ticket,[],[],,AC-17,mitigates,7
88,,T1558.003,Kerberoasting,[],[],,AC-17,mitigates,7
89,,T1558.004,AS-REP Roasting,[],[],,AC-17,mitigates,7
90,,T1563,Remote Service Session Hijacking,[],[],,AC-17,mitigates,7
91,,T1563.001,SSH Hijacking,[],[],,AC-17,mitigates,7
92,,T1563.002,RDP Hijacking,[],[],,AC-17,mitigates,7
93,,T1565,Data Manipulation,[],[],,AC-17,mitigates,7
94,,T1565.001,Stored Data Manipulation,[],[],,AC-17,mitigates,7
95,,T1565.002,Transmitted Data Manipulation,[],[],,AC-17,mitigates,7
96,,T1602,Data from Configuration Repository,[],[],,AC-17,mitigates,7
97,,T1602.001,SNMP (MIB Dump),[],[],,AC-17,mitigates,7
98,,T1602.002,Network Device Configuration Dump,[],[],,AC-17,mitigates,7
99,,T1011,Exfiltration Over Other Network Medium,[],[],,AC-18,mitigates,7
100,,T1011.001,Exfiltration Over Bluetooth,[],[],,AC-18,mitigates,7
101,,T1020.001,Traffic Duplication,[],[],,AC-18,mitigates,7
102,,T1040,Network Sniffing,[],[],,AC-18,mitigates,7
103,,T1070,Indicator Removal on Host,[],[],,AC-18,mitigates,7
104,,T1070.001,Clear Windows Event Logs,[],[],,AC-18,mitigates,7
105,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-18,mitigates,7
106,,T1119,Automated Collection,[],[],,AC-18,mitigates,7
107,,T1530,Data from Cloud Storage Object,[],[],,AC-18,mitigates,7
108,,T1552,Unsecured Credentials,[],[],,AC-18,mitigates,7
109,,T1552.004,Private Keys,[],[],,AC-18,mitigates,7
110,,T1557,Man-in-the-Middle,[],[],,AC-18,mitigates,7
111,,T1557.002,ARP Cache Poisoning,[],[],,AC-18,mitigates,7
112,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-18,mitigates,7
113,,T1558.002,Silver Ticket,[],[],,AC-18,mitigates,7
114,,T1558.003,Kerberoasting,[],[],,AC-18,mitigates,7
115,,T1558.004,AS-REP Roasting,[],[],,AC-18,mitigates,7
116,,T1565,Data Manipulation,[],[],,AC-18,mitigates,7
117,,T1565.001,Stored Data Manipulation,[],[],,AC-18,mitigates,7
118,,T1565.002,Transmitted Data Manipulation,[],[],,AC-18,mitigates,7
119,,T1602,Data from Configuration Repository,[],[],,AC-18,mitigates,7
120,,T1602.001,SNMP (MIB Dump),[],[],,AC-18,mitigates,7
121,,T1602.002,Network Device Configuration Dump,[],[],,AC-18,mitigates,7
122,,T1020.001,Traffic Duplication,[],[],,AC-19,mitigates,7
123,,T1040,Network Sniffing,[],[],,AC-19,mitigates,7
124,,T1070,Indicator Removal on Host,[],[],,AC-19,mitigates,7
125,,T1070.001,Clear Windows Event Logs,[],[],,AC-19,mitigates,7
126,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-19,mitigates,7
127,,T1114,Email Collection,[],[],,AC-19,mitigates,7
128,,T1114.001,Local Email Collection,[],[],,AC-19,mitigates,7
129,,T1114.002,Remote Email Collection,[],[],,AC-19,mitigates,7
130,,T1114.003,Email Forwarding Rule,[],[],,AC-19,mitigates,7
131,,T1119,Automated Collection,[],[],,AC-19,mitigates,7
132,,T1530,Data from Cloud Storage Object,[],[],,AC-19,mitigates,7
133,,T1550.001,Application Access Token,[],[],,AC-19,mitigates,7
134,,T1552,Unsecured Credentials,[],[],,AC-19,mitigates,7
135,,T1552.004,Private Keys,[],[],,AC-19,mitigates,7
136,,T1557,Man-in-the-Middle,[],[],,AC-19,mitigates,7
137,,T1557.002,ARP Cache Poisoning,[],[],,AC-19,mitigates,7
138,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-19,mitigates,7
139,,T1558.002,Silver Ticket,[],[],,AC-19,mitigates,7
140,,T1558.003,Kerberoasting,[],[],,AC-19,mitigates,7
141,,T1558.004,AS-REP Roasting,[],[],,AC-19,mitigates,7
142,,T1565,Data Manipulation,[],[],,AC-19,mitigates,7
143,,T1565.001,Stored Data Manipulation,[],[],,AC-19,mitigates,7
144,,T1565.002,Transmitted Data Manipulation,[],[],,AC-19,mitigates,7
145,,T1602,Data from Configuration Repository,[],[],,AC-19,mitigates,7
146,,T1602.001,SNMP (MIB Dump),[],[],,AC-19,mitigates,7
147,,T1602.002,Network Device Configuration Dump,[],[],,AC-19,mitigates,7
148,,T1003,OS Credential Dumping,[],[],,AC-2,mitigates,7
149,,T1003.001,LSASS Memory,[],[],,AC-2,mitigates,7
150,,T1003.002,Security Account Manager,[],[],,AC-2,mitigates,7
151,,T1003.003,NTDS,[],[],,AC-2,mitigates,7
152,,T1003.004,LSA Secrets,[],[],,AC-2,mitigates,7
153,,T1003.005,Cached Domain Credentials,[],[],,AC-2,mitigates,7
154,,T1003.006,DCSync,[],[],,AC-2,mitigates,7
155,,T1003.007,Proc Filesystem,[],[],,AC-2,mitigates,7
156,,T1003.008,/etc/passwd and /etc/shadow,[],[],,AC-2,mitigates,7
157,,T1021,Remote Services,[],[],,AC-2,mitigates,7
158,,T1021.001,Remote Desktop Protocol,[],[],,AC-2,mitigates,7
159,,T1021.002,SMB/Windows Admin Shares,[],[],,AC-2,mitigates,7
160,,T1021.003,Distributed Component Object Model,[],[],,AC-2,mitigates,7
161,,T1021.004,SSH,[],[],,AC-2,mitigates,7
162,,T1021.005,VNC,[],[],,AC-2,mitigates,7
163,,T1021.006,Windows Remote Management,[],[],,AC-2,mitigates,7
164,,T1036,Masquerading,[],[],,AC-2,mitigates,7
165,,T1036.003,Rename System Utilities,[],[],,AC-2,mitigates,7
166,,T1036.005,Match Legitimate Name or Location,[],[],,AC-2,mitigates,7
167,,T1047,Windows Management Instrumentation,[],[],,AC-2,mitigates,7
168,,T1053,Scheduled Task/Job,[],[],,AC-2,mitigates,7
169,,T1053.001,At (Linux),[],[],,AC-2,mitigates,7
170,,T1053.002,At (Windows),[],[],,AC-2,mitigates,7
171,,T1053.003,Cron,[],[],,AC-2,mitigates,7
172,,T1053.004,Launchd,[],[],,AC-2,mitigates,7
173,,T1053.005,Scheduled Task,[],[],,AC-2,mitigates,7
174,,T1053.006,Systemd Timers,[],[],,AC-2,mitigates,7
175,,T1055,Process Injection,[],[],,AC-2,mitigates,7
176,,T1055.008,Ptrace System Calls,[],[],,AC-2,mitigates,7
177,,T1056.003,Web Portal Capture,[],[],,AC-2,mitigates,7
178,,T1059,Command and Scripting Interpreter,[],[],,AC-2,mitigates,7
179,,T1059.001,PowerShell,[],[],,AC-2,mitigates,7
180,,T1059.008,Network Device CLI,[],[],,AC-2,mitigates,7
181,,T1068,Exploitation for Privilege Escalation,[],[],,AC-2,mitigates,7
182,,T1070,Indicator Removal on Host,[],[],,AC-2,mitigates,7
183,,T1070.001,Clear Windows Event Logs,[],[],,AC-2,mitigates,7
184,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-2,mitigates,7
185,,T1070.003,Clear Command History,[],[],,AC-2,mitigates,7
186,,T1072,Software Deployment Tools,[],[],,AC-2,mitigates,7
187,,T1078,Valid Accounts,[],[],,AC-2,mitigates,7
188,,T1078.001,Default Accounts,[],[],,AC-2,mitigates,7
189,,T1078.002,Domain Accounts,[],[],,AC-2,mitigates,7
190,,T1078.003,Local Accounts,[],[],,AC-2,mitigates,7
191,,T1078.004,Cloud Accounts,[],[],,AC-2,mitigates,7
192,,T1087.004,Cloud Account,[],[],,AC-2,mitigates,7
193,,T1098,Account Manipulation,[],[],,AC-2,mitigates,7
194,,T1098.001,Additional Cloud Credentials,[],[],,AC-2,mitigates,7
195,,T1098.002,Exchange Email Delegate Permissions,[],[],,AC-2,mitigates,7
196,,T1098.003,Add Office 365 Global Administrator Role,[],[],,AC-2,mitigates,7
197,,T1110,Brute Force,[],[],,AC-2,mitigates,7
198,,T1110.001,Password Guessing,[],[],,AC-2,mitigates,7
199,,T1110.002,Password Cracking,[],[],,AC-2,mitigates,7
200,,T1110.003,Password Spraying,[],[],,AC-2,mitigates,7
201,,T1110.004,Credential Stuffing,[],[],,AC-2,mitigates,7
202,,T1134,Access Token Manipulation,[],[],,AC-2,mitigates,7
203,,T1134.001,Token Impersonation/Theft,[],[],,AC-2,mitigates,7
204,,T1134.002,Create Process with Token,[],[],,AC-2,mitigates,7
205,,T1134.003,Make and Impersonate Token,[],[],,AC-2,mitigates,7
206,,T1136,Create Account,[],[],,AC-2,mitigates,7
207,,T1136.001,Local Account,[],[],,AC-2,mitigates,7
208,,T1136.002,Domain Account,[],[],,AC-2,mitigates,7
209,,T1136.003,Cloud Account,[],[],,AC-2,mitigates,7
210,,T1185,Man in the Browser,[],[],,AC-2,mitigates,7
211,,T1190,Exploit Public-Facing Application,[],[],,AC-2,mitigates,7
212,,T1197,BITS Jobs,[],[],,AC-2,mitigates,7
213,,T1204,User Execution,[],[],,AC-2,mitigates,7
214,,T1204.001,Malicious Link,[],[],,AC-2,mitigates,7
215,,T1204.002,Malicious File,[],[],,AC-2,mitigates,7
216,,T1210,Exploitation of Remote Services,[],[],,AC-2,mitigates,7
217,,T1212,Exploitation for Credential Access,[],[],,AC-2,mitigates,7
218,,T1213,Data from Information Repositories,[],[],,AC-2,mitigates,7
219,,T1213.001,Confluence,[],[],,AC-2,mitigates,7
220,,T1213.002,Sharepoint,[],[],,AC-2,mitigates,7
221,,T1218,Signed Binary Proxy Execution,[],[],,AC-2,mitigates,7
222,,T1218.007,Msiexec,[],[],,AC-2,mitigates,7
223,,T1222,File and Directory Permissions Modification,[],[],,AC-2,mitigates,7
224,,T1222.001,Windows File and Directory Permissions Modification,[],[],,AC-2,mitigates,7
225,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,AC-2,mitigates,7
226,,T1484,Domain Policy Modification,[],[],,AC-2,mitigates,7
227,,T1489,Service Stop,[],[],,AC-2,mitigates,7
228,,T1495,Firmware Corruption,[],[],,AC-2,mitigates,7
229,,T1505,Server Software Component,[],[],,AC-2,mitigates,7
230,,T1505.001,SQL Stored Procedures,[],[],,AC-2,mitigates,7
231,,T1505.002,Transport Agent,[],[],,AC-2,mitigates,7
232,,T1525,Implant Container Image,[],[],,AC-2,mitigates,7
233,,T1528,Steal Application Access Token,[],[],,AC-2,mitigates,7
234,,T1530,Data from Cloud Storage Object,[],[],,AC-2,mitigates,7
235,,T1537,Transfer Data to Cloud Account,[],[],,AC-2,mitigates,7
236,,T1538,Cloud Service Dashboard,[],[],,AC-2,mitigates,7
237,,T1542,Pre-OS Boot,[],[],,AC-2,mitigates,7
238,,T1542.001,System Firmware,[],[],,AC-2,mitigates,7
239,,T1542.003,Bootkit,[],[],,AC-2,mitigates,7
240,,T1542.005,TFTP Boot,[],[],,AC-2,mitigates,7
241,,T1543,Create or Modify System Process,[],[],,AC-2,mitigates,7
242,,T1543.001,Launch Agent,[],[],,AC-2,mitigates,7
243,,T1543.002,Systemd Service,[],[],,AC-2,mitigates,7
244,,T1543.003,Windows Service,[],[],,AC-2,mitigates,7
245,,T1543.004,Launch Daemon,[],[],,AC-2,mitigates,7
246,,T1546.003,Windows Management Instrumentation Event Subscription,[],[],,AC-2,mitigates,7
247,,T1547.004,Winlogon Helper DLL,[],[],,AC-2,mitigates,7
248,,T1547.006,Kernel Modules and Extensions,[],[],,AC-2,mitigates,7
249,,T1547.009,Shortcut Modification,[],[],,AC-2,mitigates,7
250,,T1547.012,Print Processors,[],[],,AC-2,mitigates,7
251,,T1548,Abuse Elevation Control Mechanism,[],[],,AC-2,mitigates,7
252,,T1548.002,Bypass User Account Control,[],[],,AC-2,mitigates,7
253,,T1548.003,Sudo and Sudo Caching,[],[],,AC-2,mitigates,7
254,,T1550,Use Alternate Authentication Material,[],[],,AC-2,mitigates,7
255,,T1550.002,Pass the Hash,[],[],,AC-2,mitigates,7
256,,T1550.003,Pass the Ticket,[],[],,AC-2,mitigates,7
257,,T1552,Unsecured Credentials,[],[],,AC-2,mitigates,7
258,,T1552.001,Credentials In Files,[],[],,AC-2,mitigates,7
259,,T1552.002,Credentials in Registry,[],[],,AC-2,mitigates,7
260,,T1552.004,Private Keys,[],[],,AC-2,mitigates,7
261,,T1552.006,Group Policy Preferences,[],[],,AC-2,mitigates,7
262,,T1556,Modify Authentication Process,[],[],,AC-2,mitigates,7
263,,T1556.001,Domain Controller Authentication,[],[],,AC-2,mitigates,7
264,,T1556.003,Pluggable Authentication Modules,[],[],,AC-2,mitigates,7
265,,T1556.004,Network Device Authentication,[],[],,AC-2,mitigates,7
266,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-2,mitigates,7
267,,T1558.001,Golden Ticket,[],[],,AC-2,mitigates,7
268,,T1558.002,Silver Ticket,[],[],,AC-2,mitigates,7
269,,T1558.003,Kerberoasting,[],[],,AC-2,mitigates,7
270,,T1558.004,AS-REP Roasting,[],[],,AC-2,mitigates,7
271,,T1559,Inter-Process Communication,[],[],,AC-2,mitigates,7
272,,T1559.001,Component Object Model,[],[],,AC-2,mitigates,7
273,,T1562,Impair Defenses,[],[],,AC-2,mitigates,7
274,,T1562.001,Disable or Modify Tools,[],[],,AC-2,mitigates,7
275,,T1562.002,Disable Windows Event Logging,[],[],,AC-2,mitigates,7
276,,T1562.004,Disable or Modify System Firewall,[],[],,AC-2,mitigates,7
277,,T1562.006,Indicator Blocking,[],[],,AC-2,mitigates,7
278,,T1562.007,Disable or Modify Cloud Firewall,[],[],,AC-2,mitigates,7
279,,T1562.008,Disable Cloud Logs,[],[],,AC-2,mitigates,7
280,,T1563,Remote Service Session Hijacking,[],[],,AC-2,mitigates,7
281,,T1563.001,SSH Hijacking,[],[],,AC-2,mitigates,7
282,,T1563.002,RDP Hijacking,[],[],,AC-2,mitigates,7
283,,T1569,System Services,[],[],,AC-2,mitigates,7
284,,T1569.001,Launchctl,[],[],,AC-2,mitigates,7
285,,T1569.002,Service Execution,[],[],,AC-2,mitigates,7
286,,T1574,Hijack Execution Flow,[],[],,AC-2,mitigates,7
287,,T1574.002,DLL Side-Loading,[],[],,AC-2,mitigates,7
288,,T1574.004,Dylib Hijacking,[],[],,AC-2,mitigates,7
289,,T1574.005,Executable Installer File Permissions Weakness,[],[],,AC-2,mitigates,7
290,,T1574.007,Path Interception by PATH Environment Variable,[],[],,AC-2,mitigates,7
291,,T1574.008,Path Interception by Search Order Hijacking,[],[],,AC-2,mitigates,7
292,,T1574.009,Path Interception by Unquoted Path,[],[],,AC-2,mitigates,7
293,,T1574.010,Services File Permissions Weakness,[],[],,AC-2,mitigates,7
294,,T1574.012,COR_PROFILER,[],[],,AC-2,mitigates,7
295,,T1578,Modify Cloud Compute Infrastructure,[],[],,AC-2,mitigates,7
296,,T1578.001,Create Snapshot,[],[],,AC-2,mitigates,7
297,,T1578.002,Create Cloud Instance,[],[],,AC-2,mitigates,7
298,,T1578.003,Delete Cloud Instance,[],[],,AC-2,mitigates,7
299,,T1580,Cloud Infrastructure Discovery,[],[],,AC-2,mitigates,7
300,,T1599,Network Boundary Bridging,[],[],,AC-2,mitigates,7
301,,T1599.001,Network Address Translation Traversal,[],[],,AC-2,mitigates,7
302,,T1601,Modify System Image,[],[],,AC-2,mitigates,7
303,,T1601.001,Patch System Image,[],[],,AC-2,mitigates,7
304,,T1601.002,Downgrade System Image,[],[],,AC-2,mitigates,7
305,,T1020.001,Traffic Duplication,[],[],,AC-20,mitigates,7
306,,T1021,Remote Services,[],[],,AC-20,mitigates,7
307,,T1021.001,Remote Desktop Protocol,[],[],,AC-20,mitigates,7
308,,T1021.004,SSH,[],[],,AC-20,mitigates,7
309,,T1072,Software Deployment Tools,[],[],,AC-20,mitigates,7
310,,T1078.002,Domain Accounts,[],[],,AC-20,mitigates,7
311,,T1078.004,Cloud Accounts,[],[],,AC-20,mitigates,7
312,,T1098.001,Additional Cloud Credentials,[],[],,AC-20,mitigates,7
313,,T1098.002,Exchange Email Delegate Permissions,[],[],,AC-20,mitigates,7
314,,T1098.003,Add Office 365 Global Administrator Role,[],[],,AC-20,mitigates,7
315,,T1110,Brute Force,[],[],,AC-20,mitigates,7
316,,T1110.001,Password Guessing,[],[],,AC-20,mitigates,7
317,,T1110.002,Password Cracking,[],[],,AC-20,mitigates,7
318,,T1110.003,Password Spraying,[],[],,AC-20,mitigates,7
319,,T1110.004,Credential Stuffing,[],[],,AC-20,mitigates,7
320,,T1114,Email Collection,[],[],,AC-20,mitigates,7
321,,T1114.001,Local Email Collection,[],[],,AC-20,mitigates,7
322,,T1114.002,Remote Email Collection,[],[],,AC-20,mitigates,7
323,,T1114.003,Email Forwarding Rule,[],[],,AC-20,mitigates,7
324,,T1119,Automated Collection,[],[],,AC-20,mitigates,7
325,,T1133,External Remote Services,[],[],,AC-20,mitigates,7
326,,T1134.005,SID-History Injection,[],[],,AC-20,mitigates,7
327,,T1136,Create Account,[],[],,AC-20,mitigates,7
328,,T1136.001,Local Account,[],[],,AC-20,mitigates,7
329,,T1136.002,Domain Account,[],[],,AC-20,mitigates,7
330,,T1136.003,Cloud Account,[],[],,AC-20,mitigates,7
331,,T1200,Hardware Additions,[],[],,AC-20,mitigates,7
332,,T1530,Data from Cloud Storage Object,[],[],,AC-20,mitigates,7
333,,T1537,Transfer Data to Cloud Account,[],[],,AC-20,mitigates,7
334,,T1539,Steal Web Session Cookie,[],[],,AC-20,mitigates,7
335,,T1550.001,Application Access Token,[],[],,AC-20,mitigates,7
336,,T1552,Unsecured Credentials,[],[],,AC-20,mitigates,7
337,,T1552.004,Private Keys,[],[],,AC-20,mitigates,7
338,,T1552.005,Cloud Instance Metadata API,[],[],,AC-20,mitigates,7
339,,T1556,Modify Authentication Process,[],[],,AC-20,mitigates,7
340,,T1556.001,Domain Controller Authentication,[],[],,AC-20,mitigates,7
341,,T1556.003,Pluggable Authentication Modules,[],[],,AC-20,mitigates,7
342,,T1556.004,Network Device Authentication,[],[],,AC-20,mitigates,7
343,,T1557,Man-in-the-Middle,[],[],,AC-20,mitigates,7
344,,T1557.002,ARP Cache Poisoning,[],[],,AC-20,mitigates,7
345,,T1565,Data Manipulation,[],[],,AC-20,mitigates,7
346,,T1565.001,Stored Data Manipulation,[],[],,AC-20,mitigates,7
347,,T1565.002,Transmitted Data Manipulation,[],[],,AC-20,mitigates,7
348,,T1567,Exfiltration Over Web Service,[],[],,AC-20,mitigates,7
349,,T1567.001,Exfiltration to Code Repository,[],[],,AC-20,mitigates,7
350,,T1567.002,Exfiltration to Cloud Storage,[],[],,AC-20,mitigates,7
351,,T1602,Data from Configuration Repository,[],[],,AC-20,mitigates,7
352,,T1602.001,SNMP (MIB Dump),[],[],,AC-20,mitigates,7
353,,T1602.002,Network Device Configuration Dump,[],[],,AC-20,mitigates,7
354,,T1204,User Execution,[],[],,AC-21,mitigates,7
355,,T1204.001,Malicious Link,[],[],,AC-21,mitigates,7
356,,T1204.002,Malicious File,[],[],,AC-21,mitigates,7
357,,T1133,External Remote Services,[],[],,AC-23,mitigates,7
358,,T1204,User Execution,[],[],,AC-23,mitigates,7
359,,T1204.001,Malicious Link,[],[],,AC-23,mitigates,7
360,,T1204.002,Malicious File,[],[],,AC-23,mitigates,7
361,,T1003,OS Credential Dumping,[],[],,AC-3,mitigates,7
362,,T1003.001,LSASS Memory,[],[],,AC-3,mitigates,7
363,,T1003.002,Security Account Manager,[],[],,AC-3,mitigates,7
364,,T1003.003,NTDS,[],[],,AC-3,mitigates,7
365,,T1003.004,LSA Secrets,[],[],,AC-3,mitigates,7
366,,T1003.005,Cached Domain Credentials,[],[],,AC-3,mitigates,7
367,,T1003.006,DCSync,[],[],,AC-3,mitigates,7
368,,T1003.007,Proc Filesystem,[],[],,AC-3,mitigates,7
369,,T1003.008,/etc/passwd and /etc/shadow,[],[],,AC-3,mitigates,7
370,,T1021,Remote Services,[],[],,AC-3,mitigates,7
371,,T1021.001,Remote Desktop Protocol,[],[],,AC-3,mitigates,7
372,,T1021.002,SMB/Windows Admin Shares,[],[],,AC-3,mitigates,7
373,,T1021.003,Distributed Component Object Model,[],[],,AC-3,mitigates,7
374,,T1021.004,SSH,[],[],,AC-3,mitigates,7
375,,T1021.005,VNC,[],[],,AC-3,mitigates,7
376,,T1021.006,Windows Remote Management,[],[],,AC-3,mitigates,7
377,,T1036,Masquerading,[],[],,AC-3,mitigates,7
378,,T1036.003,Rename System Utilities,[],[],,AC-3,mitigates,7
379,,T1036.005,Match Legitimate Name or Location,[],[],,AC-3,mitigates,7
380,,T1037,Boot or Logon Initialization Scripts,[],[],,AC-3,mitigates,7
381,,T1037.002,Logon Script (Mac),[],[],,AC-3,mitigates,7
382,,T1037.003,Network Logon Script,[],[],,AC-3,mitigates,7
383,,T1037.004,Rc.common,[],[],,AC-3,mitigates,7
384,,T1037.005,Startup Items,[],[],,AC-3,mitigates,7
385,,T1047,Windows Management Instrumentation,[],[],,AC-3,mitigates,7
386,,T1048,Exfiltration Over Alternative Protocol,[],[],,AC-3,mitigates,7
387,,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],[],,AC-3,mitigates,7
388,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AC-3,mitigates,7
389,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AC-3,mitigates,7
390,,T1052,Exfiltration Over Physical Medium,[],[],,AC-3,mitigates,7
391,,T1052.001,Exfiltration over USB,[],[],,AC-3,mitigates,7
392,,T1053,Scheduled Task/Job,[],[],,AC-3,mitigates,7
393,,T1053.001,At (Linux),[],[],,AC-3,mitigates,7
394,,T1053.002,At (Windows),[],[],,AC-3,mitigates,7
