,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
17,,T1190,Exploit Public-Facing Application,[],[],,CVE-2019-1753,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
18,,T1078,Valid Accounts,[],[],,CVE-2019-1753,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
19,,T1557,Man-in-the-Middle,[],[],,CVE-2019-1860,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
20,,T1005,Data from Local System,[],[],,CVE-2019-1860,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
21,,T1036,Masquerading,[],[],,CVE-2019-1831,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
22,,T1566,Phishing,[],[],,CVE-2019-1831,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
23,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1942,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
24,,T1005,Data from Local System,[],[],,CVE-2019-1942,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
25,,T1565.001,Stored Data Manipulation,[],[],,CVE-2019-1942,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
26,,T1133,External Remote Services,[],[],,CVE-2019-1942,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
27,,T1078,Valid Accounts,[],[],,CVE-2019-1942,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
28,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-15972,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
29,,T1005,Data from Local System,[],[],,CVE-2019-15972,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
30,,T1565.001,Stored Data Manipulation,[],[],,CVE-2019-15972,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
31,,T1133,External Remote Services,[],[],,CVE-2019-15972,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
32,,T1078,Valid Accounts,[],[],,CVE-2019-15972,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
33,,T1608,Stage Capabilities,[],[],,CVE-2019-16009,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
34,,T1204.001,Malicious Link,[],[],,CVE-2019-16009,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
35,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2019-1879,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
36,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1879,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
37,,T1078,Valid Accounts,[],[],,CVE-2019-1879,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
38,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2019-1863,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
39,,T1565.001,Stored Data Manipulation,[],[],,CVE-2019-1863,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
40,,T1190,Exploit Public-Facing Application,[],[],,CVE-2019-1863,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
41,,T1078,Valid Accounts,[],[],,CVE-2019-1863,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
42,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2020-3403,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
43,,T1059,Command and Scripting Interpreter,[],[],,CVE-2020-3403,secondary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
44,,T1078,Valid Accounts,[],[],,CVE-2020-3403,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
45,,T1059.007,JavaScript,[],[],,CVE-2019-1941,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
46,,T1557,Man-in-the-Middle,[],[],,CVE-2019-1941,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
47,,T1204.001,Malicious Link,[],[],,CVE-2019-1941,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
48,,T1499.004,Application or System Exploitation,[],[],,CVE-2020-3292,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
49,,T1059,Command and Scripting Interpreter,[],[],,CVE-2020-3292,secondary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
50,,T1190,Exploit Public-Facing Application,[],[],,CVE-2020-3292,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
51,,T1078,Valid Accounts,[],[],,CVE-2020-3292,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
52,,T1529,System Shutdown/Reboot,[],[],,CVE-2018-15397,primary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
53,,T1190,Exploit Public-Facing Application,[],[],,CVE-2018-15397,exploitation_technique,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
54,,T1059,Command and Scripting Interpreter,[],[],,CVE-2020-3253,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
55,,T1078,Valid Accounts,[],[],,CVE-2020-3253,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
56,,T1059.007,JavaScript,[],[],,CVE-2019-1838,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
57,,T1557,Man-in-the-Middle,[],[],,CVE-2019-1838,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
58,,T1204.001,Malicious Link,[],[],,CVE-2019-1838,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
59,,T1059.007,JavaScript,[],[],,CVE-2020-3233,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
60,,T1557,Man-in-the-Middle,[],[],,CVE-2020-3233,secondary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
61,,T1204.001,Malicious Link,[],[],,CVE-2020-3233,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
62,,T1608,Stage Capabilities,[],[],,CVE-2018-15401,primary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
63,,T1204.001,Malicious Link,[],[],,CVE-2018-15401,exploitation_technique,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
64,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-15249,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
65,,T1190,Exploit Public-Facing Application,[],[],,CVE-2019-15249,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
66,,T1078,Valid Accounts,[],[],,CVE-2019-15249,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
67,,T1059.007,JavaScript,[],[],,CVE-2019-15280,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
68,,T1557,Man-in-the-Middle,[],[],,CVE-2019-15280,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
69,,T1189,Drive-by Compromise,[],[],,CVE-2019-15280,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
70,,T1608,Stage Capabilities,[],[],,CVE-2019-15288,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
71,,T1133,External Remote Services,[],[],,CVE-2019-15288,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
72,,T1078,Valid Accounts,[],[],,CVE-2019-15288,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
73,,T1608,Stage Capabilities,[],[],,CVE-2019-1781,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
74,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1781,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
75,,T1078,Valid Accounts,[],[],,CVE-2019-1781,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
76,,T1565.002,Transmitted Data Manipulation,[],[],,CVE-2020-3460,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
77,,T1185,Man in the Browser,[],[],,CVE-2020-3460,secondary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
78,,T1059.007,JavaScript,[],[],,CVE-2020-3137,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
79,,T1557,Man-in-the-Middle,[],[],,CVE-2020-3137,secondary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
80,,T1204.001,Malicious Link,[],[],,CVE-2020-3137,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
81,,T1005,Data from Local System,[],[],,CVE-2020-3312,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
82,,T1190,Exploit Public-Facing Application,[],[],,CVE-2020-3312,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
83,,T1608,Stage Capabilities,[],[],,CVE-2019-1768,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
84,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1768,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
85,,T1078,Valid Accounts,[],[],,CVE-2019-1768,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
86,,T1608,Stage Capabilities,[],[],,CVE-2020-3379,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
87,,T1078,Valid Accounts,[],[],,CVE-2020-3379,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
88,,T1563,Remote Service Session Hijacking,[],[],,CVE-2019-1724,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
89,,T1529,System Shutdown/Reboot,[],[],,CVE-2019-1817,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
90,,T1190,Exploit Public-Facing Application,[],[],,CVE-2019-1817,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
91,,T1005,Data from Local System,[],[],,CVE-2020-3477,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
92,,T1078,Valid Accounts,[],[],,CVE-2020-3477,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
93,,T1574.008,Path Interception by Search Order Hijacking,[],[],,CVE-2019-1794,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
94,,T1078,Valid Accounts,[],[],,CVE-2019-1794,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
95,,T1105,Ingress Tool Transfer,[],[],,CVE-2019-1620,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
96,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1620,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
97,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2020-3216,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
98,,T1059,Command and Scripting Interpreter,[],[],,CVE-2020-3216,secondary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
99,,T1499,Endpoint Denial of Service,[],[],,CVE-2020-3306,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
100,,T1190,Exploit Public-Facing Application,[],[],,CVE-2020-3306,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
101,,T1489,Service Stop,[],[],,CVE-2019-1886,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
102,,T1489,Service Stop,[],[],,CVE-2019-1711,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
103,,T1059,Command and Scripting Interpreter,[],[],,CVE-2020-3375,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
104,,T1190,Exploit Public-Facing Application,[],[],,CVE-2020-3375,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
105,,T1608,Stage Capabilities,[],[],,CVE-2019-1857,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
106,,T1204.001,Malicious Link,[],[],,CVE-2019-1857,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
107,,T1499.002,Service Exhaustion Flood,[],[],,CVE-2019-1703,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
108,,T1005,Data from Local System,[],[],,CVE-2019-15963,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
109,,T1078,Valid Accounts,[],[],,CVE-2019-15963,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
110,,T1105,Ingress Tool Transfer,[],[],,CVE-2019-1689,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
111,,T1565.001,Stored Data Manipulation,[],[],,CVE-2019-1689,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
112,,T1531,Account Access Removal,[],[],,CVE-2019-1689,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
113,,T1565.001,Stored Data Manipulation,[],[],,CVE-2020-3476,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
114,,T1078,Valid Accounts,[],[],,CVE-2020-3476,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
115,,T1608,Stage Capabilities,[],[],,CVE-2018-15466,primary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
116,,T1005,Data from Local System,[],[],,CVE-2018-15466,secondary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
117,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-15287,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
118,,T1204.002,Malicious File,[],[],,CVE-2019-15287,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
119,,T1133,External Remote Services,[],[],,CVE-2019-15998,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
120,,T1078,Valid Accounts,[],[],,CVE-2019-15998,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
121,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2019-1889,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
122,,T1078,Valid Accounts,[],[],,CVE-2019-1889,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
123,,T1489,Service Stop,[],[],,CVE-2020-3134,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
124,,T1542.001,System Firmware,[],[],,CVE-2019-1736,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
125,,T1499,Endpoint Denial of Service,[],[],,CVE-2020-3120,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
126,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2019-1764,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
127,,T1204.001,Malicious Link,[],[],,CVE-2019-1764,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
128,,T1565.002,Transmitted Data Manipulation,[],[],,CVE-2019-1943,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
129,,T1189,Drive-by Compromise,[],[],,CVE-2019-1943,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
130,,T1557,Man-in-the-Middle,[],[],,CVE-2019-1943,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
131,,T1059.007,JavaScript,[],[],,CVE-2019-1665,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
132,,T1557,Man-in-the-Middle,[],[],,CVE-2019-1665,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
133,,T1204.001,Malicious Link,[],[],,CVE-2019-1665,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
134,,T1059.007,JavaScript,[],[],,CVE-2019-15994,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
135,,T1557,Man-in-the-Middle,[],[],,CVE-2019-15994,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
136,,T1204.001,Malicious Link,[],[],,CVE-2019-15994,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
137,,T1477,Exploit via Radio Interfaces,[],[],,CVE-2019-1747,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
138,,T1489,Service Stop,[],[],,CVE-2019-1747,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
139,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-15959,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
140,,T1091,Replication Through Removable Media,[],[],,CVE-2019-15959,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
141,,T1565.002,Transmitted Data Manipulation,[],[],,CVE-2019-15974,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
142,,T1189,Drive-by Compromise,[],[],,CVE-2019-15974,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
143,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1772,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
144,,T1566,Phishing,[],[],,CVE-2019-1772,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
145,,T1204.002,Malicious File,[],[],,CVE-2019-1772,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
146,,T1190,Exploit Public-Facing Application,[],[],,CVE-2020-3133,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
147,,T1566.001,Spearphishing Attachment,[],[],,CVE-2020-3133,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
148,,T1190,Exploit Public-Facing Application,[],[],,CVE-2019-12696,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
149,,T1204.002,Malicious File,[],[],,CVE-2019-12696,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
150,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2020-3387,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
151,,T1190,Exploit Public-Facing Application,[],[],,CVE-2020-3387,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
152,,T1133,External Remote Services,[],[],,CVE-2020-3387,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
153,,T1059.007,JavaScript,[],[],,CVE-2018-15393,primary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
154,,T1557,Man-in-the-Middle,[],[],,CVE-2018-15393,secondary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
155,,T1204.001,Malicious Link,[],[],,CVE-2018-15393,exploitation_technique,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
156,,T1499.004,Application or System Exploitation,[],[],,CVE-2019-1594,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
157,,T1190,Exploit Public-Facing Application,[],[],,CVE-2019-1594,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
158,,T1565.001,Stored Data Manipulation,[],[],,CVE-2020-3440,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
159,,T1566,Phishing,[],[],,CVE-2020-3440,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
160,,T1204.002,Malicious File,[],[],,CVE-2020-3440,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
161,,T1190,Exploit Public-Facing Application,[],[],,CVE-2019-1876,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
162,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2019-1876,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
163,,T1059.007,JavaScript,[],[],,CVE-2020-3121,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
164,,T1557,Man-in-the-Middle,[],[],,CVE-2020-3121,secondary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
165,,T1204.001,Malicious Link,[],[],,CVE-2020-3121,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
166,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1612,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
167,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2019-1612,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
168,,T1078,Valid Accounts,[],[],,CVE-2019-1612,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
169,,T1133,External Remote Services,[],[],,CVE-2019-1612,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
170,,T1078,Valid Accounts,[],[],,CVE-2019-1715,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
171,,T1557,Man-in-the-Middle,[],[],,CVE-2019-1715,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
172,,T1040,Network Sniffing,[],[],,CVE-2019-1715,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
173,,T1110,Brute Force,[],[],,CVE-2019-1715,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
174,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1609,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
175,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2019-1609,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
176,,T1078,Valid Accounts,[],[],,CVE-2019-1609,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
177,,T1565.001,Stored Data Manipulation,[],[],,CVE-2019-1836,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
178,,T1133,External Remote Services,[],[],,CVE-2019-1836,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
179,,T1499.004,Application or System Exploitation,[],[],,CVE-2019-15289,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
180,,T1190,Exploit Public-Facing Application,[],[],,CVE-2019-15289,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
181,,T1059,Command and Scripting Interpreter,[],[],,CVE-2018-15444,primary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
182,,T1005,Data from Local System,[],[],,CVE-2018-15444,secondary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
183,,T1133,External Remote Services,[],[],,CVE-2018-15444,exploitation_technique,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
184,,T1059,Command and Scripting Interpreter,[],[],,CVE-2019-1611,primary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
185,,T1068,Exploitation for Privilege Escalation,[],[],,CVE-2019-1611,secondary_impact,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
186,,T1078,Valid Accounts,[],[],,CVE-2019-1611,exploitation_technique,2019,,02/03/2021,10/27/2021,9.0,enterprise,cve,
187,,T1499.004,Application or System Exploitation,[],[],,CVE-2020-3407,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
188,,T1190,Exploit Public-Facing Application,[],[],,CVE-2020-3407,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
189,,T1565.001,Stored Data Manipulation,[],[],,CVE-2020-3237,primary_impact,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
190,,T1133,External Remote Services,[],[],,CVE-2020-3237,exploitation_technique,2020,,02/03/2021,10/27/2021,9.0,enterprise,cve,
191,,T1574,Hijack Execution Flow,[],[],,CVE-2018-15376,primary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
192,,T1499.004,Application or System Exploitation,[],[],,CVE-2018-15376,primary_impact,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
193,,T1566,Phishing,[],[],,CVE-2018-15376,exploitation_technique,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
194,,T1091,Replication Through Removable Media,[],[],,CVE-2018-15376,exploitation_technique,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
195,,T1204.002,Malicious File,[],[],,CVE-2018-15376,exploitation_technique,2018,,02/03/2021,10/27/2021,9.0,enterprise,cve,
