,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata_key
83,,T1059.008,Network Device CLI,[],[],,Remote Access,mitigates,1
84,,T1070,Indicator Removal on Host,[],[],,Remote Access,mitigates,1
85,,T1070.001,Clear Windows Event Logs,[],[],,Remote Access,mitigates,1
86,,T1070.002,Clear Linux or Mac System Logs,[],[],,Remote Access,mitigates,1
87,,T1114,Email Collection,[],[],,Remote Access,mitigates,1
88,,T1114.001,Local Email Collection,[],[],,Remote Access,mitigates,1
89,,T1114.002,Remote Email Collection,[],[],,Remote Access,mitigates,1
90,,T1114.003,Email Forwarding Rule,[],[],,Remote Access,mitigates,1
91,,T1119,Automated Collection,[],[],,Remote Access,mitigates,1
92,,T1133,External Remote Services,[],[],,Remote Access,mitigates,1
93,,T1137,Office Application Startup,[],[],,Remote Access,mitigates,1
94,,T1137.002,Office Test,[],[],,Remote Access,mitigates,1
95,,T1213,Data from Information Repositories,[],[],,Remote Access,mitigates,1
96,,T1213.001,Confluence,[],[],,Remote Access,mitigates,1
97,,T1213.002,Sharepoint,[],[],,Remote Access,mitigates,1
98,,T1219,Remote Access Software,[],[],,Remote Access,mitigates,1
99,,T1505.004,IIS Components,[],[],,Remote Access,mitigates,1
100,,T1530,Data from Cloud Storage Object,[],[],,Remote Access,mitigates,1
101,,T1537,Transfer Data to Cloud Account,[],[],,Remote Access,mitigates,1
102,,T1543,Create or Modify System Process,[],[],,Remote Access,mitigates,1
103,,T1547.003,Time Providers,[],[],,Remote Access,mitigates,1
104,,T1547.004,Winlogon Helper DLL,[],[],,Remote Access,mitigates,1
105,,T1547.009,Shortcut Modification,[],[],,Remote Access,mitigates,1
106,,T1547.011,Plist Modification,[],[],,Remote Access,mitigates,1
107,,T1547.012,Print Processors,[],[],,Remote Access,mitigates,1
108,,T1547.013,XDG Autostart Entries,[],[],,Remote Access,mitigates,1
109,,T1550.001,Application Access Token,[],[],,Remote Access,mitigates,1
110,,T1552,Unsecured Credentials,[],[],,Remote Access,mitigates,1
111,,T1552.002,Credentials in Registry,[],[],,Remote Access,mitigates,1
112,,T1552.004,Private Keys,[],[],,Remote Access,mitigates,1
113,,T1552.007,Container API,[],[],,Remote Access,mitigates,1
114,,T1557,Adversary-in-the-Middle,[],[],,Remote Access,mitigates,1
115,,T1557.002,ARP Cache Poisoning,[],[],,Remote Access,mitigates,1
116,,T1558,Steal or Forge Kerberos Tickets,[],[],,Remote Access,mitigates,1
117,,T1558.002,Silver Ticket,[],[],,Remote Access,mitigates,1
118,,T1558.003,Kerberoasting,[],[],,Remote Access,mitigates,1
119,,T1558.004,AS-REP Roasting,[],[],,Remote Access,mitigates,1
120,,T1563,Remote Service Session Hijacking,[],[],,Remote Access,mitigates,1
121,,T1563.001,SSH Hijacking,[],[],,Remote Access,mitigates,1
122,,T1563.002,RDP Hijacking,[],[],,Remote Access,mitigates,1
123,,T1565,Data Manipulation,[],[],,Remote Access,mitigates,1
124,,T1565.001,Stored Data Manipulation,[],[],,Remote Access,mitigates,1
125,,T1565.002,Transmitted Data Manipulation,[],[],,Remote Access,mitigates,1
126,,T1602,Data from Configuration Repository,[],[],,Remote Access,mitigates,1
127,,T1602.001,SNMP (MIB Dump),[],[],,Remote Access,mitigates,1
128,,T1602.002,Network Device Configuration Dump,[],[],,Remote Access,mitigates,1
129,,T1609,Container Administration Command,[],[],,Remote Access,mitigates,1
130,,T1610,Deploy Container,[],[],,Remote Access,mitigates,1
131,,T1612,Build Image on Host,[],[],,Remote Access,mitigates,1
132,,T1613,Container and Resource Discovery,[],[],,Remote Access,mitigates,1
133,,T1619,Cloud Storage Object Discovery,[],[],,Remote Access,mitigates,1
134,,T1011,Exfiltration Over Other Network Medium,[],[],,Wireless Access,mitigates,1
135,,T1011.001,Exfiltration Over Bluetooth,[],[],,Wireless Access,mitigates,1
136,,T1020.001,Traffic Duplication,[],[],,Wireless Access,mitigates,1
137,,T1040,Network Sniffing,[],[],,Wireless Access,mitigates,1
138,,T1070,Indicator Removal on Host,[],[],,Wireless Access,mitigates,1
139,,T1070.001,Clear Windows Event Logs,[],[],,Wireless Access,mitigates,1
140,,T1070.002,Clear Linux or Mac System Logs,[],[],,Wireless Access,mitigates,1
141,,T1119,Automated Collection,[],[],,Wireless Access,mitigates,1
142,,T1530,Data from Cloud Storage Object,[],[],,Wireless Access,mitigates,1
143,,T1552,Unsecured Credentials,[],[],,Wireless Access,mitigates,1
144,,T1552.004,Private Keys,[],[],,Wireless Access,mitigates,1
145,,T1557,Adversary-in-the-Middle,[],[],,Wireless Access,mitigates,1
146,,T1557.002,ARP Cache Poisoning,[],[],,Wireless Access,mitigates,1
147,,T1558,Steal or Forge Kerberos Tickets,[],[],,Wireless Access,mitigates,1
148,,T1558.002,Silver Ticket,[],[],,Wireless Access,mitigates,1
149,,T1558.003,Kerberoasting,[],[],,Wireless Access,mitigates,1
150,,T1558.004,AS-REP Roasting,[],[],,Wireless Access,mitigates,1
151,,T1565,Data Manipulation,[],[],,Wireless Access,mitigates,1
152,,T1565.001,Stored Data Manipulation,[],[],,Wireless Access,mitigates,1
153,,T1565.002,Transmitted Data Manipulation,[],[],,Wireless Access,mitigates,1
154,,T1602,Data from Configuration Repository,[],[],,Wireless Access,mitigates,1
155,,T1602.001,SNMP (MIB Dump),[],[],,Wireless Access,mitigates,1
156,,T1602.002,Network Device Configuration Dump,[],[],,Wireless Access,mitigates,1
157,,T1020.001,Traffic Duplication,[],[],,Access Control for Mobile Devices,mitigates,1
158,,T1040,Network Sniffing,[],[],,Access Control for Mobile Devices,mitigates,1
159,,T1070,Indicator Removal on Host,[],[],,Access Control for Mobile Devices,mitigates,1
160,,T1070.001,Clear Windows Event Logs,[],[],,Access Control for Mobile Devices,mitigates,1
161,,T1070.002,Clear Linux or Mac System Logs,[],[],,Access Control for Mobile Devices,mitigates,1
162,,T1114,Email Collection,[],[],,Access Control for Mobile Devices,mitigates,1
163,,T1114.001,Local Email Collection,[],[],,Access Control for Mobile Devices,mitigates,1
164,,T1114.002,Remote Email Collection,[],[],,Access Control for Mobile Devices,mitigates,1
165,,T1114.003,Email Forwarding Rule,[],[],,Access Control for Mobile Devices,mitigates,1
166,,T1119,Automated Collection,[],[],,Access Control for Mobile Devices,mitigates,1
167,,T1530,Data from Cloud Storage Object,[],[],,Access Control for Mobile Devices,mitigates,1
168,,T1550.001,Application Access Token,[],[],,Access Control for Mobile Devices,mitigates,1
169,,T1552,Unsecured Credentials,[],[],,Access Control for Mobile Devices,mitigates,1
170,,T1552.004,Private Keys,[],[],,Access Control for Mobile Devices,mitigates,1
171,,T1557,Adversary-in-the-Middle,[],[],,Access Control for Mobile Devices,mitigates,1
172,,T1557.002,ARP Cache Poisoning,[],[],,Access Control for Mobile Devices,mitigates,1
173,,T1558,Steal or Forge Kerberos Tickets,[],[],,Access Control for Mobile Devices,mitigates,1
174,,T1558.002,Silver Ticket,[],[],,Access Control for Mobile Devices,mitigates,1
175,,T1558.003,Kerberoasting,[],[],,Access Control for Mobile Devices,mitigates,1
176,,T1558.004,AS-REP Roasting,[],[],,Access Control for Mobile Devices,mitigates,1
177,,T1565,Data Manipulation,[],[],,Access Control for Mobile Devices,mitigates,1
178,,T1565.001,Stored Data Manipulation,[],[],,Access Control for Mobile Devices,mitigates,1
179,,T1565.002,Transmitted Data Manipulation,[],[],,Access Control for Mobile Devices,mitigates,1
180,,T1602,Data from Configuration Repository,[],[],,Access Control for Mobile Devices,mitigates,1
181,,T1602.001,SNMP (MIB Dump),[],[],,Access Control for Mobile Devices,mitigates,1
182,,T1602.002,Network Device Configuration Dump,[],[],,Access Control for Mobile Devices,mitigates,1
183,,T1003,OS Credential Dumping,[],[],,Account Management,mitigates,1
184,,T1003.001,LSASS Memory,[],[],,Account Management,mitigates,1
185,,T1003.002,Security Account Manager,[],[],,Account Management,mitigates,1
186,,T1003.003,NTDS,[],[],,Account Management,mitigates,1
187,,T1003.004,LSA Secrets,[],[],,Account Management,mitigates,1
188,,T1003.005,Cached Domain Credentials,[],[],,Account Management,mitigates,1
189,,T1003.006,DCSync,[],[],,Account Management,mitigates,1
190,,T1003.007,Proc Filesystem,[],[],,Account Management,mitigates,1
191,,T1003.008,/etc/passwd and /etc/shadow,[],[],,Account Management,mitigates,1
192,,T1005,Data from Local System,[],[],,Account Management,mitigates,1
193,,T1021,Remote Services,[],[],,Account Management,mitigates,1
194,,T1021.001,Remote Desktop Protocol,[],[],,Account Management,mitigates,1
195,,T1021.002,SMB/Windows Admin Shares,[],[],,Account Management,mitigates,1
196,,T1021.003,Distributed Component Object Model,[],[],,Account Management,mitigates,1
197,,T1021.004,SSH,[],[],,Account Management,mitigates,1
198,,T1021.005,VNC,[],[],,Account Management,mitigates,1
199,,T1021.006,Windows Remote Management,[],[],,Account Management,mitigates,1
200,,T1025,Data from Removable Media,[],[],,Account Management,mitigates,1
201,,T1036,Masquerading,[],[],,Account Management,mitigates,1
202,,T1036.003,Rename System Utilities,[],[],,Account Management,mitigates,1
203,,T1036.005,Match Legitimate Name or Location,[],[],,Account Management,mitigates,1
204,,T1041,Exfiltration Over C2 Channel,[],[],,Account Management,mitigates,1
205,,T1047,Windows Management Instrumentation,[],[],,Account Management,mitigates,1
206,,T1048,Exfiltration Over Alternative Protocol,[],[],,Account Management,mitigates,1
207,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,Account Management,mitigates,1
208,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,Account Management,mitigates,1
209,,T1052,Exfiltration Over Physical Medium,[],[],,Account Management,mitigates,1
210,,T1052.001,Exfiltration over USB,[],[],,Account Management,mitigates,1
211,,T1053,Scheduled Task/Job,[],[],,Account Management,mitigates,1
212,,T1053.001,At (Linux),[],[],,Account Management,mitigates,1
213,,T1053.002,At (Windows),[],[],,Account Management,mitigates,1
214,,T1053.003,Cron,[],[],,Account Management,mitigates,1
215,,T1053.005,Scheduled Task,[],[],,Account Management,mitigates,1
216,,T1053.006,Systemd Timers,[],[],,Account Management,mitigates,1
217,,T1053.007,Container Orchestration Job,[],[],,Account Management,mitigates,1
218,,T1055,Process Injection,[],[],,Account Management,mitigates,1
219,,T1055.008,Ptrace System Calls,[],[],,Account Management,mitigates,1
220,,T1056.003,Web Portal Capture,[],[],,Account Management,mitigates,1
221,,T1059,Command and Scripting Interpreter,[],[],,Account Management,mitigates,1
222,,T1059.001,PowerShell,[],[],,Account Management,mitigates,1
223,,T1059.002,AppleScript,[],[],,Account Management,mitigates,1
224,,T1059.003,Windows Command Shell,[],[],,Account Management,mitigates,1
225,,T1059.004,Unix Shell,[],[],,Account Management,mitigates,1
226,,T1059.005,Visual Basic,[],[],,Account Management,mitigates,1
227,,T1059.006,Python,[],[],,Account Management,mitigates,1
228,,T1059.007,JavaScript,[],[],,Account Management,mitigates,1
229,,T1059.008,Network Device CLI,[],[],,Account Management,mitigates,1
230,,T1068,Exploitation for Privilege Escalation,[],[],,Account Management,mitigates,1
231,,T1070,Indicator Removal on Host,[],[],,Account Management,mitigates,1
232,,T1070.001,Clear Windows Event Logs,[],[],,Account Management,mitigates,1
233,,T1070.002,Clear Linux or Mac System Logs,[],[],,Account Management,mitigates,1
234,,T1070.003,Clear Command History,[],[],,Account Management,mitigates,1
235,,T1072,Software Deployment Tools,[],[],,Account Management,mitigates,1
236,,T1078,Valid Accounts,[],[],,Account Management,mitigates,1
237,,T1078.001,Default Accounts,[],[],,Account Management,mitigates,1
238,,T1078.002,Domain Accounts,[],[],,Account Management,mitigates,1
239,,T1078.003,Local Accounts,[],[],,Account Management,mitigates,1
240,,T1078.004,Cloud Accounts,[],[],,Account Management,mitigates,1
241,,T1087.004,Cloud Account,[],[],,Account Management,mitigates,1
242,,T1098,Account Manipulation,[],[],,Account Management,mitigates,1
243,,T1098.001,Additional Cloud Credentials,[],[],,Account Management,mitigates,1
244,,T1098.002,Exchange Email Delegate Permissions,[],[],,Account Management,mitigates,1
245,,T1098.003,Add Office 365 Global Administrator Role,[],[],,Account Management,mitigates,1
246,,T1110,Brute Force,[],[],,Account Management,mitigates,1
247,,T1110.001,Password Guessing,[],[],,Account Management,mitigates,1
248,,T1110.002,Password Cracking,[],[],,Account Management,mitigates,1
249,,T1110.003,Password Spraying,[],[],,Account Management,mitigates,1
250,,T1110.004,Credential Stuffing,[],[],,Account Management,mitigates,1
251,,T1134,Access Token Manipulation,[],[],,Account Management,mitigates,1
252,,T1134.001,Token Impersonation/Theft,[],[],,Account Management,mitigates,1
253,,T1134.002,Create Process with Token,[],[],,Account Management,mitigates,1
254,,T1134.003,Make and Impersonate Token,[],[],,Account Management,mitigates,1
255,,T1136,Create Account,[],[],,Account Management,mitigates,1
256,,T1136.001,Local Account,[],[],,Account Management,mitigates,1
257,,T1136.002,Domain Account,[],[],,Account Management,mitigates,1
258,,T1136.003,Cloud Account,[],[],,Account Management,mitigates,1
259,,T1185,Browser Session Hijacking,[],[],,Account Management,mitigates,1
260,,T1190,Exploit Public-Facing Application,[],[],,Account Management,mitigates,1
261,,T1197,BITS Jobs,[],[],,Account Management,mitigates,1
262,,T1210,Exploitation of Remote Services,[],[],,Account Management,mitigates,1
263,,T1212,Exploitation for Credential Access,[],[],,Account Management,mitigates,1
264,,T1213,Data from Information Repositories,[],[],,Account Management,mitigates,1
265,,T1213.001,Confluence,[],[],,Account Management,mitigates,1
266,,T1213.002,Sharepoint,[],[],,Account Management,mitigates,1
267,,T1213.003,Code Repositories,[],[],,Account Management,mitigates,1
268,,T1218,Signed Binary Proxy Execution,[],[],,Account Management,mitigates,1
269,,T1218.007,Msiexec,[],[],,Account Management,mitigates,1
270,,T1222,File and Directory Permissions Modification,[],[],,Account Management,mitigates,1
271,,T1222.001,Windows File and Directory Permissions Modification,[],[],,Account Management,mitigates,1
272,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,Account Management,mitigates,1
273,,T1484,Domain Policy Modification,[],[],,Account Management,mitigates,1
274,,T1489,Service Stop,[],[],,Account Management,mitigates,1
275,,T1495,Firmware Corruption,[],[],,Account Management,mitigates,1
276,,T1505,Server Software Component,[],[],,Account Management,mitigates,1
277,,T1505.002,Transport Agent,[],[],,Account Management,mitigates,1
278,,T1505.003,Web Shell,[],[],,Account Management,mitigates,1
279,,T1525,Implant Internal Image,[],[],,Account Management,mitigates,1
280,,T1528,Steal Application Access Token,[],[],,Account Management,mitigates,1
281,,T1530,Data from Cloud Storage Object,[],[],,Account Management,mitigates,1
282,,T1537,Transfer Data to Cloud Account,[],[],,Account Management,mitigates,1
283,,T1538,Cloud Service Dashboard,[],[],,Account Management,mitigates,1
284,,T1542,Pre-OS Boot,[],[],,Account Management,mitigates,1
285,,T1542.001,System Firmware,[],[],,Account Management,mitigates,1
286,,T1542.003,Bootkit,[],[],,Account Management,mitigates,1
287,,T1542.005,TFTP Boot,[],[],,Account Management,mitigates,1
288,,T1543,Create or Modify System Process,[],[],,Account Management,mitigates,1
289,,T1543.001,Launch Agent,[],[],,Account Management,mitigates,1
290,,T1543.002,Systemd Service,[],[],,Account Management,mitigates,1
291,,T1543.003,Windows Service,[],[],,Account Management,mitigates,1
292,,T1543.004,Launch Daemon,[],[],,Account Management,mitigates,1
293,,T1546.003,Windows Management Instrumentation Event Subscription,[],[],,Account Management,mitigates,1
294,,T1547.004,Winlogon Helper DLL,[],[],,Account Management,mitigates,1
295,,T1547.006,Kernel Modules and Extensions,[],[],,Account Management,mitigates,1
296,,T1547.009,Shortcut Modification,[],[],,Account Management,mitigates,1
297,,T1547.012,Print Processors,[],[],,Account Management,mitigates,1
298,,T1547.013,XDG Autostart Entries,[],[],,Account Management,mitigates,1
299,,T1548,Abuse Elevation Control Mechanism,[],[],,Account Management,mitigates,1
300,,T1548.002,Bypass User Account Control,[],[],,Account Management,mitigates,1
301,,T1548.003,Sudo and Sudo Caching,[],[],,Account Management,mitigates,1
302,,T1550,Use Alternate Authentication Material,[],[],,Account Management,mitigates,1
303,,T1550.002,Pass the Hash,[],[],,Account Management,mitigates,1
304,,T1550.003,Pass the Ticket,[],[],,Account Management,mitigates,1
305,,T1552,Unsecured Credentials,[],[],,Account Management,mitigates,1
306,,T1552.001,Credentials In Files,[],[],,Account Management,mitigates,1
307,,T1552.002,Credentials in Registry,[],[],,Account Management,mitigates,1
308,,T1552.004,Private Keys,[],[],,Account Management,mitigates,1
309,,T1552.006,Group Policy Preferences,[],[],,Account Management,mitigates,1
310,,T1552.007,Container API,[],[],,Account Management,mitigates,1
311,,T1556,Modify Authentication Process,[],[],,Account Management,mitigates,1
312,,T1556.001,Domain Controller Authentication,[],[],,Account Management,mitigates,1
313,,T1556.003,Pluggable Authentication Modules,[],[],,Account Management,mitigates,1
314,,T1556.004,Network Device Authentication,[],[],,Account Management,mitigates,1
315,,T1558,Steal or Forge Kerberos Tickets,[],[],,Account Management,mitigates,1
316,,T1558.001,Golden Ticket,[],[],,Account Management,mitigates,1
317,,T1558.002,Silver Ticket,[],[],,Account Management,mitigates,1
318,,T1558.003,Kerberoasting,[],[],,Account Management,mitigates,1
319,,T1558.004,AS-REP Roasting,[],[],,Account Management,mitigates,1
320,,T1559,Inter-Process Communication,[],[],,Account Management,mitigates,1
321,,T1559.001,Component Object Model,[],[],,Account Management,mitigates,1
322,,T1562,Impair Defenses,[],[],,Account Management,mitigates,1
323,,T1562.001,Disable or Modify Tools,[],[],,Account Management,mitigates,1
324,,T1562.002,Disable Windows Event Logging,[],[],,Account Management,mitigates,1
325,,T1562.004,Disable or Modify System Firewall,[],[],,Account Management,mitigates,1
326,,T1562.006,Indicator Blocking,[],[],,Account Management,mitigates,1
327,,T1562.007,Disable or Modify Cloud Firewall,[],[],,Account Management,mitigates,1
328,,T1562.008,Disable Cloud Logs,[],[],,Account Management,mitigates,1
329,,T1562.009,Safe Mode Boot,[],[],,Account Management,mitigates,1
330,,T1563,Remote Service Session Hijacking,[],[],,Account Management,mitigates,1
331,,T1563.001,SSH Hijacking,[],[],,Account Management,mitigates,1
332,,T1563.002,RDP Hijacking,[],[],,Account Management,mitigates,1
333,,T1567,Exfiltration Over Web Service,[],[],,Account Management,mitigates,1
334,,T1569,System Services,[],[],,Account Management,mitigates,1
335,,T1569.001,Launchctl,[],[],,Account Management,mitigates,1
336,,T1569.002,Service Execution,[],[],,Account Management,mitigates,1
337,,T1574,Hijack Execution Flow,[],[],,Account Management,mitigates,1
338,,T1574.004,Dylib Hijacking,[],[],,Account Management,mitigates,1
339,,T1574.005,Executable Installer File Permissions Weakness,[],[],,Account Management,mitigates,1
340,,T1574.007,Path Interception by PATH Environment Variable,[],[],,Account Management,mitigates,1
341,,T1574.008,Path Interception by Search Order Hijacking,[],[],,Account Management,mitigates,1
342,,T1574.009,Path Interception by Unquoted Path,[],[],,Account Management,mitigates,1
343,,T1574.010,Services File Permissions Weakness,[],[],,Account Management,mitigates,1
344,,T1574.012,COR_PROFILER,[],[],,Account Management,mitigates,1
345,,T1578,Modify Cloud Compute Infrastructure,[],[],,Account Management,mitigates,1
346,,T1578.001,Create Snapshot,[],[],,Account Management,mitigates,1
347,,T1578.002,Create Cloud Instance,[],[],,Account Management,mitigates,1
348,,T1578.003,Delete Cloud Instance,[],[],,Account Management,mitigates,1
349,,T1580,Cloud Infrastructure Discovery,[],[],,Account Management,mitigates,1
350,,T1599,Network Boundary Bridging,[],[],,Account Management,mitigates,1
351,,T1599.001,Network Address Translation Traversal,[],[],,Account Management,mitigates,1
352,,T1601,Modify System Image,[],[],,Account Management,mitigates,1
353,,T1601.001,Patch System Image,[],[],,Account Management,mitigates,1
354,,T1601.002,Downgrade System Image,[],[],,Account Management,mitigates,1
355,,T1606,Forge Web Credentials,[],[],,Account Management,mitigates,1
356,,T1606.001,Web Cookies,[],[],,Account Management,mitigates,1
357,,T1606.002,SAML Tokens,[],[],,Account Management,mitigates,1
358,,T1609,Container Administration Command,[],[],,Account Management,mitigates,1
359,,T1610,Deploy Container,[],[],,Account Management,mitigates,1
360,,T1611,Escape to Host,[],[],,Account Management,mitigates,1
361,,T1612,Build Image on Host,[],[],,Account Management,mitigates,1
362,,T1613,Container and Resource Discovery,[],[],,Account Management,mitigates,1
363,,T1619,Cloud Storage Object Discovery,[],[],,Account Management,mitigates,1
364,,T1020.001,Traffic Duplication,[],[],,Use of External Systems,mitigates,1
365,,T1021,Remote Services,[],[],,Use of External Systems,mitigates,1
366,,T1021.001,Remote Desktop Protocol,[],[],,Use of External Systems,mitigates,1
367,,T1021.004,SSH,[],[],,Use of External Systems,mitigates,1
368,,T1041,Exfiltration Over C2 Channel,[],[],,Use of External Systems,mitigates,1
369,,T1048,Exfiltration Over Alternative Protocol,[],[],,Use of External Systems,mitigates,1
370,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,Use of External Systems,mitigates,1
