,mapping-target,references,metadata-key,mapping-description,key,id,name,comments,tags
10,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",10,,10,T1203,Exploitation for Client Execution,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
11,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",11,,11,T1211,Exploitation for Defense Evasion,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
12,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",12,,12,T1068,Exploitation for Privilege Escalation,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
13,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",13,,13,T1212,Exploitation for Credential Access,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
14,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",14,,14,T1189,Drive-by Compromise,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
15,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",15,,15,T1190,Exploit Public-Facing Application,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
16,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",16,,16,T1210,Exploitation of Remote Services,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
17,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",17,,17,T1559,Inter-Process Communication,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
18,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",18,,18,T1036,Masquerading,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
19,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",19,,19,T1134,Access Token Manipulation,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
20,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",20,,20,T1087,Account Discovery,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
21,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",21,,21,T1123,Audio Capture,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
22,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",22,,22,T1547,Boot or Logon Autostart Execution,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
23,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",23,,23,T1543,Create or Modify System Process,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
24,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",24,,24,T1555,Credentials from Password Stores,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
25,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",25,,25,T1005,Data from Local System,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
26,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",26,,26,T1482,Domain Trust Discovery,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
27,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",27,,27,T1574,Hijack Execution Flow,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
28,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",28,,28,T1056,Input Capture,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
29,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",29,,29,T1027,Obfuscated Files or Information,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
30,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",30,,30,T1003,OS Credential Dumping,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
31,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",31,,31,T1057,Process Discovery,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
32,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",32,,32,T1012,Query Registry,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
33,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",33,,33,T1053,Scheduled Task/Job,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
34,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",34,,34,T1113,Screen Capture,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
35,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",35,,35,T1558,Steal or Forge Kerberos Tickets,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
36,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",36,,36,T1552,Unsecured Credentials,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
37,Azure Defender for App Service,"['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-app-service-introduction', 'https://azure.microsoft.com/en-us/services/app-service/', 'https://docs.microsoft.com/en-us/azure/security-center/defender-for-servers-introduction']",37,,37,T1047,Windows Management Instrumentation,,"['Azure Defender', 'Azure Security Center', 'Azure Security Center Recommendation', 'Linux', 'Windows']"
