,mapping-target,references,metadata-key,mapping-description,key,id,name,comments,tags
14,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",14,,14,T1564,Hide Artifacts,,"['Azure Security Center', 'Azure Security Center Recommendation']"
15,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",15,,15,T1053,Scheduled Task/Job,,"['Azure Security Center', 'Azure Security Center Recommendation']"
16,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",16,,16,T1556,Modify Authentication Process,,"['Azure Security Center', 'Azure Security Center Recommendation']"
17,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",17,,17,T1080,Taint Shared Content,,"['Azure Security Center', 'Azure Security Center Recommendation']"
18,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",18,,18,T1074,Data Staged,,"['Azure Security Center', 'Azure Security Center Recommendation']"
19,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",19,,19,T1485,Data Destruction,,"['Azure Security Center', 'Azure Security Center Recommendation']"
20,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",20,,20,T1486,Data Encrypted for Impact,,"['Azure Security Center', 'Azure Security Center Recommendation']"
21,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",21,,21,T1565,Data Manipulation,,"['Azure Security Center', 'Azure Security Center Recommendation']"
22,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",22,,22,T1078,Valid Accounts,,"['Azure Security Center', 'Azure Security Center Recommendation']"
23,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']",23,,23,T1133,External Remote Services,,"['Azure Security Center', 'Azure Security Center Recommendation']"
