,mapping-target,references,tags,metadata-key,mapping-description,name,id,key,comments
49,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",49,,Create Account,T1136,49,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
50,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",50,,Create or Modify System Process,T1543,50,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
51,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",51,,Event Triggered Execution,T1546,51,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
52,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",52,,Server Software Component,T1505,52,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
53,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",53,,File and Directory Permissions Modification,T1222,53,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
54,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",54,,Hide Artifacts,T1564,54,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
55,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",55,,Scheduled Task/Job,T1053,55,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
56,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",56,,Modify Authentication Process,T1556,56,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
57,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",57,,Taint Shared Content,T1080,57,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
58,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",58,,Data Staged,T1074,58,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
59,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",59,,Data Destruction,T1485,59,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
60,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",60,,Data Encrypted for Impact,T1486,60,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
61,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",61,,Data Manipulation,T1565,61,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
62,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",62,,Valid Accounts,T1078,62,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
63,Azure Security Center Recommendations,"['https://docs.microsoft.com/en-us/azure/security-center/recommendations-reference', 'https://docs.microsoft.com/en-us/azure/security-center/security-center-introduction']","['Azure Security Center', 'Azure Security Center Recommendation']",63,,External Remote Services,T1133,63,"Security Center recommendations include recommendations to enable security controls that have already been mapped separately (e.g. ""Azure Defender for App Service should be enabled"").    Rather than including the (sub-)techniques that these controls map to within this mapping, consult the mapping files for these controls.  To make this latter task easier, we have tagged all such controls with the ""Azure Security Center Recommendation"" tag.
All scores are capped at Partial since this control provides recommendations rather than applying/enforcing the recommended actions.
IoT related recommendations were not included in this mapping."
