,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version,mapping_framework_version_schema
19,,T1059.003,Command and Scripting Interpreter: Windows Command Shell,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
20,,T1059.003,Command and Scripting Interpreter: Windows Command Shell,[],OS commanding. Child of 'Exploit vuln'.,action.hacking.variety.OS commanding,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
21,,T1059.003,Command and Scripting Interpreter: Windows Command Shell,[],Remote shell,action.hacking.vector.Command shell,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
22,,T1059.004,Command and Scripting Interpreter: Unix Shell,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
23,,T1059.004,Command and Scripting Interpreter: Unix Shell,[],OS commanding. Child of 'Exploit vuln'.,action.hacking.variety.OS commanding,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
24,,T1059.004,Command and Scripting Interpreter: Unix Shell,[],Remote shell,action.hacking.vector.Command shell,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
25,,T1059.005,Command and Scripting Interpreter: Visual Basic,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
26,,T1059.005,Command and Scripting Interpreter: Visual Basic,[],Remote shell,action.hacking.vector.Command shell,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
27,,T1059.005,Command and Scripting Interpreter: Visual Basic,[],Email via user-executed attachment. Child of 'Email',action.malware.vector.Email attachment,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
28,,T1059.006,Command and Scripting Interpreter: Python,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
29,,T1059.006,Command and Scripting Interpreter: Python,[],Remote shell,action.hacking.vector.Command shell,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
30,,T1059.007,Command and Scripting Interpreter: JavaScript,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
31,,T1059.007,Command and Scripting Interpreter: JavaScript,[],Remote shell,action.hacking.vector.Command shell,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
32,,T1059.007,Command and Scripting Interpreter: JavaScript,[],Email via user-executed attachment. Child of 'Email',action.malware.vector.Email attachment,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
33,,T1059.008,Command and Scripting Interpreter: Network Device CLI,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
34,,T1059.008,Command and Scripting Interpreter: Network Device CLI,[],Remote shell,action.hacking.vector.Command shell,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
35,,T1072,Software Deployment Tools,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
36,,T1072,Software Deployment Tools,[],"System or network utilities (e.g., PsTools, Netcat)",action.malware.variety.Adminware,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
37,,T1072,Software Deployment Tools,[],Included in automated software update,action.malware.vector.Software update,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
38,,T1072,Software Deployment Tools,[],Software installation or code modification,attribute.integrity.variety.Software installation,related-to,attribute.integrity,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
39,,T1106,Native API,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
40,,T1112,Modify Registry,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
41,,T1127,Trusted Developer Utilities Proxy Execution,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
42,,T1127,Trusted Developer Utilities Proxy Execution,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
43,,T1127.001,Tursted Developer Utilities Proxy Execution: MSBuild,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
44,,T1127.001,Tursted Developer Utilities Proxy Execution: MSBuild,[],Unknown,action.hacking.variety.Unknown,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
45,,T1129,Shared Modules,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
46,,T1137,Office Application Startup,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
47,,T1137.001,Office Application Startup: Office Template Macros,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
48,,T1137.002,Office Application Startup: Office Test,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
49,,T1137.003,Office Application Startup: Outlook Forms,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
50,,T1137.004,Office Application Startup: Outlook Home Page,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
51,,T1137.005,Office Application Startup: Outlook Rules,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
52,,T1187,Forced Authentication,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
53,,T1187,Forced Authentication,[],Man-in-the-middle attack. Child of 'Exploit vuln'.,action.hacking.variety.MitM,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
54,,T1187,Forced Authentication,[],,attribute.confidentiality.data_disclosure,related-to,attribute.confidentiality,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
55,,T1202,Indirect Command Execution,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
56,,T1216,Signed Script Proxy Execution,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
57,,T1216.001,Signed Script Proxy Execution: PubPrn,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
58,,T1218,Signed Binary Proxy Execution,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
59,,T1218.001,Signed Binary Proxy Execution: Compiled HTML File,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
60,,T1218.002,Signed Binary Proxy Execution: Control Panel,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
61,,T1218.003,Signed Binary Proxy Execution: CMSTP,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
62,,T1218.004,Signed Binary Proxy Execution: InstallUtil,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
63,,T1218.005,Signed Binary Proxy Execution: Mshta,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
64,,T1218.007,Signed Binary Proxy Execution: Msiexec,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
65,,T1218.008,Signed Binary Proxy Execution: Odbcconf,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
66,,T1218.009,Signed Binary Proxy Execution: Regsvcs/Regasm,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
67,,T1218.010,Signed Binary Proxy Execution: Regsvr32,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
68,,T1218.011,Signed Binary Proxy Execution: Rundll32,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
69,,T1218.012,Signed Binary Proxy Execution: Verclsid,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
70,,T1218.013,System Binary Proxy Execution: Mavinject,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
71,,T1218.014,System Binary Proxy Execution: MMC,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
72,,T1220,XSL Script Processing,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
73,,T1505.001,Server Software Component: SQL Stored Procedures,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
74,,T1505.001,Server Software Component: SQL Stored Procedures,[],Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,action.malware.variety.Backdoor,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
75,,T1505.001,Server Software Component: SQL Stored Procedures,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
76,,T1505.002,Server Software Component: Transport Agent,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
77,,T1505.002,Server Software Component: Transport Agent,[],Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,action.malware.variety.Backdoor,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
78,,T1505.002,Server Software Component: Transport Agent,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
79,,T1529,System Shutdown/Reboot,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
80,,T1529,System Shutdown/Reboot,[],Interruption,attribute.availability.variety.Interruption,related-to,attribute.availability,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
81,,T1543,Create or Modify System Process,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
82,,T1543,Create or Modify System Process,[],Hacking action that creates a backdoor for use.,action.hacking.variety.Backdoor,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
83,,T1543,Create or Modify System Process,[],Hacking actions taken through a backdoor.  C2 is only used by malware.,action.hacking.vector.Backdoor,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
84,,T1543,Create or Modify System Process,[],Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,action.malware.variety.Backdoor,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
85,,T1543,Create or Modify System Process,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
86,,T1543,Create or Modify System Process,[],Rootkit (maintain local privileges and stealth),action.malware.variety.Rootkit,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
87,,T1543,Create or Modify System Process,[],Software installation or code modification,attribute.integrity.variety.Software installation,related-to,attribute.integrity,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
88,,T1543.001,Create or Modify System Process: Launch Agent,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
89,,T1543.001,Create or Modify System Process: Launch Agent,[],Software installation or code modification,attribute.integrity.variety.Software installation,related-to,attribute.integrity,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
90,,T1543.002,Create or Modify System Process: Systemd Service,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
91,,T1543.002,Create or Modify System Process: Systemd Service,[],Software installation or code modification,attribute.integrity.variety.Software installation,related-to,attribute.integrity,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
92,,T1543.003,Create or Modify System Process: Windows Service,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
93,,T1543.003,Create or Modify System Process: Windows Service,[],Remote Access Trojan.  Parent of 'Backdoor' and 'Trojan',action.malware.variety.RAT,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
94,,T1543.003,Create or Modify System Process: Windows Service,[],Software installation or code modification,attribute.integrity.variety.Software installation,related-to,attribute.integrity,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
95,,T1543.004,Create or Modify System Process: Launch Daemon,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
96,,T1543.004,Create or Modify System Process: Launch Daemon,[],Software installation or code modification,attribute.integrity.variety.Software installation,related-to,attribute.integrity,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
97,,T1547,Boot or Logon Autostart Execution,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
98,,T1547,Boot or Logon Autostart Execution,[],Hacking action that creates a backdoor for use.,action.hacking.variety.Backdoor,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
99,,T1547,Boot or Logon Autostart Execution,[],Hacking actions taken through a backdoor.  C2 is only used by malware.,action.hacking.vector.Backdoor,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
100,,T1547,Boot or Logon Autostart Execution,[],Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,action.malware.variety.Backdoor,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
101,,T1547,Boot or Logon Autostart Execution,[],"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",action.malware.variety.Backdoor or C2,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
102,,T1547,Boot or Logon Autostart Execution,[],Modified configuration or services,attribute.integrity.variety.Modify configuration,related-to,attribute.integrity,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
103,,T1548,Abuse Elevation Control Mechanism,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
104,,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
105,,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
106,,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,[],Exploit a misconfiguration (vs vuln or weakness),action.hacking.variety.Exploit misconfig,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
107,,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,[],Exploit a misconfiguration (vs vuln or weakness),action.malware.variety.Exploit misconfig,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
108,,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
109,,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,[],Exploit a misconfiguration (vs vuln or weakness),action.hacking.variety.Exploit misconfig,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
110,,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,[],"Client-side or browser attack (e.g., redirection, XSS, MitB)",action.malware.variety.Client-side attack,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
111,,T1548.004,Abuse Elevation Control Mechanism: Elevated Execution with Prompt,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
112,,T1548.004,Abuse Elevation Control Mechanism: Elevated Execution with Prompt,[],Exploit a misconfiguration (vs vuln or weakness),action.hacking.variety.Exploit misconfig,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
113,,T1559,Inter-Process Communication,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
114,,T1559.001,Inter-Process Communication: Component Object Model,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
115,,T1559.002,Inter-Process Communication: Dynamic Data Exchange,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
116,,T1563,Remote Service Session Hijacking,[],Abuse of functionality.,action.hacking.variety.Abuse of functionality,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
117,,T1563,Remote Service Session Hijacking,[],To assume control over and steal functionality for an illicit purpose (e.g. Hijacking phone number intercept SMS verification codes),action.hacking.variety.Hijack,related-to,action.hacking,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
118,,T1563,Remote Service Session Hijacking,[],Network propagation,action.malware.vector.Network propagation,related-to,action.malware,,04/06/2023,04/06/2023,12.1,enterprise,veris,1.3.7,FRAMEWORK_VERSION
