,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata-key
180,,T1059.008,Network Device CLI,[],[],,AC-2,mitigates,6
181,,T1068,Exploitation for Privilege Escalation,[],[],,AC-2,mitigates,6
182,,T1070,Indicator Removal on Host,[],[],,AC-2,mitigates,6
183,,T1070.001,Clear Windows Event Logs,[],[],,AC-2,mitigates,6
184,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-2,mitigates,6
185,,T1070.003,Clear Command History,[],[],,AC-2,mitigates,6
186,,T1072,Software Deployment Tools,[],[],,AC-2,mitigates,6
187,,T1078,Valid Accounts,[],[],,AC-2,mitigates,6
188,,T1078.001,Default Accounts,[],[],,AC-2,mitigates,6
189,,T1078.002,Domain Accounts,[],[],,AC-2,mitigates,6
190,,T1078.003,Local Accounts,[],[],,AC-2,mitigates,6
191,,T1078.004,Cloud Accounts,[],[],,AC-2,mitigates,6
192,,T1087.004,Cloud Account,[],[],,AC-2,mitigates,6
193,,T1098,Account Manipulation,[],[],,AC-2,mitigates,6
194,,T1098.001,Additional Cloud Credentials,[],[],,AC-2,mitigates,6
195,,T1098.002,Exchange Email Delegate Permissions,[],[],,AC-2,mitigates,6
196,,T1098.003,Add Office 365 Global Administrator Role,[],[],,AC-2,mitigates,6
197,,T1110,Brute Force,[],[],,AC-2,mitigates,6
198,,T1110.001,Password Guessing,[],[],,AC-2,mitigates,6
199,,T1110.002,Password Cracking,[],[],,AC-2,mitigates,6
200,,T1110.003,Password Spraying,[],[],,AC-2,mitigates,6
201,,T1110.004,Credential Stuffing,[],[],,AC-2,mitigates,6
202,,T1134,Access Token Manipulation,[],[],,AC-2,mitigates,6
203,,T1134.001,Token Impersonation/Theft,[],[],,AC-2,mitigates,6
204,,T1134.002,Create Process with Token,[],[],,AC-2,mitigates,6
205,,T1134.003,Make and Impersonate Token,[],[],,AC-2,mitigates,6
206,,T1136,Create Account,[],[],,AC-2,mitigates,6
207,,T1136.001,Local Account,[],[],,AC-2,mitigates,6
208,,T1136.002,Domain Account,[],[],,AC-2,mitigates,6
209,,T1136.003,Cloud Account,[],[],,AC-2,mitigates,6
210,,T1185,Man in the Browser,[],[],,AC-2,mitigates,6
211,,T1190,Exploit Public-Facing Application,[],[],,AC-2,mitigates,6
212,,T1197,BITS Jobs,[],[],,AC-2,mitigates,6
213,,T1210,Exploitation of Remote Services,[],[],,AC-2,mitigates,6
214,,T1212,Exploitation for Credential Access,[],[],,AC-2,mitigates,6
215,,T1213,Data from Information Repositories,[],[],,AC-2,mitigates,6
216,,T1213.001,Confluence,[],[],,AC-2,mitigates,6
217,,T1213.002,Sharepoint,[],[],,AC-2,mitigates,6
218,,T1218,Signed Binary Proxy Execution,[],[],,AC-2,mitigates,6
219,,T1218.007,Msiexec,[],[],,AC-2,mitigates,6
220,,T1222,File and Directory Permissions Modification,[],[],,AC-2,mitigates,6
221,,T1222.001,Windows File and Directory Permissions Modification,[],[],,AC-2,mitigates,6
222,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,AC-2,mitigates,6
223,,T1484,Domain Policy Modification,[],[],,AC-2,mitigates,6
224,,T1489,Service Stop,[],[],,AC-2,mitigates,6
225,,T1495,Firmware Corruption,[],[],,AC-2,mitigates,6
226,,T1505,Server Software Component,[],[],,AC-2,mitigates,6
227,,T1505.001,SQL Stored Procedures,[],[],,AC-2,mitigates,6
228,,T1505.002,Transport Agent,[],[],,AC-2,mitigates,6
229,,T1525,Implant Container Image,[],[],,AC-2,mitigates,6
230,,T1528,Steal Application Access Token,[],[],,AC-2,mitigates,6
231,,T1530,Data from Cloud Storage Object,[],[],,AC-2,mitigates,6
232,,T1537,Transfer Data to Cloud Account,[],[],,AC-2,mitigates,6
233,,T1538,Cloud Service Dashboard,[],[],,AC-2,mitigates,6
234,,T1542,Pre-OS Boot,[],[],,AC-2,mitigates,6
235,,T1542.001,System Firmware,[],[],,AC-2,mitigates,6
236,,T1542.003,Bootkit,[],[],,AC-2,mitigates,6
237,,T1542.005,TFTP Boot,[],[],,AC-2,mitigates,6
238,,T1543,Create or Modify System Process,[],[],,AC-2,mitigates,6
239,,T1543.001,Launch Agent,[],[],,AC-2,mitigates,6
240,,T1543.002,Systemd Service,[],[],,AC-2,mitigates,6
241,,T1543.003,Windows Service,[],[],,AC-2,mitigates,6
242,,T1543.004,Launch Daemon,[],[],,AC-2,mitigates,6
243,,T1546.003,Windows Management Instrumentation Event Subscription,[],[],,AC-2,mitigates,6
244,,T1547.004,Winlogon Helper DLL,[],[],,AC-2,mitigates,6
245,,T1547.006,Kernel Modules and Extensions,[],[],,AC-2,mitigates,6
246,,T1547.009,Shortcut Modification,[],[],,AC-2,mitigates,6
247,,T1547.012,Print Processors,[],[],,AC-2,mitigates,6
248,,T1548,Abuse Elevation Control Mechanism,[],[],,AC-2,mitigates,6
249,,T1548.002,Bypass User Account Control,[],[],,AC-2,mitigates,6
250,,T1548.003,Sudo and Sudo Caching,[],[],,AC-2,mitigates,6
251,,T1550,Use Alternate Authentication Material,[],[],,AC-2,mitigates,6
252,,T1550.002,Pass the Hash,[],[],,AC-2,mitigates,6
253,,T1550.003,Pass the Ticket,[],[],,AC-2,mitigates,6
254,,T1552,Unsecured Credentials,[],[],,AC-2,mitigates,6
255,,T1552.001,Credentials In Files,[],[],,AC-2,mitigates,6
256,,T1552.002,Credentials in Registry,[],[],,AC-2,mitigates,6
257,,T1552.004,Private Keys,[],[],,AC-2,mitigates,6
258,,T1552.006,Group Policy Preferences,[],[],,AC-2,mitigates,6
259,,T1556,Modify Authentication Process,[],[],,AC-2,mitigates,6
260,,T1556.001,Domain Controller Authentication,[],[],,AC-2,mitigates,6
261,,T1556.003,Pluggable Authentication Modules,[],[],,AC-2,mitigates,6
262,,T1556.004,Network Device Authentication,[],[],,AC-2,mitigates,6
263,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-2,mitigates,6
264,,T1558.001,Golden Ticket,[],[],,AC-2,mitigates,6
265,,T1558.002,Silver Ticket,[],[],,AC-2,mitigates,6
266,,T1558.003,Kerberoasting,[],[],,AC-2,mitigates,6
267,,T1558.004,AS-REP Roasting,[],[],,AC-2,mitigates,6
268,,T1559,Inter-Process Communication,[],[],,AC-2,mitigates,6
269,,T1559.001,Component Object Model,[],[],,AC-2,mitigates,6
270,,T1562,Impair Defenses,[],[],,AC-2,mitigates,6
271,,T1562.001,Disable or Modify Tools,[],[],,AC-2,mitigates,6
272,,T1562.002,Disable Windows Event Logging,[],[],,AC-2,mitigates,6
273,,T1562.004,Disable or Modify System Firewall,[],[],,AC-2,mitigates,6
274,,T1562.006,Indicator Blocking,[],[],,AC-2,mitigates,6
275,,T1562.007,Disable or Modify Cloud Firewall,[],[],,AC-2,mitigates,6
276,,T1562.008,Disable Cloud Logs,[],[],,AC-2,mitigates,6
277,,T1563,Remote Service Session Hijacking,[],[],,AC-2,mitigates,6
278,,T1563.001,SSH Hijacking,[],[],,AC-2,mitigates,6
279,,T1563.002,RDP Hijacking,[],[],,AC-2,mitigates,6
280,,T1569,System Services,[],[],,AC-2,mitigates,6
281,,T1569.001,Launchctl,[],[],,AC-2,mitigates,6
282,,T1569.002,Service Execution,[],[],,AC-2,mitigates,6
283,,T1574,Hijack Execution Flow,[],[],,AC-2,mitigates,6
284,,T1574.002,DLL Side-Loading,[],[],,AC-2,mitigates,6
285,,T1574.004,Dylib Hijacking,[],[],,AC-2,mitigates,6
286,,T1574.005,Executable Installer File Permissions Weakness,[],[],,AC-2,mitigates,6
287,,T1574.007,Path Interception by PATH Environment Variable,[],[],,AC-2,mitigates,6
288,,T1574.008,Path Interception by Search Order Hijacking,[],[],,AC-2,mitigates,6
289,,T1574.009,Path Interception by Unquoted Path,[],[],,AC-2,mitigates,6
290,,T1574.010,Services File Permissions Weakness,[],[],,AC-2,mitigates,6
291,,T1574.012,COR_PROFILER,[],[],,AC-2,mitigates,6
292,,T1578,Modify Cloud Compute Infrastructure,[],[],,AC-2,mitigates,6
293,,T1578.001,Create Snapshot,[],[],,AC-2,mitigates,6
294,,T1578.002,Create Cloud Instance,[],[],,AC-2,mitigates,6
295,,T1578.003,Delete Cloud Instance,[],[],,AC-2,mitigates,6
296,,T1580,Cloud Infrastructure Discovery,[],[],,AC-2,mitigates,6
297,,T1599,Network Boundary Bridging,[],[],,AC-2,mitigates,6
298,,T1599.001,Network Address Translation Traversal,[],[],,AC-2,mitigates,6
299,,T1601,Modify System Image,[],[],,AC-2,mitigates,6
300,,T1601.001,Patch System Image,[],[],,AC-2,mitigates,6
301,,T1601.002,Downgrade System Image,[],[],,AC-2,mitigates,6
302,,T1020.001,Traffic Duplication,[],[],,AC-20,mitigates,6
303,,T1021,Remote Services,[],[],,AC-20,mitigates,6
304,,T1021.001,Remote Desktop Protocol,[],[],,AC-20,mitigates,6
305,,T1021.004,SSH,[],[],,AC-20,mitigates,6
306,,T1072,Software Deployment Tools,[],[],,AC-20,mitigates,6
307,,T1078.002,Domain Accounts,[],[],,AC-20,mitigates,6
308,,T1078.004,Cloud Accounts,[],[],,AC-20,mitigates,6
309,,T1098.001,Additional Cloud Credentials,[],[],,AC-20,mitigates,6
310,,T1098.002,Exchange Email Delegate Permissions,[],[],,AC-20,mitigates,6
311,,T1098.003,Add Office 365 Global Administrator Role,[],[],,AC-20,mitigates,6
312,,T1110,Brute Force,[],[],,AC-20,mitigates,6
313,,T1110.001,Password Guessing,[],[],,AC-20,mitigates,6
314,,T1110.002,Password Cracking,[],[],,AC-20,mitigates,6
315,,T1110.003,Password Spraying,[],[],,AC-20,mitigates,6
316,,T1110.004,Credential Stuffing,[],[],,AC-20,mitigates,6
317,,T1114,Email Collection,[],[],,AC-20,mitigates,6
318,,T1114.001,Local Email Collection,[],[],,AC-20,mitigates,6
319,,T1114.002,Remote Email Collection,[],[],,AC-20,mitigates,6
320,,T1114.003,Email Forwarding Rule,[],[],,AC-20,mitigates,6
321,,T1119,Automated Collection,[],[],,AC-20,mitigates,6
322,,T1133,External Remote Services,[],[],,AC-20,mitigates,6
323,,T1134.005,SID-History Injection,[],[],,AC-20,mitigates,6
324,,T1136,Create Account,[],[],,AC-20,mitigates,6
325,,T1136.001,Local Account,[],[],,AC-20,mitigates,6
326,,T1136.002,Domain Account,[],[],,AC-20,mitigates,6
327,,T1136.003,Cloud Account,[],[],,AC-20,mitigates,6
328,,T1200,Hardware Additions,[],[],,AC-20,mitigates,6
329,,T1530,Data from Cloud Storage Object,[],[],,AC-20,mitigates,6
330,,T1537,Transfer Data to Cloud Account,[],[],,AC-20,mitigates,6
331,,T1539,Steal Web Session Cookie,[],[],,AC-20,mitigates,6
332,,T1550.001,Application Access Token,[],[],,AC-20,mitigates,6
333,,T1552,Unsecured Credentials,[],[],,AC-20,mitigates,6
334,,T1552.004,Private Keys,[],[],,AC-20,mitigates,6
335,,T1552.005,Cloud Instance Metadata API,[],[],,AC-20,mitigates,6
336,,T1556,Modify Authentication Process,[],[],,AC-20,mitigates,6
337,,T1556.001,Domain Controller Authentication,[],[],,AC-20,mitigates,6
338,,T1556.003,Pluggable Authentication Modules,[],[],,AC-20,mitigates,6
339,,T1556.004,Network Device Authentication,[],[],,AC-20,mitigates,6
340,,T1557,Man-in-the-Middle,[],[],,AC-20,mitigates,6
341,,T1557.002,ARP Cache Poisoning,[],[],,AC-20,mitigates,6
342,,T1565,Data Manipulation,[],[],,AC-20,mitigates,6
343,,T1565.001,Stored Data Manipulation,[],[],,AC-20,mitigates,6
344,,T1565.002,Transmitted Data Manipulation,[],[],,AC-20,mitigates,6
345,,T1567,Exfiltration Over Web Service,[],[],,AC-20,mitigates,6
346,,T1567.001,Exfiltration to Code Repository,[],[],,AC-20,mitigates,6
347,,T1567.002,Exfiltration to Cloud Storage,[],[],,AC-20,mitigates,6
348,,T1602,Data from Configuration Repository,[],[],,AC-20,mitigates,6
349,,T1602.001,SNMP (MIB Dump),[],[],,AC-20,mitigates,6
350,,T1602.002,Network Device Configuration Dump,[],[],,AC-20,mitigates,6
351,,T1213,Data from Information Repositories,[],[],,AC-21,mitigates,6
352,,T1213.001,Confluence,[],[],,AC-21,mitigates,6
353,,T1213.002,Sharepoint,[],[],,AC-21,mitigates,6
354,,T1133,External Remote Services,[],[],,AC-23,mitigates,6
355,,T1213,Data from Information Repositories,[],[],,AC-23,mitigates,6
356,,T1213.001,Confluence,[],[],,AC-23,mitigates,6
357,,T1213.002,Sharepoint,[],[],,AC-23,mitigates,6
358,,T1003,OS Credential Dumping,[],[],,AC-3,mitigates,6
359,,T1003.001,LSASS Memory,[],[],,AC-3,mitigates,6
360,,T1003.002,Security Account Manager,[],[],,AC-3,mitigates,6
361,,T1003.003,NTDS,[],[],,AC-3,mitigates,6
362,,T1003.004,LSA Secrets,[],[],,AC-3,mitigates,6
363,,T1003.005,Cached Domain Credentials,[],[],,AC-3,mitigates,6
364,,T1003.006,DCSync,[],[],,AC-3,mitigates,6
365,,T1003.007,Proc Filesystem,[],[],,AC-3,mitigates,6
366,,T1003.008,/etc/passwd and /etc/shadow,[],[],,AC-3,mitigates,6
367,,T1021,Remote Services,[],[],,AC-3,mitigates,6
368,,T1021.001,Remote Desktop Protocol,[],[],,AC-3,mitigates,6
369,,T1021.002,SMB/Windows Admin Shares,[],[],,AC-3,mitigates,6
370,,T1021.003,Distributed Component Object Model,[],[],,AC-3,mitigates,6
371,,T1021.004,SSH,[],[],,AC-3,mitigates,6
372,,T1021.005,VNC,[],[],,AC-3,mitigates,6
373,,T1021.006,Windows Remote Management,[],[],,AC-3,mitigates,6
374,,T1036,Masquerading,[],[],,AC-3,mitigates,6
375,,T1036.003,Rename System Utilities,[],[],,AC-3,mitigates,6
376,,T1036.005,Match Legitimate Name or Location,[],[],,AC-3,mitigates,6
377,,T1037,Boot or Logon Initialization Scripts,[],[],,AC-3,mitigates,6
378,,T1037.002,Logon Script (Mac),[],[],,AC-3,mitigates,6
379,,T1037.003,Network Logon Script,[],[],,AC-3,mitigates,6
380,,T1037.004,Rc.common,[],[],,AC-3,mitigates,6
381,,T1037.005,Startup Items,[],[],,AC-3,mitigates,6
382,,T1047,Windows Management Instrumentation,[],[],,AC-3,mitigates,6
383,,T1048,Exfiltration Over Alternative Protocol,[],[],,AC-3,mitigates,6
384,,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],[],,AC-3,mitigates,6
385,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AC-3,mitigates,6
386,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AC-3,mitigates,6
387,,T1052,Exfiltration Over Physical Medium,[],[],,AC-3,mitigates,6
388,,T1052.001,Exfiltration over USB,[],[],,AC-3,mitigates,6
389,,T1053,Scheduled Task/Job,[],[],,AC-3,mitigates,6
390,,T1053.001,At (Linux),[],[],,AC-3,mitigates,6
391,,T1053.002,At (Windows),[],[],,AC-3,mitigates,6
392,,T1053.003,Cron,[],[],,AC-3,mitigates,6
393,,T1053.004,Launchd,[],[],,AC-3,mitigates,6
