,metadata-key,key,id,mapping-target,references,mapping-description,comments,tags,name
103,103,103,T1565.002,AC-17,[],,,[],Transmitted Data Manipulation
104,104,104,T1602,AC-17,[],,,[],Data from Configuration Repository
105,105,105,T1602.001,AC-17,[],,,[],SNMP (MIB Dump)
106,106,106,T1602.002,AC-17,[],,,[],Network Device Configuration Dump
107,107,107,T1609,AC-17,[],,,[],Container Administration Command
108,108,108,T1610,AC-17,[],,,[],Deploy Container
109,109,109,T1612,AC-17,[],,,[],Build Image on Host
110,110,110,T1613,AC-17,[],,,[],Container and Resource Discovery
111,111,111,T1011,AC-18,[],,,[],Exfiltration Over Other Network Medium
112,112,112,T1011.001,AC-18,[],,,[],Exfiltration Over Bluetooth
113,113,113,T1020.001,AC-18,[],,,[],Traffic Duplication
114,114,114,T1040,AC-18,[],,,[],Network Sniffing
115,115,115,T1070,AC-18,[],,,[],Indicator Removal on Host
116,116,116,T1070.001,AC-18,[],,,[],Clear Windows Event Logs
117,117,117,T1070.002,AC-18,[],,,[],Clear Linux or Mac System Logs
118,118,118,T1119,AC-18,[],,,[],Automated Collection
119,119,119,T1530,AC-18,[],,,[],Data from Cloud Storage Object
120,120,120,T1552,AC-18,[],,,[],Unsecured Credentials
121,121,121,T1552.004,AC-18,[],,,[],Private Keys
122,122,122,T1557,AC-18,[],,,[],Man-in-the-Middle
123,123,123,T1557.002,AC-18,[],,,[],ARP Cache Poisoning
124,124,124,T1558,AC-18,[],,,[],Steal or Forge Kerberos Tickets
125,125,125,T1558.002,AC-18,[],,,[],Silver Ticket
126,126,126,T1558.003,AC-18,[],,,[],Kerberoasting
127,127,127,T1558.004,AC-18,[],,,[],AS-REP Roasting
128,128,128,T1565,AC-18,[],,,[],Data Manipulation
129,129,129,T1565.001,AC-18,[],,,[],Stored Data Manipulation
130,130,130,T1565.002,AC-18,[],,,[],Transmitted Data Manipulation
131,131,131,T1602,AC-18,[],,,[],Data from Configuration Repository
132,132,132,T1602.001,AC-18,[],,,[],SNMP (MIB Dump)
133,133,133,T1602.002,AC-18,[],,,[],Network Device Configuration Dump
134,134,134,T1020.001,AC-19,[],,,[],Traffic Duplication
135,135,135,T1040,AC-19,[],,,[],Network Sniffing
136,136,136,T1070,AC-19,[],,,[],Indicator Removal on Host
137,137,137,T1070.001,AC-19,[],,,[],Clear Windows Event Logs
138,138,138,T1070.002,AC-19,[],,,[],Clear Linux or Mac System Logs
139,139,139,T1114,AC-19,[],,,[],Email Collection
140,140,140,T1114.001,AC-19,[],,,[],Local Email Collection
141,141,141,T1114.002,AC-19,[],,,[],Remote Email Collection
142,142,142,T1114.003,AC-19,[],,,[],Email Forwarding Rule
143,143,143,T1119,AC-19,[],,,[],Automated Collection
144,144,144,T1530,AC-19,[],,,[],Data from Cloud Storage Object
145,145,145,T1550.001,AC-19,[],,,[],Application Access Token
146,146,146,T1552,AC-19,[],,,[],Unsecured Credentials
147,147,147,T1552.004,AC-19,[],,,[],Private Keys
148,148,148,T1557,AC-19,[],,,[],Man-in-the-Middle
149,149,149,T1557.002,AC-19,[],,,[],ARP Cache Poisoning
150,150,150,T1558,AC-19,[],,,[],Steal or Forge Kerberos Tickets
151,151,151,T1558.002,AC-19,[],,,[],Silver Ticket
152,152,152,T1558.003,AC-19,[],,,[],Kerberoasting
153,153,153,T1558.004,AC-19,[],,,[],AS-REP Roasting
154,154,154,T1565,AC-19,[],,,[],Data Manipulation
155,155,155,T1565.001,AC-19,[],,,[],Stored Data Manipulation
156,156,156,T1565.002,AC-19,[],,,[],Transmitted Data Manipulation
157,157,157,T1602,AC-19,[],,,[],Data from Configuration Repository
158,158,158,T1602.001,AC-19,[],,,[],SNMP (MIB Dump)
159,159,159,T1602.002,AC-19,[],,,[],Network Device Configuration Dump
160,160,160,T1003,AC-2,[],,,[],OS Credential Dumping
161,161,161,T1003.001,AC-2,[],,,[],LSASS Memory
162,162,162,T1003.002,AC-2,[],,,[],Security Account Manager
163,163,163,T1003.003,AC-2,[],,,[],NTDS
164,164,164,T1003.004,AC-2,[],,,[],LSA Secrets
165,165,165,T1003.005,AC-2,[],,,[],Cached Domain Credentials
166,166,166,T1003.006,AC-2,[],,,[],DCSync
167,167,167,T1003.007,AC-2,[],,,[],Proc Filesystem
168,168,168,T1003.008,AC-2,[],,,[],/etc/passwd and /etc/shadow
169,169,169,T1021,AC-2,[],,,[],Remote Services
170,170,170,T1021.001,AC-2,[],,,[],Remote Desktop Protocol
171,171,171,T1021.002,AC-2,[],,,[],SMB/Windows Admin Shares
172,172,172,T1021.003,AC-2,[],,,[],Distributed Component Object Model
173,173,173,T1021.004,AC-2,[],,,[],SSH
174,174,174,T1021.005,AC-2,[],,,[],VNC
175,175,175,T1021.006,AC-2,[],,,[],Windows Remote Management
176,176,176,T1036,AC-2,[],,,[],Masquerading
177,177,177,T1036.003,AC-2,[],,,[],Rename System Utilities
178,178,178,T1036.005,AC-2,[],,,[],Match Legitimate Name or Location
179,179,179,T1047,AC-2,[],,,[],Windows Management Instrumentation
180,180,180,T1053,AC-2,[],,,[],Scheduled Task/Job
181,181,181,T1053.001,AC-2,[],,,[],At (Linux)
182,182,182,T1053.002,AC-2,[],,,[],At (Windows)
183,183,183,T1053.003,AC-2,[],,,[],Cron
184,184,184,T1053.004,AC-2,[],,,[],Launchd
185,185,185,T1053.005,AC-2,[],,,[],Scheduled Task
186,186,186,T1053.006,AC-2,[],,,[],Systemd Timers
187,187,187,T1053.007,AC-2,[],,,[],Container Orchestration Job
188,188,188,T1055,AC-2,[],,,[],Process Injection
189,189,189,T1055.008,AC-2,[],,,[],Ptrace System Calls
190,190,190,T1056.003,AC-2,[],,,[],Web Portal Capture
191,191,191,T1059,AC-2,[],,,[],Command and Scripting Interpreter
192,192,192,T1059.001,AC-2,[],,,[],PowerShell
193,193,193,T1059.008,AC-2,[],,,[],Network Device CLI
194,194,194,T1068,AC-2,[],,,[],Exploitation for Privilege Escalation
195,195,195,T1070,AC-2,[],,,[],Indicator Removal on Host
196,196,196,T1070.001,AC-2,[],,,[],Clear Windows Event Logs
197,197,197,T1070.002,AC-2,[],,,[],Clear Linux or Mac System Logs
198,198,198,T1070.003,AC-2,[],,,[],Clear Command History
199,199,199,T1072,AC-2,[],,,[],Software Deployment Tools
200,200,200,T1078,AC-2,[],,,[],Valid Accounts
201,201,201,T1078.001,AC-2,[],,,[],Default Accounts
202,202,202,T1078.002,AC-2,[],,,[],Domain Accounts
203,203,203,T1078.003,AC-2,[],,,[],Local Accounts
204,204,204,T1078.004,AC-2,[],,,[],Cloud Accounts
205,205,205,T1087.004,AC-2,[],,,[],Cloud Account
206,206,206,T1098,AC-2,[],,,[],Account Manipulation
207,207,207,T1098.001,AC-2,[],,,[],Additional Cloud Credentials
208,208,208,T1098.002,AC-2,[],,,[],Exchange Email Delegate Permissions
209,209,209,T1098.003,AC-2,[],,,[],Add Office 365 Global Administrator Role
210,210,210,T1110,AC-2,[],,,[],Brute Force
211,211,211,T1110.001,AC-2,[],,,[],Password Guessing
212,212,212,T1110.002,AC-2,[],,,[],Password Cracking
213,213,213,T1110.003,AC-2,[],,,[],Password Spraying
214,214,214,T1110.004,AC-2,[],,,[],Credential Stuffing
215,215,215,T1134,AC-2,[],,,[],Access Token Manipulation
216,216,216,T1134.001,AC-2,[],,,[],Token Impersonation/Theft
217,217,217,T1134.002,AC-2,[],,,[],Create Process with Token
218,218,218,T1134.003,AC-2,[],,,[],Make and Impersonate Token
219,219,219,T1136,AC-2,[],,,[],Create Account
220,220,220,T1136.001,AC-2,[],,,[],Local Account
221,221,221,T1136.002,AC-2,[],,,[],Domain Account
222,222,222,T1136.003,AC-2,[],,,[],Cloud Account
223,223,223,T1185,AC-2,[],,,[],Man in the Browser
224,224,224,T1190,AC-2,[],,,[],Exploit Public-Facing Application
225,225,225,T1197,AC-2,[],,,[],BITS Jobs
226,226,226,T1210,AC-2,[],,,[],Exploitation of Remote Services
227,227,227,T1212,AC-2,[],,,[],Exploitation for Credential Access
228,228,228,T1213,AC-2,[],,,[],Data from Information Repositories
229,229,229,T1213.001,AC-2,[],,,[],Confluence
230,230,230,T1213.002,AC-2,[],,,[],Sharepoint
231,231,231,T1218,AC-2,[],,,[],Signed Binary Proxy Execution
232,232,232,T1218.007,AC-2,[],,,[],Msiexec
233,233,233,T1222,AC-2,[],,,[],File and Directory Permissions Modification
234,234,234,T1222.001,AC-2,[],,,[],Windows File and Directory Permissions Modification
235,235,235,T1222.002,AC-2,[],,,[],Linux and Mac File and Directory Permissions Modification
236,236,236,T1484,AC-2,[],,,[],Domain Policy Modification
237,237,237,T1489,AC-2,[],,,[],Service Stop
238,238,238,T1495,AC-2,[],,,[],Firmware Corruption
239,239,239,T1505,AC-2,[],,,[],Server Software Component
240,240,240,T1505.001,AC-2,[],,,[],SQL Stored Procedures
241,241,241,T1505.002,AC-2,[],,,[],Transport Agent
242,242,242,T1525,AC-2,[],,,[],Implant Internal Image
243,243,243,T1528,AC-2,[],,,[],Steal Application Access Token
244,244,244,T1530,AC-2,[],,,[],Data from Cloud Storage Object
245,245,245,T1537,AC-2,[],,,[],Transfer Data to Cloud Account
246,246,246,T1538,AC-2,[],,,[],Cloud Service Dashboard
247,247,247,T1542,AC-2,[],,,[],Pre-OS Boot
248,248,248,T1542.001,AC-2,[],,,[],System Firmware
249,249,249,T1542.003,AC-2,[],,,[],Bootkit
250,250,250,T1542.005,AC-2,[],,,[],TFTP Boot
251,251,251,T1543,AC-2,[],,,[],Create or Modify System Process
252,252,252,T1543.001,AC-2,[],,,[],Launch Agent
253,253,253,T1543.002,AC-2,[],,,[],Systemd Service
254,254,254,T1543.003,AC-2,[],,,[],Windows Service
255,255,255,T1543.004,AC-2,[],,,[],Launch Daemon
256,256,256,T1546.003,AC-2,[],,,[],Windows Management Instrumentation Event Subscription
257,257,257,T1547.004,AC-2,[],,,[],Winlogon Helper DLL
258,258,258,T1547.006,AC-2,[],,,[],Kernel Modules and Extensions
259,259,259,T1547.009,AC-2,[],,,[],Shortcut Modification
260,260,260,T1547.012,AC-2,[],,,[],Print Processors
261,261,261,T1547.013,AC-2,[],,,[],XDG Autostart Entries
262,262,262,T1548,AC-2,[],,,[],Abuse Elevation Control Mechanism
263,263,263,T1548.002,AC-2,[],,,[],Bypass User Account Control
264,264,264,T1548.003,AC-2,[],,,[],Sudo and Sudo Caching
265,265,265,T1550,AC-2,[],,,[],Use Alternate Authentication Material
266,266,266,T1550.002,AC-2,[],,,[],Pass the Hash
267,267,267,T1550.003,AC-2,[],,,[],Pass the Ticket
268,268,268,T1552,AC-2,[],,,[],Unsecured Credentials
269,269,269,T1552.001,AC-2,[],,,[],Credentials In Files
270,270,270,T1552.002,AC-2,[],,,[],Credentials in Registry
271,271,271,T1552.004,AC-2,[],,,[],Private Keys
272,272,272,T1552.006,AC-2,[],,,[],Group Policy Preferences
273,273,273,T1552.007,AC-2,[],,,[],Container API
274,274,274,T1553,AC-2,[],,,[],Subvert Trust Controls
275,275,275,T1553.006,AC-2,[],,,[],Code Signing Policy Modification
276,276,276,T1556,AC-2,[],,,[],Modify Authentication Process
277,277,277,T1556.001,AC-2,[],,,[],Domain Controller Authentication
278,278,278,T1556.003,AC-2,[],,,[],Pluggable Authentication Modules
279,279,279,T1556.004,AC-2,[],,,[],Network Device Authentication
280,280,280,T1558,AC-2,[],,,[],Steal or Forge Kerberos Tickets
281,281,281,T1558.001,AC-2,[],,,[],Golden Ticket
282,282,282,T1558.002,AC-2,[],,,[],Silver Ticket
283,283,283,T1558.003,AC-2,[],,,[],Kerberoasting
284,284,284,T1558.004,AC-2,[],,,[],AS-REP Roasting
285,285,285,T1559,AC-2,[],,,[],Inter-Process Communication
286,286,286,T1559.001,AC-2,[],,,[],Component Object Model
287,287,287,T1562,AC-2,[],,,[],Impair Defenses
288,288,288,T1562.001,AC-2,[],,,[],Disable or Modify Tools
289,289,289,T1562.002,AC-2,[],,,[],Disable Windows Event Logging
290,290,290,T1562.004,AC-2,[],,,[],Disable or Modify System Firewall
291,291,291,T1562.006,AC-2,[],,,[],Indicator Blocking
292,292,292,T1562.007,AC-2,[],,,[],Disable or Modify Cloud Firewall
293,293,293,T1562.008,AC-2,[],,,[],Disable Cloud Logs
294,294,294,T1563,AC-2,[],,,[],Remote Service Session Hijacking
295,295,295,T1563.001,AC-2,[],,,[],SSH Hijacking
296,296,296,T1563.002,AC-2,[],,,[],RDP Hijacking
297,297,297,T1569,AC-2,[],,,[],System Services
298,298,298,T1569.001,AC-2,[],,,[],Launchctl
299,299,299,T1569.002,AC-2,[],,,[],Service Execution
300,300,300,T1574,AC-2,[],,,[],Hijack Execution Flow
301,301,301,T1574.004,AC-2,[],,,[],Dylib Hijacking
302,302,302,T1574.005,AC-2,[],,,[],Executable Installer File Permissions Weakness
303,303,303,T1574.007,AC-2,[],,,[],Path Interception by PATH Environment Variable
304,304,304,T1574.008,AC-2,[],,,[],Path Interception by Search Order Hijacking
305,305,305,T1574.009,AC-2,[],,,[],Path Interception by Unquoted Path
306,306,306,T1574.010,AC-2,[],,,[],Services File Permissions Weakness
307,307,307,T1574.012,AC-2,[],,,[],COR_PROFILER
308,308,308,T1578,AC-2,[],,,[],Modify Cloud Compute Infrastructure
309,309,309,T1578.001,AC-2,[],,,[],Create Snapshot
310,310,310,T1578.002,AC-2,[],,,[],Create Cloud Instance
311,311,311,T1578.003,AC-2,[],,,[],Delete Cloud Instance
312,312,312,T1580,AC-2,[],,,[],Cloud Infrastructure Discovery
313,313,313,T1599,AC-2,[],,,[],Network Boundary Bridging
314,314,314,T1599.001,AC-2,[],,,[],Network Address Translation Traversal
315,315,315,T1601,AC-2,[],,,[],Modify System Image
316,316,316,T1601.001,AC-2,[],,,[],Patch System Image
317,317,317,T1601.002,AC-2,[],,,[],Downgrade System Image
318,318,318,T1609,AC-2,[],,,[],Container Administration Command
319,319,319,T1610,AC-2,[],,,[],Deploy Container
320,320,320,T1611,AC-2,[],,,[],Escape to Host
321,321,321,T1612,AC-2,[],,,[],Build Image on Host
322,322,322,T1613,AC-2,[],,,[],Container and Resource Discovery
323,323,323,T1020.001,AC-20,[],,,[],Traffic Duplication
324,324,324,T1021,AC-20,[],,,[],Remote Services
325,325,325,T1021.001,AC-20,[],,,[],Remote Desktop Protocol
326,326,326,T1021.004,AC-20,[],,,[],SSH
327,327,327,T1053,AC-20,[],,,[],Scheduled Task/Job
328,328,328,T1053.002,AC-20,[],,,[],At (Windows)
329,329,329,T1053.005,AC-20,[],,,[],Scheduled Task
330,330,330,T1072,AC-20,[],,,[],Software Deployment Tools
331,331,331,T1078.002,AC-20,[],,,[],Domain Accounts
332,332,332,T1078.004,AC-20,[],,,[],Cloud Accounts
333,333,333,T1098.001,AC-20,[],,,[],Additional Cloud Credentials
334,334,334,T1098.002,AC-20,[],,,[],Exchange Email Delegate Permissions
335,335,335,T1098.003,AC-20,[],,,[],Add Office 365 Global Administrator Role
336,336,336,T1110,AC-20,[],,,[],Brute Force
337,337,337,T1110.001,AC-20,[],,,[],Password Guessing
338,338,338,T1110.002,AC-20,[],,,[],Password Cracking
339,339,339,T1110.003,AC-20,[],,,[],Password Spraying
340,340,340,T1110.004,AC-20,[],,,[],Credential Stuffing
341,341,341,T1114,AC-20,[],,,[],Email Collection
342,342,342,T1114.001,AC-20,[],,,[],Local Email Collection
343,343,343,T1114.002,AC-20,[],,,[],Remote Email Collection
344,344,344,T1114.003,AC-20,[],,,[],Email Forwarding Rule
345,345,345,T1119,AC-20,[],,,[],Automated Collection
346,346,346,T1133,AC-20,[],,,[],External Remote Services
347,347,347,T1134.005,AC-20,[],,,[],SID-History Injection
348,348,348,T1136,AC-20,[],,,[],Create Account
349,349,349,T1136.001,AC-20,[],,,[],Local Account
350,350,350,T1136.002,AC-20,[],,,[],Domain Account
351,351,351,T1136.003,AC-20,[],,,[],Cloud Account
352,352,352,T1200,AC-20,[],,,[],Hardware Additions
353,353,353,T1530,AC-20,[],,,[],Data from Cloud Storage Object
354,354,354,T1537,AC-20,[],,,[],Transfer Data to Cloud Account
355,355,355,T1539,AC-20,[],,,[],Steal Web Session Cookie
356,356,356,T1550.001,AC-20,[],,,[],Application Access Token
357,357,357,T1552,AC-20,[],,,[],Unsecured Credentials
358,358,358,T1552.004,AC-20,[],,,[],Private Keys
359,359,359,T1552.005,AC-20,[],,,[],Cloud Instance Metadata API
360,360,360,T1556,AC-20,[],,,[],Modify Authentication Process
361,361,361,T1556.001,AC-20,[],,,[],Domain Controller Authentication
362,362,362,T1556.003,AC-20,[],,,[],Pluggable Authentication Modules
363,363,363,T1556.004,AC-20,[],,,[],Network Device Authentication
364,364,364,T1557,AC-20,[],,,[],Man-in-the-Middle
365,365,365,T1557.002,AC-20,[],,,[],ARP Cache Poisoning
366,366,366,T1565,AC-20,[],,,[],Data Manipulation
367,367,367,T1565.001,AC-20,[],,,[],Stored Data Manipulation
368,368,368,T1565.002,AC-20,[],,,[],Transmitted Data Manipulation
369,369,369,T1567,AC-20,[],,,[],Exfiltration Over Web Service
370,370,370,T1567.001,AC-20,[],,,[],Exfiltration to Code Repository
371,371,371,T1567.002,AC-20,[],,,[],Exfiltration to Cloud Storage
372,372,372,T1602,AC-20,[],,,[],Data from Configuration Repository
373,373,373,T1602.001,AC-20,[],,,[],SNMP (MIB Dump)
374,374,374,T1602.002,AC-20,[],,,[],Network Device Configuration Dump
375,375,375,T1053,AC-21,[],,,[],Scheduled Task/Job
376,376,376,T1053.002,AC-21,[],,,[],At (Windows)
377,377,377,T1053.005,AC-21,[],,,[],Scheduled Task
378,378,378,T1213,AC-21,[],,,[],Data from Information Repositories
379,379,379,T1213.001,AC-21,[],,,[],Confluence
380,380,380,T1213.002,AC-21,[],,,[],Sharepoint
381,381,381,T1053,AC-22,[],,,[],Scheduled Task/Job
382,382,382,T1053.002,AC-22,[],,,[],At (Windows)
383,383,383,T1053.005,AC-22,[],,,[],Scheduled Task
384,384,384,T1053,AC-23,[],,,[],Scheduled Task/Job
385,385,385,T1053.002,AC-23,[],,,[],At (Windows)
386,386,386,T1053.005,AC-23,[],,,[],Scheduled Task
387,387,387,T1133,AC-23,[],,,[],External Remote Services
388,388,388,T1213,AC-23,[],,,[],Data from Information Repositories
389,389,389,T1213.001,AC-23,[],,,[],Confluence
390,390,390,T1213.002,AC-23,[],,,[],Sharepoint
391,391,391,T1552.007,AC-23,[],,,[],Container API
392,392,392,T1053,AC-24,[],,,[],Scheduled Task/Job
393,393,393,T1053.002,AC-24,[],,,[],At (Windows)
394,394,394,T1053.005,AC-24,[],,,[],Scheduled Task
395,395,395,T1053,AC-25,[],,,[],Scheduled Task/Job
396,396,396,T1053.002,AC-25,[],,,[],At (Windows)
397,397,397,T1053.005,AC-25,[],,,[],Scheduled Task
398,398,398,T1003,AC-3,[],,,[],OS Credential Dumping
399,399,399,T1003.001,AC-3,[],,,[],LSASS Memory
400,400,400,T1003.002,AC-3,[],,,[],Security Account Manager
401,401,401,T1003.003,AC-3,[],,,[],NTDS
402,402,402,T1003.004,AC-3,[],,,[],LSA Secrets
403,403,403,T1003.005,AC-3,[],,,[],Cached Domain Credentials
404,404,404,T1003.006,AC-3,[],,,[],DCSync
405,405,405,T1003.007,AC-3,[],,,[],Proc Filesystem
406,406,406,T1003.008,AC-3,[],,,[],/etc/passwd and /etc/shadow
407,407,407,T1021,AC-3,[],,,[],Remote Services
408,408,408,T1021.001,AC-3,[],,,[],Remote Desktop Protocol
409,409,409,T1021.002,AC-3,[],,,[],SMB/Windows Admin Shares
410,410,410,T1021.003,AC-3,[],,,[],Distributed Component Object Model
411,411,411,T1021.004,AC-3,[],,,[],SSH
412,412,412,T1021.005,AC-3,[],,,[],VNC
413,413,413,T1021.006,AC-3,[],,,[],Windows Remote Management
414,414,414,T1036,AC-3,[],,,[],Masquerading
415,415,415,T1036.003,AC-3,[],,,[],Rename System Utilities
416,416,416,T1036.005,AC-3,[],,,[],Match Legitimate Name or Location
417,417,417,T1037,AC-3,[],,,[],Boot or Logon Initialization Scripts
418,418,418,T1037.002,AC-3,[],,,[],Logon Script (Mac)
419,419,419,T1037.003,AC-3,[],,,[],Network Logon Script
420,420,420,T1037.004,AC-3,[],,,[],RC Scripts
421,421,421,T1037.005,AC-3,[],,,[],Startup Items
422,422,422,T1047,AC-3,[],,,[],Windows Management Instrumentation
423,423,423,T1048,AC-3,[],,,[],Exfiltration Over Alternative Protocol
424,424,424,T1048.001,AC-3,[],,,[],Exfiltration Over Symmetric Encrypted Non-C2 Protocol
425,425,425,T1048.002,AC-3,[],,,[],Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
426,426,426,T1048.003,AC-3,[],,,[],Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
427,427,427,T1052,AC-3,[],,,[],Exfiltration Over Physical Medium
428,428,428,T1052.001,AC-3,[],,,[],Exfiltration over USB
429,429,429,T1053,AC-3,[],,,[],Scheduled Task/Job
430,430,430,T1053.001,AC-3,[],,,[],At (Linux)
431,431,431,T1053.002,AC-3,[],,,[],At (Windows)
432,432,432,T1053.003,AC-3,[],,,[],Cron
