,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
43,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
44,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
45,,T1052,Exfiltration Over Physical Medium,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
46,,T1052.001,Exfiltration over USB,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
47,,T1070.002,Clear Linux or Mac System Logs,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
48,,T1114,Email Collection,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
49,,T1114.001,Local Email Collection,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
50,,T1114.002,Remote Email Collection,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
51,,T1114.003,Email Forwarding Rule,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
52,,T1213,Data from Information Repositories,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
53,,T1213.001,Confluence,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
54,,T1213.002,Sharepoint,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
55,,T1222.001,Windows File and Directory Permissions Modification,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
56,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
57,,T1505.002,Transport Agent,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
58,,T1548,Abuse Elevation Control Mechanism,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
59,,T1552,Unsecured Credentials,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
60,,T1552.004,Private Keys,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
61,,T1557.002,ARP Cache Poisoning,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
62,,T1558.002,Silver Ticket,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
63,,T1558.004,AS-REP Roasting,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
64,,T1564.004,NTFS File Attributes,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
65,,T1602,Data from Configuration Repository,[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
66,,T1602.001,SNMP (MIB Dump),[],Security Attributes,AC-16,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
67,,T1070.008,Clear Mailbox Data,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
68,,T1505.005,Terminal Services DLL,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
69,,T1647,Plist File Modification,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
70,,T1552.007,Container API,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
71,,T1609,Container Administration Command,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
72,,T1610,Deploy Container,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
73,,T1133,External Remote Services,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
74,,T1059,Command and Scripting Interpreter,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
75,,T1070.001,Clear Windows Event Logs,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
76,,T1537,Transfer Data to Cloud Account,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
77,,T1040,Network Sniffing,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
78,,T1119,Automated Collection,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
79,,T1530,Data from Cloud Storage Object,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
80,,T1557,Adversary-in-the-Middle,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
81,,T1020.001,Traffic Duplication,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
82,,T1021.001,Remote Desktop Protocol,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
83,,T1047,Windows Management Instrumentation,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
84,,T1059.001,PowerShell,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
85,,T1059.002,AppleScript,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
86,,T1059.005,Visual Basic,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
87,,T1059.008,Network Device CLI,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
88,,T1070,Indicator Removal on Host,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
89,,T1219,Remote Access Software,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
90,,T1543,Create or Modify System Process,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
91,,T1543.003,Windows Service,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
92,,T1547.003,Time Providers,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
93,,T1547.004,Winlogon Helper DLL,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
94,,T1547.009,Shortcut Modification,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
95,,T1550.001,Application Access Token,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
96,,T1558,Steal or Forge Kerberos Tickets,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
97,,T1558.003,Kerberoasting,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
98,,T1565,Data Manipulation,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
99,,T1565.001,Stored Data Manipulation,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
100,,T1565.002,Transmitted Data Manipulation,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
101,,T1602.002,Network Device Configuration Dump,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
102,,T1021,Remote Services,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
103,,T1021.002,SMB/Windows Admin Shares,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
104,,T1021.003,Distributed Component Object Model,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
105,,T1021.004,SSH,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
106,,T1021.005,VNC,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
107,,T1021.006,Windows Remote Management,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
108,,T1037,Boot or Logon Initialization Scripts,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
109,,T1037.001,Logon Script (Windows),[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
110,,T1059.003,Windows Command Shell,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
111,,T1059.004,Unix Shell,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
112,,T1059.006,Python,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
113,,T1059.007,JavaScript,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
114,,T1070.002,Clear Linux or Mac System Logs,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
115,,T1114,Email Collection,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
116,,T1114.001,Local Email Collection,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
117,,T1114.002,Remote Email Collection,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
118,,T1114.003,Email Forwarding Rule,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
119,,T1137,Office Application Startup,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
120,,T1137.002,Office Test,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
121,,T1213,Data from Information Repositories,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
122,,T1213.001,Confluence,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
123,,T1213.002,Sharepoint,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
124,,T1505.004,IIS Components,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
125,,T1543.004,Launch Daemon,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
126,,T1547.012,Print Processors,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
127,,T1547.013,XDG Autostart Entries,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
128,,T1552,Unsecured Credentials,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
129,,T1552.002,Credentials in Registry,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
130,,T1552.004,Private Keys,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
131,,T1557.002,ARP Cache Poisoning,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
132,,T1558.002,Silver Ticket,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
133,,T1558.004,AS-REP Roasting,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
134,,T1563,Remote Service Session Hijacking,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
135,,T1563.001,SSH Hijacking,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
136,,T1563.002,RDP Hijacking,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
137,,T1602,Data from Configuration Repository,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
138,,T1602.001,SNMP (MIB Dump),[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
139,,T1612,Build Image on Host,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
140,,T1613,Container and Resource Discovery,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
141,,T1619,Cloud Storage Object Discovery,[],Remote Access,AC-17,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
142,,T1070.008,Clear Mailbox Data,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
143,,T1070.001,Clear Windows Event Logs,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
144,,T1040,Network Sniffing,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
145,,T1119,Automated Collection,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
146,,T1530,Data from Cloud Storage Object,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
147,,T1557,Adversary-in-the-Middle,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
148,,T1011,Exfiltration Over Other Network Medium,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
149,,T1011.001,Exfiltration Over Bluetooth,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
150,,T1020.001,Traffic Duplication,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
151,,T1070,Indicator Removal on Host,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
152,,T1558,Steal or Forge Kerberos Tickets,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
153,,T1558.003,Kerberoasting,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
154,,T1565,Data Manipulation,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
155,,T1565.001,Stored Data Manipulation,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
156,,T1565.002,Transmitted Data Manipulation,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
157,,T1602.002,Network Device Configuration Dump,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
158,,T1070.002,Clear Linux or Mac System Logs,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
159,,T1552,Unsecured Credentials,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
160,,T1552.004,Private Keys,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
161,,T1557.002,ARP Cache Poisoning,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
162,,T1558.002,Silver Ticket,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
163,,T1558.004,AS-REP Roasting,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
164,,T1602,Data from Configuration Repository,[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
165,,T1602.001,SNMP (MIB Dump),[],Wireless Access,AC-18,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
166,,T1070.008,Clear Mailbox Data,[],Access Control For Mobile Devices,AC-19,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
167,,T1070.001,Clear Windows Event Logs,[],Access Control For Mobile Devices,AC-19,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
168,,T1040,Network Sniffing,[],Access Control For Mobile Devices,AC-19,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
169,,T1119,Automated Collection,[],Access Control For Mobile Devices,AC-19,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
170,,T1530,Data from Cloud Storage Object,[],Access Control For Mobile Devices,AC-19,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
171,,T1557,Adversary-in-the-Middle,[],Access Control For Mobile Devices,AC-19,mitigates,Access Control,complete,,01/13/2022,01/13/2022,12.1,enterprise,nist_800_53,rev4
