,mapping-target,references,tags,metadata-key,mapping-description,name,id,key,comments
38,Google Kubernetes Engine,"['https://cloud.google.com/kubernetes-engine/docs/concepts/access-control', 'https://cloud.google.com/kubernetes-engine/docs/concepts/cis-benchmarks#how_to_audit_benchmarks']","['Kubernetes', 'Containers']",38,,Container Orchestration Job,T1053.007,38,This control provides information about security best practices and policies to apply when deploying Google Kubernetes Engine.
39,Google Kubernetes Engine,"['https://cloud.google.com/kubernetes-engine/docs/concepts/access-control', 'https://cloud.google.com/kubernetes-engine/docs/concepts/cis-benchmarks#how_to_audit_benchmarks']","['Kubernetes', 'Containers']",39,,Container Administration Command,T1609,39,This control provides information about security best practices and policies to apply when deploying Google Kubernetes Engine.
40,Google Kubernetes Engine,"['https://cloud.google.com/kubernetes-engine/docs/concepts/access-control', 'https://cloud.google.com/kubernetes-engine/docs/concepts/cis-benchmarks#how_to_audit_benchmarks']","['Kubernetes', 'Containers']",40,,Implant Internal Image,T1525,40,This control provides information about security best practices and policies to apply when deploying Google Kubernetes Engine.
41,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",41,,Office Application Startup,T1137,41,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
42,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",42,,LC_LOAD_DYLIB Addition,T1546.006,42,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
43,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",43,,Malicious File,T1204.002,43,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
44,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",44,,Portable Executable Injection,T1055.002,44,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
45,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",45,,Template Injection,T1221,45,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
46,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",46,,Web Shell,T1505.003,46,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
47,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",47,,Malicious Image,T1204.003,47,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
48,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",48,,Exfiltration Over Alternative Protocol,T1048,48,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
49,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",49,,Exfiltration Over C2 Channel,T1041,49,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
50,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",50,,Exfiltration Over Web Service,T1567,50,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
51,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",51,,Exfiltration to Cloud Storage,T1567.002,51,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
52,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",52,,Automated Exfiltration,T1020,52,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
53,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",53,,Brute Force,T1110,53,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
54,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",54,,Endpoint Denial of Service,T1499,54,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
55,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",55,,Application Exhaustion Flood,T1499.003,55,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
56,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",56,,Exploit Public-Facing Application,T1190,56,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
57,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",57,,Spearphishing Link,T1566.002,57,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
58,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",58,,Add-ins,T1137.006,58,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
59,Cloud IDS,"['https://cloud.google.com/intrusion-detection-system', 'https://docs.paloaltonetworks.com/pan-os/10-0/pan-os-admin/threat-prevention/threat-signatures']","['Cloud IDS', 'Intrusion Detection Service (IDS)', ""Palo Alto Network's Threat Signatures"", 'Analytics']",59,,Office Template Macros,T1137.001,59,"This mapping was scored as significant due to the control’s notable detection accuracy, mappable threat coverage, and time-related factors (e.g., real-time).
The cyber-attacks mapped are considered a subset of the most notable threat detection available for Cloud IDS, but a thorough mapping to all of Palo Alto Network's advanced threat detection technologies wasn't possible due to constant updates, 3rd party vendor's extensive documentation, and new threat signatures."
60,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",60,,Cloud Infrastructure Discovery,T1580,60,
61,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",61,,Cloud Infrastructure Discovery,T1580,61,
62,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",62,,Impair Defenses,T1562,62,
63,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",63,,Disable or Modify Cloud Firewall,T1562.007,63,
64,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",64,,Disable or Modify Cloud Firewall,T1562.007,64,
65,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",65,,Disable Cloud Logs,T1562.008,65,
66,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",66,,Account Discovery,T1087,66,
67,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",67,,Cloud Account,T1087.004,67,
68,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",68,,Cloud Account,T1087.004,68,
69,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",69,,Container and Resource Discovery,T1613,69,
70,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",70,,Container API,T1552.007,70,
71,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",71,,Account Manipulation,T1098,71,
72,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",72,,Additional Cloud Credentials,T1098.001,72,
73,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",73,,Valid Accounts,T1078,73,
74,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",74,,Cloud Accounts,T1078.004,74,
75,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",75,,Disable or Modify Tools,T1562.001,75,
76,ResourceManager,['https://cloud.google.com/resource-manager/docs/cloud-platform-resource-hierarchy'],"['Identity', 'Access Management', 'Credentials', 'Network', 'Configuration Management']",76,,Disable Windows Event Logging,T1562.002,76,
77,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],77,,Data Manipulation,T1565,77,This mapping was scored as significant due to the control’s notable remediation capabilities.
78,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],78,,Network Sniffing,T1040,78,This mapping was scored as significant due to the control’s notable remediation capabilities.
79,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],79,,Unsecured Credentials,T1552,79,This mapping was scored as significant due to the control’s notable remediation capabilities.
80,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],80,,Brute Force,T1110,80,This mapping was scored as significant due to the control’s notable remediation capabilities.
81,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],81,,Data Destruction,T1485,81,This mapping was scored as significant due to the control’s notable remediation capabilities.
82,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],82,,Data Encrypted for Impact,T1486,82,This mapping was scored as significant due to the control’s notable remediation capabilities.
83,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],83,,Defacement,T1491,83,This mapping was scored as significant due to the control’s notable remediation capabilities.
84,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],84,,Disk Wipe,T1561,84,This mapping was scored as significant due to the control’s notable remediation capabilities.
85,Actifio Go,['https://www.actifio.com/solutions/cloud/google/'],['Storage'],85,,Inhibit System Recovery,T1490,85,This mapping was scored as significant due to the control’s notable remediation capabilities.
86,IdentityPlatform,['https://cloud.google.com/identity-platform/docs/concepts'],"['Identity', 'Multi-Factor Authentication', 'Passwords', 'Credentials', 'Access Management']",86,,Account Manipulation,T1098,86,
