,comments,id,name,references,tags,mapping-description,mapping-target,metadata-key,key
103,,T1059.007,JavaScript,[],[],,AC-17,103,103
104,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-17,104,104
105,,T1114,Email Collection,[],[],,AC-17,105,105
106,,T1114.001,Local Email Collection,[],[],,AC-17,106,106
107,,T1114.002,Remote Email Collection,[],[],,AC-17,107,107
108,,T1114.003,Email Forwarding Rule,[],[],,AC-17,108,108
109,,T1137,Office Application Startup,[],[],,AC-17,109,109
110,,T1137.002,Office Test,[],[],,AC-17,110,110
111,,T1213,Data from Information Repositories,[],[],,AC-17,111,111
112,,T1213.001,Confluence,[],[],,AC-17,112,112
113,,T1213.002,Sharepoint,[],[],,AC-17,113,113
114,,T1505.004,IIS Components,[],[],,AC-17,114,114
115,,T1547.012,Print Processors,[],[],,AC-17,115,115
116,,T1547.013,XDG Autostart Entries,[],[],,AC-17,116,116
117,,T1552,Unsecured Credentials,[],[],,AC-17,117,117
118,,T1552.002,Credentials in Registry,[],[],,AC-17,118,118
119,,T1552.004,Private Keys,[],[],,AC-17,119,119
120,,T1557.002,ARP Cache Poisoning,[],[],,AC-17,120,120
121,,T1558.002,Silver Ticket,[],[],,AC-17,121,121
122,,T1558.004,AS-REP Roasting,[],[],,AC-17,122,122
123,,T1563,Remote Service Session Hijacking,[],[],,AC-17,123,123
124,,T1563.001,SSH Hijacking,[],[],,AC-17,124,124
125,,T1563.002,RDP Hijacking,[],[],,AC-17,125,125
126,,T1602,Data from Configuration Repository,[],[],,AC-17,126,126
127,,T1602.001,SNMP (MIB Dump),[],[],,AC-17,127,127
128,,T1612,Build Image on Host,[],[],,AC-17,128,128
129,,T1613,Container and Resource Discovery,[],[],,AC-17,129,129
130,,T1619,Cloud Storage Object Discovery,[],[],,AC-17,130,130
131,,T1040,Network Sniffing,[],[],,AC-17,131,131
132,,T1119,Automated Collection,[],[],,AC-17,132,132
133,,T1133,External Remote Services,[],[],,AC-17,133,133
134,,T1530,Data from Cloud Storage Object,[],[],,AC-17,134,134
135,,T1552.007,Container API,[],[],,AC-17,135,135
136,,T1557,Adversary-in-the-Middle,[],[],,AC-17,136,136
137,,T1070.008,Clear Mailbox Data,[],[],,AC-17,137,137
138,,T1505.005,Terminal Services DLL,[],[],,AC-17,138,138
139,,T1647,Plist File Modification,[],[],,AC-17,139,139
140,,T1011,Exfiltration Over Other Network Medium,[],[],,AC-18,140,140
141,,T1011.001,Exfiltration Over Bluetooth,[],[],,AC-18,141,141
142,,T1020.001,Traffic Duplication,[],[],,AC-18,142,142
143,,T1070,Indicator Removal on Host,[],[],,AC-18,143,143
144,,T1070.001,Clear Windows Event Logs,[],[],,AC-18,144,144
145,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-18,145,145
146,,T1558.003,Kerberoasting,[],[],,AC-18,146,146
147,,T1565,Data Manipulation,[],[],,AC-18,147,147
148,,T1565.001,Stored Data Manipulation,[],[],,AC-18,148,148
149,,T1565.002,Transmitted Data Manipulation,[],[],,AC-18,149,149
150,,T1602.002,Network Device Configuration Dump,[],[],,AC-18,150,150
151,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-18,151,151
152,,T1552,Unsecured Credentials,[],[],,AC-18,152,152
153,,T1552.004,Private Keys,[],[],,AC-18,153,153
154,,T1557.002,ARP Cache Poisoning,[],[],,AC-18,154,154
155,,T1558.002,Silver Ticket,[],[],,AC-18,155,155
156,,T1558.004,AS-REP Roasting,[],[],,AC-18,156,156
157,,T1602,Data from Configuration Repository,[],[],,AC-18,157,157
158,,T1602.001,SNMP (MIB Dump),[],[],,AC-18,158,158
159,,T1040,Network Sniffing,[],[],,AC-18,159,159
160,,T1119,Automated Collection,[],[],,AC-18,160,160
161,,T1530,Data from Cloud Storage Object,[],[],,AC-18,161,161
162,,T1557,Adversary-in-the-Middle,[],[],,AC-18,162,162
163,,T1070.008,Clear Mailbox Data,[],[],,AC-18,163,163
164,,T1020.001,Traffic Duplication,[],[],,AC-19,164,164
165,,T1070,Indicator Removal on Host,[],[],,AC-19,165,165
166,,T1070.001,Clear Windows Event Logs,[],[],,AC-19,166,166
167,,T1550.001,Application Access Token,[],[],,AC-19,167,167
168,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-19,168,168
169,,T1558.003,Kerberoasting,[],[],,AC-19,169,169
170,,T1565,Data Manipulation,[],[],,AC-19,170,170
171,,T1565.001,Stored Data Manipulation,[],[],,AC-19,171,171
172,,T1565.002,Transmitted Data Manipulation,[],[],,AC-19,172,172
173,,T1602.002,Network Device Configuration Dump,[],[],,AC-19,173,173
174,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-19,174,174
175,,T1114,Email Collection,[],[],,AC-19,175,175
176,,T1114.001,Local Email Collection,[],[],,AC-19,176,176
177,,T1114.002,Remote Email Collection,[],[],,AC-19,177,177
178,,T1114.003,Email Forwarding Rule,[],[],,AC-19,178,178
179,,T1552,Unsecured Credentials,[],[],,AC-19,179,179
180,,T1552.004,Private Keys,[],[],,AC-19,180,180
181,,T1557.002,ARP Cache Poisoning,[],[],,AC-19,181,181
182,,T1558.002,Silver Ticket,[],[],,AC-19,182,182
183,,T1558.004,AS-REP Roasting,[],[],,AC-19,183,183
184,,T1602,Data from Configuration Repository,[],[],,AC-19,184,184
185,,T1602.001,SNMP (MIB Dump),[],[],,AC-19,185,185
186,,T1040,Network Sniffing,[],[],,AC-19,186,186
187,,T1119,Automated Collection,[],[],,AC-19,187,187
188,,T1530,Data from Cloud Storage Object,[],[],,AC-19,188,188
189,,T1557,Adversary-in-the-Middle,[],[],,AC-19,189,189
190,,T1070.008,Clear Mailbox Data,[],[],,AC-19,190,190
191,,T1021.001,Remote Desktop Protocol,[],[],,AC-2,191,191
192,,T1047,Windows Management Instrumentation,[],[],,AC-2,192,192
193,,T1053,Scheduled Task/Job,[],[],,AC-2,193,193
194,,T1053.002,At (Windows),[],[],,AC-2,194,194
195,,T1053.003,Cron,[],[],,AC-2,195,195
196,,T1053.005,Scheduled Task,[],[],,AC-2,196,196
197,,T1059,Command and Scripting Interpreter,[],[],,AC-2,197,197
198,,T1059.001,PowerShell,[],[],,AC-2,198,198
199,,T1059.002,AppleScript,[],[],,AC-2,199,199
200,,T1059.005,Visual Basic,[],[],,AC-2,200,200
201,,T1059.008,Network Device CLI,[],[],,AC-2,201,201
202,,T1070,Indicator Removal on Host,[],[],,AC-2,202,202
203,,T1070.001,Clear Windows Event Logs,[],[],,AC-2,203,203
204,,T1070.003,Clear Command History,[],[],,AC-2,204,204
205,,T1078.002,Domain Accounts,[],[],,AC-2,205,205
206,,T1078.004,Cloud Accounts,[],[],,AC-2,206,206
207,,T1098,Account Manipulation,[],[],,AC-2,207,207
208,,T1098.001,Additional Cloud Credentials,[],[],,AC-2,208,208
209,,T1098.002,Exchange Email Delegate Permissions,[],[],,AC-2,209,209
210,,T1098.003,Add Office 365 Global Administrator Role,[],[],,AC-2,210,210
211,,T1190,Exploit Public-Facing Application,[],[],,AC-2,211,211
212,,T1197,BITS Jobs,[],[],,AC-2,212,212
213,,T1210,Exploitation of Remote Services,[],[],,AC-2,213,213
214,,T1213.003,Code Repositories,[],[],,AC-2,214,214
215,,T1218.007,Msiexec,[],[],,AC-2,215,215
216,,T1222,File and Directory Permissions Modification,[],[],,AC-2,216,216
217,,T1495,Firmware Corruption,[],[],,AC-2,217,217
218,,T1505,Server Software Component,[],[],,AC-2,218,218
219,,T1505.003,Web Shell,[],[],,AC-2,219,219
220,,T1525,Implant Internal Image,[],[],,AC-2,220,220
221,,T1537,Transfer Data to Cloud Account,[],[],,AC-2,221,221
222,,T1543,Create or Modify System Process,[],[],,AC-2,222,222
223,,T1543.001,Launch Agent,[],[],,AC-2,223,223
224,,T1543.003,Windows Service,[],[],,AC-2,224,224
225,,T1546.003,Windows Management Instrumentation Event Subscription,[],[],,AC-2,225,225
226,,T1547.004,Winlogon Helper DLL,[],[],,AC-2,226,226
227,,T1547.006,Kernel Modules and Extensions,[],[],,AC-2,227,227
228,,T1547.009,Shortcut Modification,[],[],,AC-2,228,228
229,,T1548.002,Bypass User Account Control,[],[],,AC-2,229,229
230,,T1548.003,Sudo and Sudo Caching,[],[],,AC-2,230,230
231,,T1556.004,Network Device Authentication,[],[],,AC-2,231,231
232,,T1558,Steal or Forge Kerberos Tickets,[],[],,AC-2,232,232
233,,T1558.003,Kerberoasting,[],[],,AC-2,233,233
234,,T1559,Inter-Process Communication,[],[],,AC-2,234,234
235,,T1562,Impair Defenses,[],[],,AC-2,235,235
236,,T1562.001,Disable or Modify Tools,[],[],,AC-2,236,236
237,,T1562.006,Indicator Blocking,[],[],,AC-2,237,237
238,,T1562.008,Disable Cloud Logs,[],[],,AC-2,238,238
239,,T1567,Exfiltration Over Web Service,[],[],,AC-2,239,239
240,,T1574,Hijack Execution Flow,[],[],,AC-2,240,240
241,,T1574.007,Path Interception by PATH Environment Variable,[],[],,AC-2,241,241
242,,T1609,Container Administration Command,[],[],,AC-2,242,242
243,,T1610,Deploy Container,[],[],,AC-2,243,243
244,,T1003,OS Credential Dumping,[],[],,AC-2,244,244
245,,T1003.004,LSA Secrets,[],[],,AC-2,245,245
246,,T1003.005,Cached Domain Credentials,[],[],,AC-2,246,246
247,,T1003.006,DCSync,[],[],,AC-2,247,247
248,,T1003.007,Proc Filesystem,[],[],,AC-2,248,248
249,,T1003.008,/etc/passwd and /etc/shadow,[],[],,AC-2,249,249
250,,T1021,Remote Services,[],[],,AC-2,250,250
251,,T1021.002,SMB/Windows Admin Shares,[],[],,AC-2,251,251
252,,T1021.003,Distributed Component Object Model,[],[],,AC-2,252,252
253,,T1021.004,SSH,[],[],,AC-2,253,253
254,,T1021.005,VNC,[],[],,AC-2,254,254
255,,T1021.006,Windows Remote Management,[],[],,AC-2,255,255
256,,T1025,Data from Removable Media,[],[],,AC-2,256,256
257,,T1036,Masquerading,[],[],,AC-2,257,257
258,,T1036.003,Rename System Utilities,[],[],,AC-2,258,258
259,,T1036.005,Match Legitimate Name or Location,[],[],,AC-2,259,259
260,,T1041,Exfiltration Over C2 Channel,[],[],,AC-2,260,260
261,,T1048,Exfiltration Over Alternative Protocol,[],[],,AC-2,261,261
262,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AC-2,262,262
263,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AC-2,263,263
264,,T1052,Exfiltration Over Physical Medium,[],[],,AC-2,264,264
265,,T1052.001,Exfiltration over USB,[],[],,AC-2,265,265
266,,T1053.006,Systemd Timers,[],[],,AC-2,266,266
267,,T1053.007,Container Orchestration Job,[],[],,AC-2,267,267
268,,T1055.008,Ptrace System Calls,[],[],,AC-2,268,268
269,,T1056.003,Web Portal Capture,[],[],,AC-2,269,269
270,,T1059.003,Windows Command Shell,[],[],,AC-2,270,270
271,,T1059.004,Unix Shell,[],[],,AC-2,271,271
272,,T1059.006,Python,[],[],,AC-2,272,272
273,,T1059.007,JavaScript,[],[],,AC-2,273,273
274,,T1070.002,Clear Linux or Mac System Logs,[],[],,AC-2,274,274
275,,T1072,Software Deployment Tools,[],[],,AC-2,275,275
276,,T1078.001,Default Accounts,[],[],,AC-2,276,276
277,,T1078.003,Local Accounts,[],[],,AC-2,277,277
278,,T1087.004,Cloud Account,[],[],,AC-2,278,278
279,,T1110,Brute Force,[],[],,AC-2,279,279
280,,T1110.003,Password Spraying,[],[],,AC-2,280,280
281,,T1110.004,Credential Stuffing,[],[],,AC-2,281,281
282,,T1134,Access Token Manipulation,[],[],,AC-2,282,282
283,,T1134.001,Token Impersonation/Theft,[],[],,AC-2,283,283
284,,T1134.002,Create Process with Token,[],[],,AC-2,284,284
285,,T1134.003,Make and Impersonate Token,[],[],,AC-2,285,285
286,,T1136,Create Account,[],[],,AC-2,286,286
287,,T1136.001,Local Account,[],[],,AC-2,287,287
288,,T1136.002,Domain Account,[],[],,AC-2,288,288
289,,T1136.003,Cloud Account,[],[],,AC-2,289,289
290,,T1185,Browser Session Hijacking,[],[],,AC-2,290,290
291,,T1213,Data from Information Repositories,[],[],,AC-2,291,291
292,,T1213.001,Confluence,[],[],,AC-2,292,292
293,,T1213.002,Sharepoint,[],[],,AC-2,293,293
294,,T1222.001,Windows File and Directory Permissions Modification,[],[],,AC-2,294,294
295,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,AC-2,295,295
296,,T1484,Domain Policy Modification,[],[],,AC-2,296,296
297,,T1489,Service Stop,[],[],,AC-2,297,297
298,,T1505.002,Transport Agent,[],[],,AC-2,298,298
299,,T1538,Cloud Service Dashboard,[],[],,AC-2,299,299
300,,T1542,Pre-OS Boot,[],[],,AC-2,300,300
301,,T1542.001,System Firmware,[],[],,AC-2,301,301
302,,T1542.003,Bootkit,[],[],,AC-2,302,302
303,,T1542.005,TFTP Boot,[],[],,AC-2,303,303
304,,T1543.002,Systemd Service,[],[],,AC-2,304,304
305,,T1543.004,Launch Daemon,[],[],,AC-2,305,305
306,,T1547.012,Print Processors,[],[],,AC-2,306,306
307,,T1547.013,XDG Autostart Entries,[],[],,AC-2,307,307
308,,T1548,Abuse Elevation Control Mechanism,[],[],,AC-2,308,308
309,,T1550,Use Alternate Authentication Material,[],[],,AC-2,309,309
310,,T1550.002,Pass the Hash,[],[],,AC-2,310,310
311,,T1550.003,Pass the Ticket,[],[],,AC-2,311,311
312,,T1552,Unsecured Credentials,[],[],,AC-2,312,312
313,,T1552.001,Credentials In Files,[],[],,AC-2,313,313
314,,T1552.002,Credentials in Registry,[],[],,AC-2,314,314
315,,T1552.004,Private Keys,[],[],,AC-2,315,315
316,,T1552.006,Group Policy Preferences,[],[],,AC-2,316,316
317,,T1556.001,Domain Controller Authentication,[],[],,AC-2,317,317
318,,T1556.003,Pluggable Authentication Modules,[],[],,AC-2,318,318
319,,T1558.001,Golden Ticket,[],[],,AC-2,319,319
320,,T1558.002,Silver Ticket,[],[],,AC-2,320,320
321,,T1558.004,AS-REP Roasting,[],[],,AC-2,321,321
322,,T1559.001,Component Object Model,[],[],,AC-2,322,322
323,,T1562.002,Disable Windows Event Logging,[],[],,AC-2,323,323
324,,T1562.004,Disable or Modify System Firewall,[],[],,AC-2,324,324
325,,T1562.007,Disable or Modify Cloud Firewall,[],[],,AC-2,325,325
326,,T1562.009,Safe Mode Boot,[],[],,AC-2,326,326
327,,T1563,Remote Service Session Hijacking,[],[],,AC-2,327,327
328,,T1563.001,SSH Hijacking,[],[],,AC-2,328,328
329,,T1563.002,RDP Hijacking,[],[],,AC-2,329,329
330,,T1569,System Services,[],[],,AC-2,330,330
331,,T1569.001,Launchctl,[],[],,AC-2,331,331
332,,T1569.002,Service Execution,[],[],,AC-2,332,332
333,,T1574.004,Dylib Hijacking,[],[],,AC-2,333,333
334,,T1574.005,Executable Installer File Permissions Weakness,[],[],,AC-2,334,334
335,,T1574.008,Path Interception by Search Order Hijacking,[],[],,AC-2,335,335
336,,T1574.009,Path Interception by Unquoted Path,[],[],,AC-2,336,336
337,,T1574.010,Services File Permissions Weakness,[],[],,AC-2,337,337
338,,T1574.012,COR_PROFILER,[],[],,AC-2,338,338
339,,T1578,Modify Cloud Compute Infrastructure,[],[],,AC-2,339,339
340,,T1578.001,Create Snapshot,[],[],,AC-2,340,340
341,,T1578.002,Create Cloud Instance,[],[],,AC-2,341,341
342,,T1578.003,Delete Cloud Instance,[],[],,AC-2,342,342
343,,T1599.001,Network Address Translation Traversal,[],[],,AC-2,343,343
344,,T1601,Modify System Image,[],[],,AC-2,344,344
345,,T1601.001,Patch System Image,[],[],,AC-2,345,345
346,,T1601.002,Downgrade System Image,[],[],,AC-2,346,346
347,,T1606,Forge Web Credentials,[],[],,AC-2,347,347
348,,T1606.001,Web Cookies,[],[],,AC-2,348,348
349,,T1606.002,SAML Tokens,[],[],,AC-2,349,349
350,,T1612,Build Image on Host,[],[],,AC-2,350,350
351,,T1613,Container and Resource Discovery,[],[],,AC-2,351,351
352,,T1619,Cloud Storage Object Discovery,[],[],,AC-2,352,352
353,,T1003.001,LSASS Memory,[],[],,AC-2,353,353
354,,T1003.002,Security Account Manager,[],[],,AC-2,354,354
355,,T1003.003,NTDS,[],[],,AC-2,355,355
356,,T1005,Data from Local System,[],[],,AC-2,356,356
357,,T1055,Process Injection,[],[],,AC-2,357,357
358,,T1068,Exploitation for Privilege Escalation,[],[],,AC-2,358,358
359,,T1078,Valid Accounts,[],[],,AC-2,359,359
360,,T1110.001,Password Guessing,[],[],,AC-2,360,360
361,,T1110.002,Password Cracking,[],[],,AC-2,361,361
362,,T1212,Exploitation for Credential Access,[],[],,AC-2,362,362
363,,T1218,Signed Binary Proxy Execution,[],[],,AC-2,363,363
364,,T1528,Steal Application Access Token,[],[],,AC-2,364,364
365,,T1530,Data from Cloud Storage Object,[],[],,AC-2,365,365
366,,T1552.007,Container API,[],[],,AC-2,366,366
367,,T1556,Modify Authentication Process,[],[],,AC-2,367,367
368,,T1580,Cloud Infrastructure Discovery,[],[],,AC-2,368,368
369,,T1599,Network Boundary Bridging,[],[],,AC-2,369,369
370,,T1611,Escape to Host,[],[],,AC-2,370,370
371,,T1070.007,Clear Network Connection History and Configurations,[],[],,AC-2,371,371
372,,T1070.008,Clear Mailbox Data,[],[],,AC-2,372,372
373,,T1070.009,Clear Persistence,[],[],,AC-2,373,373
374,,T1098.005,Device Registration,[],[],,AC-2,374,374
375,,T1505.005,Terminal Services DLL,[],[],,AC-2,375,375
376,,T1648,Serverless Execution,[],[],,AC-2,376,376
377,,T1556.005,Reversible Encryption,[],[],,AC-2,377,377
378,,T1556.006,Multi-Factor Authentication,[],[],,AC-2,378,378
379,,T1556.007,Hybrid Identity,[],[],,AC-2,379,379
380,,T1585.003,Cloud Accounts,[],[],,AC-2,380,380
381,,T1586.003,Cloud Accounts,[],[],,AC-2,381,381
382,,T1621,Multi-Factor Authentication Request Generation,[],[],,AC-2,382,382
383,,T1020.001,Traffic Duplication,[],[],,AC-20,383,383
384,,T1021.001,Remote Desktop Protocol,[],[],,AC-20,384,384
385,,T1078.002,Domain Accounts,[],[],,AC-20,385,385
386,,T1078.004,Cloud Accounts,[],[],,AC-20,386,386
387,,T1098.001,Additional Cloud Credentials,[],[],,AC-20,387,387
388,,T1098.002,Exchange Email Delegate Permissions,[],[],,AC-20,388,388
389,,T1098.003,Add Office 365 Global Administrator Role,[],[],,AC-20,389,389
390,,T1537,Transfer Data to Cloud Account,[],[],,AC-20,390,390
391,,T1550.001,Application Access Token,[],[],,AC-20,391,391
392,,T1552.005,Cloud Instance Metadata API,[],[],,AC-20,392,392
393,,T1556.004,Network Device Authentication,[],[],,AC-20,393,393
394,,T1565,Data Manipulation,[],[],,AC-20,394,394
395,,T1565.001,Stored Data Manipulation,[],[],,AC-20,395,395
396,,T1565.002,Transmitted Data Manipulation,[],[],,AC-20,396,396
397,,T1567,Exfiltration Over Web Service,[],[],,AC-20,397,397
398,,T1567.002,Exfiltration to Cloud Storage,[],[],,AC-20,398,398
399,,T1602.002,Network Device Configuration Dump,[],[],,AC-20,399,399
400,,T1021,Remote Services,[],[],,AC-20,400,400
401,,T1021.004,SSH,[],[],,AC-20,401,401
402,,T1041,Exfiltration Over C2 Channel,[],[],,AC-20,402,402
403,,T1048,Exfiltration Over Alternative Protocol,[],[],,AC-20,403,403
404,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,AC-20,404,404
405,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,AC-20,405,405
406,,T1052,Exfiltration Over Physical Medium,[],[],,AC-20,406,406
407,,T1052.001,Exfiltration over USB,[],[],,AC-20,407,407
408,,T1072,Software Deployment Tools,[],[],,AC-20,408,408
409,,T1110,Brute Force,[],[],,AC-20,409,409
410,,T1110.003,Password Spraying,[],[],,AC-20,410,410
411,,T1110.004,Credential Stuffing,[],[],,AC-20,411,411
412,,T1114,Email Collection,[],[],,AC-20,412,412
413,,T1114.001,Local Email Collection,[],[],,AC-20,413,413
414,,T1114.002,Remote Email Collection,[],[],,AC-20,414,414
415,,T1114.003,Email Forwarding Rule,[],[],,AC-20,415,415
416,,T1134.005,SID-History Injection,[],[],,AC-20,416,416
417,,T1136,Create Account,[],[],,AC-20,417,417
418,,T1136.001,Local Account,[],[],,AC-20,418,418
419,,T1136.002,Domain Account,[],[],,AC-20,419,419
420,,T1136.003,Cloud Account,[],[],,AC-20,420,420
421,,T1539,Steal Web Session Cookie,[],[],,AC-20,421,421
422,,T1552,Unsecured Credentials,[],[],,AC-20,422,422
423,,T1552.004,Private Keys,[],[],,AC-20,423,423
424,,T1556.001,Domain Controller Authentication,[],[],,AC-20,424,424
425,,T1556.003,Pluggable Authentication Modules,[],[],,AC-20,425,425
426,,T1557.002,ARP Cache Poisoning,[],[],,AC-20,426,426
427,,T1567.001,Exfiltration to Code Repository,[],[],,AC-20,427,427
