,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,metadata_key
12,,T1485,Data Destruction,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Protect,Significant,,0
13,,T1485,Data Destruction,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Detect,Partial,,0
14,,T1485,Data Destruction,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Respond,Significant,,0
15,,T1486,Data Encrypted for Impact,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Respond,Significant,,0
16,,T1490,Inhibit System Recovery,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Detect,Partial,,0
17,,T1490,Inhibit System Recovery,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Respond,Significant,,0
18,,T1561,Disk Wipe,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Respond,Minimal,,0
19,"AWS RDS supports the replication and recovery of database instances. In the event that a database instance is deleted during a disk wipe, AWS RDS can be used to restore the database instance to a previous point in time. However, this mapping is only given a score of Partial because AWS RDS only provides a backup of the database instance and not the underlying system that it is hosted on.",T1561.001,Disk Content Wipe,[],[],,AWS RDS,technique-scores,Respond,Minimal,T1561,0
20,"AWS RDS supports the replication and recovery of database instances. In the event that a database instance is deleted during a disk wipe, AWS RDS can be used to restore the database instance to a previous point in time. However, this mapping is only given a score of Partial because AWS RDS only provides a backup of the database instance and not the underlying system that it is hosted on.",T1561.002,Disk Structure Wipe,[],[],,AWS RDS,technique-scores,Respond,Minimal,T1561,0
21,,T1530,Data from Cloud Storage Object,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Protect,Significant,,0
22,,T1529,System Shutdown/Reboot,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Detect,Partial,,0
23,,T1489,Service Stop,['https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html'],['Database'],,AWS RDS,technique-scores,Detect,Partial,,0
24,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1020,Automated Exfiltration,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Minimal,,0
25,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure SSL/TLS encryption is enabled to protect network traffic: ""acm-certificate-expiration-check"" for nearly expired certificates in AWS Certificate Manager (ACM); ""alb-http-to-https-redirection-check"" for Application Load Balancer (ALB) HTTP listeners; ""api-gw-ssl-enabled"" for API Gateway REST API stages; ""cloudfront-custom-ssl-certificate"", ""cloudfront-sni-enabled"", and ""cloudfront-viewer-policy-https"", for Amazon CloudFront distributions; ""elb-acm-certificate-required"", ""elb-custom-security-policy-ssl-check"", ""elb-predefined-security-policy-ssl-check"", and ""elb-tls-https-listeners-only"" for Elastic Load Balancing (ELB) Classic Load Balancer listeners; ""redshift-require-tls-ssl"" for Amazon Redshift cluster connections to SQL clients; ""s3-bucket-ssl-requests-only"" for requests for S3 bucket contents; and ""elasticsearch-node-to-node-encryption-check"" for Amazon ElasticSearch Service node-to-node communications.
All of these are run on configuration changes except ""alb-http-to-https-redirection-check"", which is run periodically. Coverage factor is partial for these rules, since they are specific to a subset of the available AWS services and can only mitigate behavior for adversaries who are unable to decrypt the relevant traffic, resulting in an overall score of Partial.",T1020.001,Traffic Duplication,[],[],,AWS Config,technique-scores,Protect,Partial,T1020,0
26,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1040,Network Sniffing,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
27,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1053,Scheduled Task/Job,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Minimal,,0
28,"The ""eks-endpoint-no-public-access"" managed rule can identify whether Amazon Elastic Kubernetes Service (Amazon EKS) endpoints are misconfigured to allow public endpoint access, which should be fixed in order to prevent malicious external access to the Kubernetes API server, including malicious attempts to create or modify orchestration jobs. It is run periodically and only provides partial coverage because it is specific to public access, resulting in an overall score of Partial.",T1053.007,Container Orchestration Job,[],[],,AWS Config,technique-scores,Protect,Partial,T1053,0
29,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1068,Exploitation for Privilege Escalation,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
30,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1078,Valid Accounts,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Minimal,,0
31,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure multi-factor authentication (MFA) is enabled properly, which can provide protection against attempted misuse of cloud accounts: ""iam-user-mfa-enabled"", ""mfa-enabled-for-iam-console-access"", ""root-account-hardware-mfa-enabled"", and ""root-account-mfa-enabled"". All of these controls are run periodically.
The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure that appropriate AWS Identity and Access Management (IAM) policies are in place to enforce fine-grained access policies and mitigate the impact of compromised valid accounts: ""iam-customer-policy-blocked-kms-actions"", ""iam-inline-policy-blocked-kms-actions"", ""iam-no-inline-policy-check"", ""iam-group-has-users-check"", ""iam-policy-blacklisted-check"", ""iam-policy-no-statements-with-admin-access"", ""iam-policy-no-statements-with-full-access"", ""iam-role-managed-policy-check"", ""iam-user-group-membership-check"", ""iam-user-no-policies-check"", and ""ec2-instance-profile-attached"" are run on configuration changes. ""iam-password-policy"", ""iam-policy-in-use"", ""iam-root-access-key-check"", ""iam-user-mfa-enabled"", ""iam-user-unused-credentials-check"", and ""mfa-enabled-for-iam-console-access"" are run periodically. The ""access-keys-rotated"" managed rule ensures that IAM access keys are rotated at an appropriate rate.
Given that these rules provide robust coverage for a variety of IAM configuration problems and most are evaluated on configuration changes, they result in an overall score of Significant.",T1078.004,Cloud Accounts,[],[],,AWS Config,technique-scores,Protect,Significant,T1078,0
32,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1098,Account Manipulation,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Minimal,,0
33,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure multi-factor authentication (MFA) is enabled properly, which can provide protection against attempted manipulation of cloud accounts: ""iam-user-mfa-enabled"", ""mfa-enabled-for-iam-console-access"", ""root-account-hardware-mfa-enabled"", and ""root-account-mfa-enabled"". All of these controls are run periodically and provide partial coverage, since adversaries may be able to manipulate cloud credentials via other mechanisms, resulting in an overall score of Partial.",T1098.001,Additional Cloud Credentials,[],[],,AWS Config,technique-scores,Protect,Partial,T1098,0
34,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1110,Brute Force,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Significant,,0
35,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure multi-factor authentication (MFA) is enabled properly, which can significantly impede brute force authentication attempts by requiring adversaries to provide a second form of authentication even if they succeed in brute forcing a password via one of these sub-techniques: ""iam-user-mfa-enabled"", ""mfa-enabled-for-iam-console-access"", ""root-account-hardware-mfa-enabled"", and ""root-account-mfa-enabled"".
The ""iam-password-policy"" managed rule can identify insufficient password requirements that should be fixed in order to make brute force authentication more difficult by increasing the complexity of user passwords and decreasing the amount of time before they are rotated, giving adversaries less time to brute force passwords and making it more time consuming and resource intensive to do so. This is especially important in the case of Password Cracking, since adversaries in possession of password hashes may be able to recover usable credentials more quickly and do so without generating detectable noise via invalid login attempts.
All of these controls are run periodically, but implemented policies are enforced continuously once set and coverage factor is significant, resulting in an overall score of Significant.",T1110.001,Password Guessing,[],[],,AWS Config,technique-scores,Protect,Significant,T1110,0
36,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure multi-factor authentication (MFA) is enabled properly, which can significantly impede brute force authentication attempts by requiring adversaries to provide a second form of authentication even if they succeed in brute forcing a password via one of these sub-techniques: ""iam-user-mfa-enabled"", ""mfa-enabled-for-iam-console-access"", ""root-account-hardware-mfa-enabled"", and ""root-account-mfa-enabled"".
The ""iam-password-policy"" managed rule can identify insufficient password requirements that should be fixed in order to make brute force authentication more difficult by increasing the complexity of user passwords and decreasing the amount of time before they are rotated, giving adversaries less time to brute force passwords and making it more time consuming and resource intensive to do so. This is especially important in the case of Password Cracking, since adversaries in possession of password hashes may be able to recover usable credentials more quickly and do so without generating detectable noise via invalid login attempts.
All of these controls are run periodically, but implemented policies are enforced continuously once set and coverage factor is significant, resulting in an overall score of Significant.",T1110.002,Password Cracking,[],[],,AWS Config,technique-scores,Protect,Significant,T1110,0
37,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure multi-factor authentication (MFA) is enabled properly, which can significantly impede brute force authentication attempts by requiring adversaries to provide a second form of authentication even if they succeed in brute forcing a password via one of these sub-techniques: ""iam-user-mfa-enabled"", ""mfa-enabled-for-iam-console-access"", ""root-account-hardware-mfa-enabled"", and ""root-account-mfa-enabled"".
The ""iam-password-policy"" managed rule can identify insufficient password requirements that should be fixed in order to make brute force authentication more difficult by increasing the complexity of user passwords and decreasing the amount of time before they are rotated, giving adversaries less time to brute force passwords and making it more time consuming and resource intensive to do so. This is especially important in the case of Password Cracking, since adversaries in possession of password hashes may be able to recover usable credentials more quickly and do so without generating detectable noise via invalid login attempts.
All of these controls are run periodically, but implemented policies are enforced continuously once set and coverage factor is significant, resulting in an overall score of Significant.",T1110.003,Password Spraying,[],[],,AWS Config,technique-scores,Protect,Significant,T1110,0
38,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure multi-factor authentication (MFA) is enabled properly, which can significantly impede brute force authentication attempts by requiring adversaries to provide a second form of authentication even if they succeed in brute forcing a password via one of these sub-techniques: ""iam-user-mfa-enabled"", ""mfa-enabled-for-iam-console-access"", ""root-account-hardware-mfa-enabled"", and ""root-account-mfa-enabled"".
The ""iam-password-policy"" managed rule can identify insufficient password requirements that should be fixed in order to make brute force authentication more difficult by increasing the complexity of user passwords and decreasing the amount of time before they are rotated, giving adversaries less time to brute force passwords and making it more time consuming and resource intensive to do so. This is especially important in the case of Password Cracking, since adversaries in possession of password hashes may be able to recover usable credentials more quickly and do so without generating detectable noise via invalid login attempts.
All of these controls are run periodically, but implemented policies are enforced continuously once set and coverage factor is significant, resulting in an overall score of Significant.",T1110.004,Credential Stuffing,[],[],,AWS Config,technique-scores,Protect,Significant,T1110,0
39,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1119,Automated Collection,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Minimal,,0
40,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1136,Create Account,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Minimal,,0
41,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure multi-factor authentication (MFA) is enabled properly, which can provide significant protection against attempted manipulation of cloud accounts, including the creation of new ones: ""iam-user-mfa-enabled"", ""mfa-enabled-for-iam-console-access"", ""root-account-hardware-mfa-enabled"", and ""root-account-mfa-enabled"". All of these controls are run periodically and provide partial coverage, since adversaries may be able to create cloud credentials via other mechanisms, resulting in an overall score of Partial.",T1136.003,Cloud Account,[],[],,AWS Config,technique-scores,Protect,Partial,T1136,0
42,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1190,Exploit Public-Facing Application,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
43,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1203,Exploitation for Client Execution,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
44,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1210,Exploitation of Remote Services,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
45,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1211,Exploitation for Defense Evasion,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
46,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1212,Exploitation for Credential Access,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
47,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1204,User Execution,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Detect,Minimal,,0
48,"The following AWS Config managed rules can identify running instances that are not using AMIs within a specified allow list: ""approved-amis-by-id"" and ""approved-amis-by-tag"", both of which are run on configuration changes. They provide significant coverage, resulting in an overall score of Significant.",T1204.003,Malicious Image,[],[],,AWS Config,technique-scores,Detect,Significant,T1204,0
49,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1485,Data Destruction,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
50,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1486,Data Encrypted for Impact,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Partial,,0
51,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1491,Defacement,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Significant,,0
52,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to prevent malicious write access to data within Amazon Simple Storage Service (S3) storage, which may include internal and/or external defacement: ""s3-bucket-blacklisted-actions-prohibited"" checks whether bucket policies prohibit disallowed actions (including encryption configuration changes) for principals from other AWS accounts, ""s3-bucket-default-lock-enabled"" checks whether a bucket that should be locked in write-once-read-many (WORM) mode is configured to prevent modification, and ""s3-bucket-public-write-prohibited"" checks whether a bucket is configured to allow public access and modification. All of these controls are run on configuration changes.
The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure backups and redundancy are in place which can mitigate the effects of malicious defacement: ""aurora-mysql-backtracking-enabled"" for data in Aurora MySQL; ""db-instance-backup-enabled"" and ""rds-in-backup-plan"" for Amazon Relational Database Service (RDS) data; ""dynamodb-in-backup-plan"" and ""dynamodb-pitr-enabled"" for Amazon DynamoDB table contents; ""ebs-in-backup-plan"" for Elastic Block Store (EBS) volumes; ""efs-in-backup-plan"" for Amazon Elastic File System (EFS) file systems; ""elasticache-redis-cluster-automatic-backup-check"" for Amazon ElastiCache Redis cluster data; ""redshift-backup-enabled"" and ""redshift-cluster-maintenancesettings-check"" for Redshift; ""s3-bucket-replication-enabled"" and ""s3-bucket-versioning-enabled"" for S3 storage; and ""cloudfront-origin-failover-enabled"" for CloudFront.
Coverage factor is significant for these rules, since they cover a wide range of services used to host content for websites within AWS, resulting in an overall score of Significant.",T1491.001,Internal Defacement,[],[],,AWS Config,technique-scores,Protect,Significant,T1491,0
53,"The following AWS Config managed rules can identify configuration problems that should be fixed in order to prevent malicious write access to data within Amazon Simple Storage Service (S3) storage, which may include internal and/or external defacement: ""s3-bucket-blacklisted-actions-prohibited"" checks whether bucket policies prohibit disallowed actions (including encryption configuration changes) for principals from other AWS accounts, ""s3-bucket-default-lock-enabled"" checks whether a bucket that should be locked in write-once-read-many (WORM) mode is configured to prevent modification, and ""s3-bucket-public-write-prohibited"" checks whether a bucket is configured to allow public access and modification. All of these controls are run on configuration changes.
The following AWS Config managed rules can identify configuration problems that should be fixed in order to ensure backups and redundancy are in place which can mitigate the effects of malicious defacement: ""aurora-mysql-backtracking-enabled"" for data in Aurora MySQL; ""db-instance-backup-enabled"" and ""rds-in-backup-plan"" for Amazon Relational Database Service (RDS) data; ""dynamodb-in-backup-plan"" and ""dynamodb-pitr-enabled"" for Amazon DynamoDB table contents; ""ebs-in-backup-plan"" for Elastic Block Store (EBS) volumes; ""efs-in-backup-plan"" for Amazon Elastic File System (EFS) file systems; ""elasticache-redis-cluster-automatic-backup-check"" for Amazon ElastiCache Redis cluster data; ""redshift-backup-enabled"" and ""redshift-cluster-maintenancesettings-check"" for Redshift; ""s3-bucket-replication-enabled"" and ""s3-bucket-versioning-enabled"" for S3 storage; and ""cloudfront-origin-failover-enabled"" for CloudFront.
Coverage factor is significant for these rules, since they cover a wide range of services used to host content for websites within AWS, resulting in an overall score of Significant.",T1491.002,External Defacement,[],[],,AWS Config,technique-scores,Protect,Significant,T1491,0
54,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1496,Resource Hijacking,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Detect,Partial,,0
55,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1498,Network Denial of Service,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Minimal,,0
56,"The ""elb-cross-zone-load-balancing-enabled"" managed rule can verify that load balancing is properly configured, which can mitigate adversaries' ability to perform Denial of Service (DoS) attacks and impact resource availability. ""cloudfront-origin-failover-enabled"" can verify that failover policies are in place to increase CloudFront content availability.
Coverage factor is minimal for these rules, since they are specific to a subset of the available AWS services, resulting in an overall score of Minimal.",T1498.001,Direct Network Flood,[],[],,AWS Config,technique-scores,Protect,Minimal,T1498,0
57,"The ""elb-cross-zone-load-balancing-enabled"" managed rule can verify that load balancing is properly configured, which can mitigate adversaries' ability to perform Denial of Service (DoS) attacks and impact resource availability. ""cloudfront-origin-failover-enabled"" can verify that failover policies are in place to increase CloudFront content availability.
Coverage factor is minimal for these rules, since they are specific to a subset of the available AWS services, resulting in an overall score of Minimal.",T1498.002,Reflection Amplification,[],[],,AWS Config,technique-scores,Protect,Minimal,T1498,0
58,"Mappings are based on the set of AWS managed rules provided by AWS Config, which are predefined rules that AWS Config uses to test for compliance with common best practices.
AWS Config rules can be set to one of two types, ""configuration changes"" and ""periodic"", which are evaluated upon configuration changes and at a user-defined period, respectively.",T1499,Endpoint Denial of Service,"['https://docs.aws.amazon.com/config', 'https://docs.aws.amazon.com/config/latest/developerguide', 'https://docs.aws.amazon.com/config/latest/developerguide/managed-rules-by-aws-config.html']",[],,AWS Config,technique-scores,Protect,Minimal,,0
59,"The ""elb-cross-zone-load-balancing-enabled"" managed rule can verify that load balancing is properly configured, which can mitigate adversaries' ability to perform Denial of Service (DoS) attacks and impact resource availability. ""cloudfront-origin-failover-enabled"" can verify that failover policies are in place to increase CloudFront content availability.
Coverage factor is minimal for these rules, since they are specific to a subset of the available AWS services, resulting in an overall score of Minimal.",T1499.001,OS Exhaustion Flood,[],[],,AWS Config,technique-scores,Protect,Minimal,T1499,0
