,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,metadata_key
80,,T1557,Adversary-in-the-Middle,[],[],,Remote Access,mitigates,4
81,,T1020.001,Traffic Duplication,[],[],,Remote Access,mitigates,4
82,,T1021.001,Remote Desktop Protocol,[],[],,Remote Access,mitigates,4
83,,T1047,Windows Management Instrumentation,[],[],,Remote Access,mitigates,4
84,,T1059.001,PowerShell,[],[],,Remote Access,mitigates,4
85,,T1059.002,AppleScript,[],[],,Remote Access,mitigates,4
86,,T1059.005,Visual Basic,[],[],,Remote Access,mitigates,4
87,,T1059.008,Network Device CLI,[],[],,Remote Access,mitigates,4
88,,T1070,Indicator Removal on Host,[],[],,Remote Access,mitigates,4
89,,T1219,Remote Access Software,[],[],,Remote Access,mitigates,4
90,,T1543,Create or Modify System Process,[],[],,Remote Access,mitigates,4
91,,T1543.003,Windows Service,[],[],,Remote Access,mitigates,4
92,,T1547.003,Time Providers,[],[],,Remote Access,mitigates,4
93,,T1547.004,Winlogon Helper DLL,[],[],,Remote Access,mitigates,4
94,,T1547.009,Shortcut Modification,[],[],,Remote Access,mitigates,4
95,,T1550.001,Application Access Token,[],[],,Remote Access,mitigates,4
96,,T1558,Steal or Forge Kerberos Tickets,[],[],,Remote Access,mitigates,4
97,,T1558.003,Kerberoasting,[],[],,Remote Access,mitigates,4
98,,T1565,Data Manipulation,[],[],,Remote Access,mitigates,4
99,,T1565.001,Stored Data Manipulation,[],[],,Remote Access,mitigates,4
100,,T1565.002,Transmitted Data Manipulation,[],[],,Remote Access,mitigates,4
101,,T1602.002,Network Device Configuration Dump,[],[],,Remote Access,mitigates,4
102,,T1021,Remote Services,[],[],,Remote Access,mitigates,4
103,,T1021.002,SMB/Windows Admin Shares,[],[],,Remote Access,mitigates,4
104,,T1021.003,Distributed Component Object Model,[],[],,Remote Access,mitigates,4
105,,T1021.004,SSH,[],[],,Remote Access,mitigates,4
106,,T1021.005,VNC,[],[],,Remote Access,mitigates,4
107,,T1021.006,Windows Remote Management,[],[],,Remote Access,mitigates,4
108,,T1037,Boot or Logon Initialization Scripts,[],[],,Remote Access,mitigates,4
109,,T1037.001,Logon Script (Windows),[],[],,Remote Access,mitigates,4
110,,T1059.003,Windows Command Shell,[],[],,Remote Access,mitigates,4
111,,T1059.004,Unix Shell,[],[],,Remote Access,mitigates,4
112,,T1059.006,Python,[],[],,Remote Access,mitigates,4
113,,T1059.007,JavaScript,[],[],,Remote Access,mitigates,4
114,,T1070.002,Clear Linux or Mac System Logs,[],[],,Remote Access,mitigates,4
115,,T1114,Email Collection,[],[],,Remote Access,mitigates,4
116,,T1114.001,Local Email Collection,[],[],,Remote Access,mitigates,4
117,,T1114.002,Remote Email Collection,[],[],,Remote Access,mitigates,4
118,,T1114.003,Email Forwarding Rule,[],[],,Remote Access,mitigates,4
119,,T1137,Office Application Startup,[],[],,Remote Access,mitigates,4
120,,T1137.002,Office Test,[],[],,Remote Access,mitigates,4
121,,T1213,Data from Information Repositories,[],[],,Remote Access,mitigates,4
122,,T1213.001,Confluence,[],[],,Remote Access,mitigates,4
123,,T1213.002,Sharepoint,[],[],,Remote Access,mitigates,4
124,,T1505.004,IIS Components,[],[],,Remote Access,mitigates,4
125,,T1543.004,Launch Daemon,[],[],,Remote Access,mitigates,4
126,,T1547.012,Print Processors,[],[],,Remote Access,mitigates,4
127,,T1547.013,XDG Autostart Entries,[],[],,Remote Access,mitigates,4
128,,T1552,Unsecured Credentials,[],[],,Remote Access,mitigates,4
129,,T1552.002,Credentials in Registry,[],[],,Remote Access,mitigates,4
130,,T1552.004,Private Keys,[],[],,Remote Access,mitigates,4
131,,T1557.002,ARP Cache Poisoning,[],[],,Remote Access,mitigates,4
132,,T1558.002,Silver Ticket,[],[],,Remote Access,mitigates,4
133,,T1558.004,AS-REP Roasting,[],[],,Remote Access,mitigates,4
134,,T1563,Remote Service Session Hijacking,[],[],,Remote Access,mitigates,4
135,,T1563.001,SSH Hijacking,[],[],,Remote Access,mitigates,4
136,,T1563.002,RDP Hijacking,[],[],,Remote Access,mitigates,4
137,,T1602,Data from Configuration Repository,[],[],,Remote Access,mitigates,4
138,,T1602.001,SNMP (MIB Dump),[],[],,Remote Access,mitigates,4
139,,T1612,Build Image on Host,[],[],,Remote Access,mitigates,4
140,,T1613,Container and Resource Discovery,[],[],,Remote Access,mitigates,4
141,,T1619,Cloud Storage Object Discovery,[],[],,Remote Access,mitigates,4
142,,T1070.008,Clear Mailbox Data,[],[],,Wireless Access,mitigates,4
143,,T1070.001,Clear Windows Event Logs,[],[],,Wireless Access,mitigates,4
144,,T1040,Network Sniffing,[],[],,Wireless Access,mitigates,4
145,,T1119,Automated Collection,[],[],,Wireless Access,mitigates,4
146,,T1530,Data from Cloud Storage Object,[],[],,Wireless Access,mitigates,4
147,,T1557,Adversary-in-the-Middle,[],[],,Wireless Access,mitigates,4
148,,T1011,Exfiltration Over Other Network Medium,[],[],,Wireless Access,mitigates,4
149,,T1011.001,Exfiltration Over Bluetooth,[],[],,Wireless Access,mitigates,4
150,,T1020.001,Traffic Duplication,[],[],,Wireless Access,mitigates,4
151,,T1070,Indicator Removal on Host,[],[],,Wireless Access,mitigates,4
152,,T1558,Steal or Forge Kerberos Tickets,[],[],,Wireless Access,mitigates,4
153,,T1558.003,Kerberoasting,[],[],,Wireless Access,mitigates,4
154,,T1565,Data Manipulation,[],[],,Wireless Access,mitigates,4
155,,T1565.001,Stored Data Manipulation,[],[],,Wireless Access,mitigates,4
156,,T1565.002,Transmitted Data Manipulation,[],[],,Wireless Access,mitigates,4
157,,T1602.002,Network Device Configuration Dump,[],[],,Wireless Access,mitigates,4
158,,T1070.002,Clear Linux or Mac System Logs,[],[],,Wireless Access,mitigates,4
159,,T1552,Unsecured Credentials,[],[],,Wireless Access,mitigates,4
160,,T1552.004,Private Keys,[],[],,Wireless Access,mitigates,4
161,,T1557.002,ARP Cache Poisoning,[],[],,Wireless Access,mitigates,4
162,,T1558.002,Silver Ticket,[],[],,Wireless Access,mitigates,4
163,,T1558.004,AS-REP Roasting,[],[],,Wireless Access,mitigates,4
164,,T1602,Data from Configuration Repository,[],[],,Wireless Access,mitigates,4
165,,T1602.001,SNMP (MIB Dump),[],[],,Wireless Access,mitigates,4
166,,T1070.008,Clear Mailbox Data,[],[],,Access Control For Mobile Devices,mitigates,4
167,,T1070.001,Clear Windows Event Logs,[],[],,Access Control For Mobile Devices,mitigates,4
168,,T1040,Network Sniffing,[],[],,Access Control For Mobile Devices,mitigates,4
169,,T1119,Automated Collection,[],[],,Access Control For Mobile Devices,mitigates,4
170,,T1530,Data from Cloud Storage Object,[],[],,Access Control For Mobile Devices,mitigates,4
171,,T1557,Adversary-in-the-Middle,[],[],,Access Control For Mobile Devices,mitigates,4
172,,T1020.001,Traffic Duplication,[],[],,Access Control For Mobile Devices,mitigates,4
173,,T1070,Indicator Removal on Host,[],[],,Access Control For Mobile Devices,mitigates,4
174,,T1550.001,Application Access Token,[],[],,Access Control For Mobile Devices,mitigates,4
175,,T1558,Steal or Forge Kerberos Tickets,[],[],,Access Control For Mobile Devices,mitigates,4
176,,T1558.003,Kerberoasting,[],[],,Access Control For Mobile Devices,mitigates,4
177,,T1565,Data Manipulation,[],[],,Access Control For Mobile Devices,mitigates,4
178,,T1565.001,Stored Data Manipulation,[],[],,Access Control For Mobile Devices,mitigates,4
179,,T1565.002,Transmitted Data Manipulation,[],[],,Access Control For Mobile Devices,mitigates,4
180,,T1602.002,Network Device Configuration Dump,[],[],,Access Control For Mobile Devices,mitigates,4
181,,T1070.002,Clear Linux or Mac System Logs,[],[],,Access Control For Mobile Devices,mitigates,4
182,,T1114,Email Collection,[],[],,Access Control For Mobile Devices,mitigates,4
183,,T1114.001,Local Email Collection,[],[],,Access Control For Mobile Devices,mitigates,4
184,,T1114.002,Remote Email Collection,[],[],,Access Control For Mobile Devices,mitigates,4
185,,T1114.003,Email Forwarding Rule,[],[],,Access Control For Mobile Devices,mitigates,4
186,,T1552,Unsecured Credentials,[],[],,Access Control For Mobile Devices,mitigates,4
187,,T1552.004,Private Keys,[],[],,Access Control For Mobile Devices,mitigates,4
188,,T1557.002,ARP Cache Poisoning,[],[],,Access Control For Mobile Devices,mitigates,4
189,,T1558.002,Silver Ticket,[],[],,Access Control For Mobile Devices,mitigates,4
190,,T1558.004,AS-REP Roasting,[],[],,Access Control For Mobile Devices,mitigates,4
191,,T1602,Data from Configuration Repository,[],[],,Access Control For Mobile Devices,mitigates,4
192,,T1602.001,SNMP (MIB Dump),[],[],,Access Control For Mobile Devices,mitigates,4
193,,T1556.005,Reversible Encryption,[],[],,Account Management,mitigates,4
194,,T1556.006,Multi-Factor Authentication,[],[],,Account Management,mitigates,4
195,,T1556.007,Hybrid Identity,[],[],,Account Management,mitigates,4
196,,T1585.003,Cloud Accounts,[],[],,Account Management,mitigates,4
197,,T1586.003,Cloud Accounts,[],[],,Account Management,mitigates,4
198,,T1621,Multi-Factor Authentication Request Generation,[],[],,Account Management,mitigates,4
199,,T1070.007,Clear Network Connection History and Configurations,[],[],,Account Management,mitigates,4
200,,T1070.008,Clear Mailbox Data,[],[],,Account Management,mitigates,4
201,,T1070.009,Clear Persistence,[],[],,Account Management,mitigates,4
202,,T1098.005,Device Registration,[],[],,Account Management,mitigates,4
203,,T1505.005,Terminal Services DLL,[],[],,Account Management,mitigates,4
204,,T1648,Serverless Execution,[],[],,Account Management,mitigates,4
205,,T1552.007,Container API,[],[],,Account Management,mitigates,4
206,,T1556,Modify Authentication Process,[],[],,Account Management,mitigates,4
207,,T1543.001,Launch Agent,[],[],,Account Management,mitigates,4
208,,T1562,Impair Defenses,[],[],,Account Management,mitigates,4
209,,T1574,Hijack Execution Flow,[],[],,Account Management,mitigates,4
210,,T1609,Container Administration Command,[],[],,Account Management,mitigates,4
211,,T1610,Deploy Container,[],[],,Account Management,mitigates,4
212,,T1055,Process Injection,[],[],,Account Management,mitigates,4
213,,T1068,Exploitation for Privilege Escalation,[],[],,Account Management,mitigates,4
214,,T1212,Exploitation for Credential Access,[],[],,Account Management,mitigates,4
215,,T1059,Command and Scripting Interpreter,[],[],,Account Management,mitigates,4
216,,T1070.001,Clear Windows Event Logs,[],[],,Account Management,mitigates,4
217,,T1537,Transfer Data to Cloud Account,[],[],,Account Management,mitigates,4
218,,T1567,Exfiltration Over Web Service,[],[],,Account Management,mitigates,4
219,,T1574.007,Path Interception by PATH Environment Variable,[],[],,Account Management,mitigates,4
220,,T1003.001,LSASS Memory,[],[],,Account Management,mitigates,4
221,,T1003.002,Security Account Manager,[],[],,Account Management,mitigates,4
222,,T1003.003,NTDS,[],[],,Account Management,mitigates,4
223,,T1005,Data from Local System,[],[],,Account Management,mitigates,4
224,,T1078,Valid Accounts,[],[],,Account Management,mitigates,4
225,,T1110.001,Password Guessing,[],[],,Account Management,mitigates,4
226,,T1110.002,Password Cracking,[],[],,Account Management,mitigates,4
227,,T1218,Signed Binary Proxy Execution,[],[],,Account Management,mitigates,4
228,,T1528,Steal Application Access Token,[],[],,Account Management,mitigates,4
229,,T1530,Data from Cloud Storage Object,[],[],,Account Management,mitigates,4
230,,T1580,Cloud Infrastructure Discovery,[],[],,Account Management,mitigates,4
231,,T1599,Network Boundary Bridging,[],[],,Account Management,mitigates,4
232,,T1611,Escape to Host,[],[],,Account Management,mitigates,4
233,,T1021.001,Remote Desktop Protocol,[],[],,Account Management,mitigates,4
234,,T1047,Windows Management Instrumentation,[],[],,Account Management,mitigates,4
235,,T1053,Scheduled Task/Job,[],[],,Account Management,mitigates,4
236,,T1053.002,At (Windows),[],[],,Account Management,mitigates,4
237,,T1053.003,Cron,[],[],,Account Management,mitigates,4
238,,T1053.005,Scheduled Task,[],[],,Account Management,mitigates,4
239,,T1059.001,PowerShell,[],[],,Account Management,mitigates,4
240,,T1059.002,AppleScript,[],[],,Account Management,mitigates,4
241,,T1059.005,Visual Basic,[],[],,Account Management,mitigates,4
242,,T1059.008,Network Device CLI,[],[],,Account Management,mitigates,4
243,,T1070,Indicator Removal on Host,[],[],,Account Management,mitigates,4
244,,T1070.003,Clear Command History,[],[],,Account Management,mitigates,4
245,,T1078.002,Domain Accounts,[],[],,Account Management,mitigates,4
246,,T1078.004,Cloud Accounts,[],[],,Account Management,mitigates,4
247,,T1098,Account Manipulation,[],[],,Account Management,mitigates,4
248,,T1098.001,Additional Cloud Credentials,[],[],,Account Management,mitigates,4
249,,T1098.002,Exchange Email Delegate Permissions,[],[],,Account Management,mitigates,4
250,,T1098.003,Add Office 365 Global Administrator Role,[],[],,Account Management,mitigates,4
251,,T1190,Exploit Public-Facing Application,[],[],,Account Management,mitigates,4
252,,T1197,BITS Jobs,[],[],,Account Management,mitigates,4
253,,T1210,Exploitation of Remote Services,[],[],,Account Management,mitigates,4
254,,T1213.003,Code Repositories,[],[],,Account Management,mitigates,4
255,,T1218.007,Msiexec,[],[],,Account Management,mitigates,4
256,,T1222,File and Directory Permissions Modification,[],[],,Account Management,mitigates,4
257,,T1495,Firmware Corruption,[],[],,Account Management,mitigates,4
258,,T1505,Server Software Component,[],[],,Account Management,mitigates,4
259,,T1505.003,Web Shell,[],[],,Account Management,mitigates,4
260,,T1525,Implant Internal Image,[],[],,Account Management,mitigates,4
261,,T1543,Create or Modify System Process,[],[],,Account Management,mitigates,4
262,,T1543.003,Windows Service,[],[],,Account Management,mitigates,4
263,,T1546.003,Windows Management Instrumentation Event Subscription,[],[],,Account Management,mitigates,4
264,,T1547.004,Winlogon Helper DLL,[],[],,Account Management,mitigates,4
265,,T1547.006,Kernel Modules and Extensions,[],[],,Account Management,mitigates,4
266,,T1547.009,Shortcut Modification,[],[],,Account Management,mitigates,4
267,,T1548.002,Bypass User Account Control,[],[],,Account Management,mitigates,4
268,,T1548.003,Sudo and Sudo Caching,[],[],,Account Management,mitigates,4
269,,T1556.004,Network Device Authentication,[],[],,Account Management,mitigates,4
270,,T1558,Steal or Forge Kerberos Tickets,[],[],,Account Management,mitigates,4
271,,T1558.003,Kerberoasting,[],[],,Account Management,mitigates,4
272,,T1559,Inter-Process Communication,[],[],,Account Management,mitigates,4
273,,T1562.001,Disable or Modify Tools,[],[],,Account Management,mitigates,4
274,,T1562.006,Indicator Blocking,[],[],,Account Management,mitigates,4
275,,T1562.008,Disable Cloud Logs,[],[],,Account Management,mitigates,4
276,,T1003,OS Credential Dumping,[],[],,Account Management,mitigates,4
277,,T1003.004,LSA Secrets,[],[],,Account Management,mitigates,4
278,,T1003.005,Cached Domain Credentials,[],[],,Account Management,mitigates,4
279,,T1003.006,DCSync,[],[],,Account Management,mitigates,4
280,,T1003.007,Proc Filesystem,[],[],,Account Management,mitigates,4
281,,T1003.008,/etc/passwd and /etc/shadow,[],[],,Account Management,mitigates,4
282,,T1021,Remote Services,[],[],,Account Management,mitigates,4
283,,T1021.002,SMB/Windows Admin Shares,[],[],,Account Management,mitigates,4
284,,T1021.003,Distributed Component Object Model,[],[],,Account Management,mitigates,4
285,,T1021.004,SSH,[],[],,Account Management,mitigates,4
286,,T1021.005,VNC,[],[],,Account Management,mitigates,4
287,,T1021.006,Windows Remote Management,[],[],,Account Management,mitigates,4
288,,T1025,Data from Removable Media,[],[],,Account Management,mitigates,4
289,,T1036,Masquerading,[],[],,Account Management,mitigates,4
290,,T1036.003,Rename System Utilities,[],[],,Account Management,mitigates,4
291,,T1036.005,Match Legitimate Name or Location,[],[],,Account Management,mitigates,4
292,,T1041,Exfiltration Over C2 Channel,[],[],,Account Management,mitigates,4
293,,T1048,Exfiltration Over Alternative Protocol,[],[],,Account Management,mitigates,4
294,,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],[],,Account Management,mitigates,4
295,,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],[],,Account Management,mitigates,4
296,,T1052,Exfiltration Over Physical Medium,[],[],,Account Management,mitigates,4
297,,T1052.001,Exfiltration over USB,[],[],,Account Management,mitigates,4
298,,T1053.006,Systemd Timers,[],[],,Account Management,mitigates,4
299,,T1053.007,Container Orchestration Job,[],[],,Account Management,mitigates,4
300,,T1055.008,Ptrace System Calls,[],[],,Account Management,mitigates,4
301,,T1056.003,Web Portal Capture,[],[],,Account Management,mitigates,4
302,,T1059.003,Windows Command Shell,[],[],,Account Management,mitigates,4
303,,T1059.004,Unix Shell,[],[],,Account Management,mitigates,4
304,,T1059.006,Python,[],[],,Account Management,mitigates,4
305,,T1059.007,JavaScript,[],[],,Account Management,mitigates,4
306,,T1070.002,Clear Linux or Mac System Logs,[],[],,Account Management,mitigates,4
307,,T1072,Software Deployment Tools,[],[],,Account Management,mitigates,4
308,,T1078.001,Default Accounts,[],[],,Account Management,mitigates,4
309,,T1078.003,Local Accounts,[],[],,Account Management,mitigates,4
310,,T1087.004,Cloud Account,[],[],,Account Management,mitigates,4
311,,T1110,Brute Force,[],[],,Account Management,mitigates,4
312,,T1110.003,Password Spraying,[],[],,Account Management,mitigates,4
313,,T1110.004,Credential Stuffing,[],[],,Account Management,mitigates,4
314,,T1134,Access Token Manipulation,[],[],,Account Management,mitigates,4
315,,T1134.001,Token Impersonation/Theft,[],[],,Account Management,mitigates,4
316,,T1134.002,Create Process with Token,[],[],,Account Management,mitigates,4
317,,T1134.003,Make and Impersonate Token,[],[],,Account Management,mitigates,4
318,,T1136,Create Account,[],[],,Account Management,mitigates,4
319,,T1136.001,Local Account,[],[],,Account Management,mitigates,4
320,,T1136.002,Domain Account,[],[],,Account Management,mitigates,4
321,,T1136.003,Cloud Account,[],[],,Account Management,mitigates,4
322,,T1185,Browser Session Hijacking,[],[],,Account Management,mitigates,4
323,,T1213,Data from Information Repositories,[],[],,Account Management,mitigates,4
324,,T1213.001,Confluence,[],[],,Account Management,mitigates,4
325,,T1213.002,Sharepoint,[],[],,Account Management,mitigates,4
326,,T1222.001,Windows File and Directory Permissions Modification,[],[],,Account Management,mitigates,4
327,,T1222.002,Linux and Mac File and Directory Permissions Modification,[],[],,Account Management,mitigates,4
328,,T1484,Domain Policy Modification,[],[],,Account Management,mitigates,4
329,,T1489,Service Stop,[],[],,Account Management,mitigates,4
330,,T1505.002,Transport Agent,[],[],,Account Management,mitigates,4
331,,T1538,Cloud Service Dashboard,[],[],,Account Management,mitigates,4
332,,T1542,Pre-OS Boot,[],[],,Account Management,mitigates,4
333,,T1542.001,System Firmware,[],[],,Account Management,mitigates,4
334,,T1542.003,Bootkit,[],[],,Account Management,mitigates,4
335,,T1542.005,TFTP Boot,[],[],,Account Management,mitigates,4
336,,T1543.002,Systemd Service,[],[],,Account Management,mitigates,4
337,,T1543.004,Launch Daemon,[],[],,Account Management,mitigates,4
338,,T1547.012,Print Processors,[],[],,Account Management,mitigates,4
339,,T1547.013,XDG Autostart Entries,[],[],,Account Management,mitigates,4
340,,T1548,Abuse Elevation Control Mechanism,[],[],,Account Management,mitigates,4
341,,T1550,Use Alternate Authentication Material,[],[],,Account Management,mitigates,4
342,,T1550.002,Pass the Hash,[],[],,Account Management,mitigates,4
343,,T1550.003,Pass the Ticket,[],[],,Account Management,mitigates,4
344,,T1552,Unsecured Credentials,[],[],,Account Management,mitigates,4
345,,T1552.001,Credentials In Files,[],[],,Account Management,mitigates,4
346,,T1552.002,Credentials in Registry,[],[],,Account Management,mitigates,4
347,,T1552.004,Private Keys,[],[],,Account Management,mitigates,4
348,,T1552.006,Group Policy Preferences,[],[],,Account Management,mitigates,4
349,,T1553,Subvert Trust Controls,[],[],,Account Management,mitigates,4
350,,T1553.006,Code Signing Policy Modification,[],[],,Account Management,mitigates,4
351,,T1556.001,Domain Controller Authentication,[],[],,Account Management,mitigates,4
352,,T1556.003,Pluggable Authentication Modules,[],[],,Account Management,mitigates,4
353,,T1558.001,Golden Ticket,[],[],,Account Management,mitigates,4
354,,T1558.002,Silver Ticket,[],[],,Account Management,mitigates,4
355,,T1558.004,AS-REP Roasting,[],[],,Account Management,mitigates,4
356,,T1559.001,Component Object Model,[],[],,Account Management,mitigates,4
357,,T1562.002,Disable Windows Event Logging,[],[],,Account Management,mitigates,4
358,,T1562.004,Disable or Modify System Firewall,[],[],,Account Management,mitigates,4
359,,T1562.007,Disable or Modify Cloud Firewall,[],[],,Account Management,mitigates,4
360,,T1562.009,Safe Mode Boot,[],[],,Account Management,mitigates,4
361,,T1563,Remote Service Session Hijacking,[],[],,Account Management,mitigates,4
362,,T1563.001,SSH Hijacking,[],[],,Account Management,mitigates,4
363,,T1563.002,RDP Hijacking,[],[],,Account Management,mitigates,4
364,,T1569,System Services,[],[],,Account Management,mitigates,4
365,,T1569.001,Launchctl,[],[],,Account Management,mitigates,4
366,,T1569.002,Service Execution,[],[],,Account Management,mitigates,4
367,,T1574.004,Dylib Hijacking,[],[],,Account Management,mitigates,4
368,,T1574.005,Executable Installer File Permissions Weakness,[],[],,Account Management,mitigates,4
369,,T1574.008,Path Interception by Search Order Hijacking,[],[],,Account Management,mitigates,4
370,,T1574.009,Path Interception by Unquoted Path,[],[],,Account Management,mitigates,4
371,,T1574.010,Services File Permissions Weakness,[],[],,Account Management,mitigates,4
372,,T1574.012,COR_PROFILER,[],[],,Account Management,mitigates,4
373,,T1578,Modify Cloud Compute Infrastructure,[],[],,Account Management,mitigates,4
374,,T1578.001,Create Snapshot,[],[],,Account Management,mitigates,4
375,,T1578.002,Create Cloud Instance,[],[],,Account Management,mitigates,4
376,,T1578.003,Delete Cloud Instance,[],[],,Account Management,mitigates,4
377,,T1599.001,Network Address Translation Traversal,[],[],,Account Management,mitigates,4
378,,T1601,Modify System Image,[],[],,Account Management,mitigates,4
