,tags,mapping-target,mapping-description,id,metadata-key,references,key,comments,name
40,[],action.hacking.variety.Abuse of functionality,,T1112,40,[],40,,Modify Registry
41,[],action.hacking.variety.Abuse of functionality,,T1127,41,[],41,,Trusted Developer Utilities Proxy Execution
42,[],action.hacking.variety.Unknown,,T1127,42,[],42,,Trusted Developer Utilities Proxy Execution
43,[],action.hacking.variety.Abuse of functionality,,T1127.001,43,[],43,,Tursted Developer Utilities Proxy Execution: MSBuild
44,[],action.hacking.variety.Unknown,,T1127.001,44,[],44,,Tursted Developer Utilities Proxy Execution: MSBuild
45,[],action.hacking.variety.Abuse of functionality,,T1129,45,[],45,,Shared Modules
46,[],action.hacking.variety.Abuse of functionality,,T1137,46,[],46,,Office Application Startup
47,[],action.hacking.variety.Abuse of functionality,,T1137.001,47,[],47,,Office Application Startup: Office Template Macros
48,[],action.hacking.variety.Abuse of functionality,,T1137.002,48,[],48,,Office Application Startup: Office Test
49,[],action.hacking.variety.Abuse of functionality,,T1137.003,49,[],49,,Office Application Startup: Outlook Forms
50,[],action.hacking.variety.Abuse of functionality,,T1137.004,50,[],50,,Office Application Startup: Outlook Home Page
51,[],action.hacking.variety.Abuse of functionality,,T1137.005,51,[],51,,Office Application Startup: Outlook Rules
52,[],action.hacking.variety.Abuse of functionality,,T1187,52,[],52,,Forced Authentication
53,[],action.hacking.variety.MitM,,T1187,53,[],53,,Forced Authentication
54,[],"attribute.confidentiality."""".data_disclosure",,T1187,54,[],54,,Forced Authentication
55,[],action.hacking.variety.Abuse of functionality,,T1202,55,[],55,,Indirect Command Execution
56,[],action.hacking.variety.Abuse of functionality,,T1216,56,[],56,,Signed Script Proxy Execution
57,[],action.hacking.variety.Abuse of functionality,,T1216.001,57,[],57,,Signed Script Proxy Execution: PubPrn
58,[],action.hacking.variety.Abuse of functionality,,T1218,58,[],58,,Signed Binary Proxy Execution
59,[],action.hacking.variety.Abuse of functionality,,T1218.001,59,[],59,,Signed Binary Proxy Execution: Compiled HTML File
60,[],action.hacking.variety.Abuse of functionality,,T1218.002,60,[],60,,Signed Binary Proxy Execution: Control Panel
61,[],action.hacking.variety.Abuse of functionality,,T1218.003,61,[],61,,Signed Binary Proxy Execution: CMSTP
62,[],action.hacking.variety.Abuse of functionality,,T1218.004,62,[],62,,Signed Binary Proxy Execution: InstallUtil
63,[],action.hacking.variety.Abuse of functionality,,T1218.005,63,[],63,,Signed Binary Proxy Execution: Mshta
64,[],action.hacking.variety.Abuse of functionality,,T1218.007,64,[],64,,Signed Binary Proxy Execution: Msiexec
65,[],action.hacking.variety.Abuse of functionality,,T1218.008,65,[],65,,Signed Binary Proxy Execution: Odbcconf
66,[],action.hacking.variety.Abuse of functionality,,T1218.009,66,[],66,,Signed Binary Proxy Execution: Regsvcs/Regasm
67,[],action.hacking.variety.Abuse of functionality,,T1218.010,67,[],67,,Signed Binary Proxy Execution: Regsvr32
68,[],action.hacking.variety.Abuse of functionality,,T1218.011,68,[],68,,Signed Binary Proxy Execution: Rundll32
69,[],action.hacking.variety.Abuse of functionality,,T1218.012,69,[],69,,Signed Binary Proxy Execution: Verclsid
70,[],action.hacking.variety.Abuse of functionality,,T1218.013,70,[],70,,System Binary Proxy Execution: Mavinject
71,[],action.hacking.variety.Abuse of functionality,,T1218.014,71,[],71,,System Binary Proxy Execution: MMC
72,[],action.hacking.variety.Abuse of functionality,,T1220,72,[],72,,XSL Script Processing
73,[],action.hacking.variety.Abuse of functionality,,T1505.001,73,[],73,,Server Software Component: SQL Stored Procedures
74,[],action.malware.variety.Backdoor,,T1505.001,74,[],74,,Server Software Component: SQL Stored Procedures
75,[],action.malware.variety.Backdoor or C2,,T1505.001,75,[],75,,Server Software Component: SQL Stored Procedures
76,[],action.hacking.variety.Abuse of functionality,,T1505.002,76,[],76,,Server Software Component: Transport Agent
77,[],action.malware.variety.Backdoor,,T1505.002,77,[],77,,Server Software Component: Transport Agent
78,[],action.malware.variety.Backdoor or C2,,T1505.002,78,[],78,,Server Software Component: Transport Agent
79,[],action.hacking.variety.Abuse of functionality,,T1529,79,[],79,,System Shutdown/Reboot
80,[],attribute.availability.variety.Interruption,,T1529,80,[],80,,System Shutdown/Reboot
81,[],action.hacking.variety.Abuse of functionality,,T1543,81,[],81,,Create or Modify System Process
82,[],action.hacking.variety.Backdoor,,T1543,82,[],82,,Create or Modify System Process
83,[],action.hacking.vector.Backdoor,,T1543,83,[],83,,Create or Modify System Process
84,[],action.malware.variety.Backdoor,,T1543,84,[],84,,Create or Modify System Process
85,[],action.malware.variety.Backdoor or C2,,T1543,85,[],85,,Create or Modify System Process
86,[],action.malware.variety.Rootkit,,T1543,86,[],86,,Create or Modify System Process
87,[],attribute.integrity.variety.Software installation,,T1543,87,[],87,,Create or Modify System Process
88,[],action.hacking.variety.Abuse of functionality,,T1543.001,88,[],88,,Create or Modify System Process: Launch Agent
89,[],attribute.integrity.variety.Software installation,,T1543.001,89,[],89,,Create or Modify System Process: Launch Agent
90,[],action.hacking.variety.Abuse of functionality,,T1543.002,90,[],90,,Create or Modify System Process: Systemd Service
91,[],attribute.integrity.variety.Software installation,,T1543.002,91,[],91,,Create or Modify System Process: Systemd Service
92,[],action.hacking.variety.Abuse of functionality,,T1543.003,92,[],92,,Create or Modify System Process: Windows Service
93,[],action.malware.variety.RAT,,T1543.003,93,[],93,,Create or Modify System Process: Windows Service
94,[],attribute.integrity.variety.Software installation,,T1543.003,94,[],94,,Create or Modify System Process: Windows Service
95,[],action.hacking.variety.Abuse of functionality,,T1543.004,95,[],95,,Create or Modify System Process: Launch Daemon
96,[],attribute.integrity.variety.Software installation,,T1543.004,96,[],96,,Create or Modify System Process: Launch Daemon
97,[],action.hacking.variety.Abuse of functionality,,T1547,97,[],97,,Boot or Logon Autostart Execution
98,[],action.hacking.variety.Backdoor,,T1547,98,[],98,,Boot or Logon Autostart Execution
99,[],action.hacking.vector.Backdoor,,T1547,99,[],99,,Boot or Logon Autostart Execution
100,[],action.malware.variety.Backdoor,,T1547,100,[],100,,Boot or Logon Autostart Execution
101,[],action.malware.variety.Backdoor or C2,,T1547,101,[],101,,Boot or Logon Autostart Execution
102,[],attribute.integrity.variety.Modify configuration,,T1547,102,[],102,,Boot or Logon Autostart Execution
103,[],action.hacking.variety.Abuse of functionality,,T1548,103,[],103,,Abuse Elevation Control Mechanism
104,[],action.hacking.variety.Abuse of functionality,,T1548.001,104,[],104,,Abuse Elevation Control Mechanism: Setuid and Setgid
105,[],action.hacking.variety.Abuse of functionality,,T1548.002,105,[],105,,Abuse Elevation Control Mechanism: Bypass User Account Control
106,[],action.hacking.variety.Exploit misconfig,,T1548.002,106,[],106,,Abuse Elevation Control Mechanism: Bypass User Account Control
107,[],action.malware.variety.Exploit misconfig,,T1548.002,107,[],107,,Abuse Elevation Control Mechanism: Bypass User Account Control
108,[],action.hacking.variety.Abuse of functionality,,T1548.003,108,[],108,,Abuse Elevation Control Mechanism: Sudo and Sudo Caching
109,[],action.hacking.variety.Exploit misconfig,,T1548.003,109,[],109,,Abuse Elevation Control Mechanism: Sudo and Sudo Caching
110,[],action.malware.variety.Client-side attack,,T1548.003,110,[],110,,Abuse Elevation Control Mechanism: Sudo and Sudo Caching
111,[],action.hacking.variety.Abuse of functionality,,T1548.004,111,[],111,,Abuse Elevation Control Mechanism: Elevated Execution with Prompt
112,[],action.hacking.variety.Exploit misconfig,,T1548.004,112,[],112,,Abuse Elevation Control Mechanism: Elevated Execution with Prompt
113,[],action.hacking.variety.Abuse of functionality,,T1559,113,[],113,,Inter-Process Communication
114,[],action.hacking.variety.Abuse of functionality,,T1559.001,114,[],114,,Inter-Process Communication: Component Object Model
115,[],action.hacking.variety.Abuse of functionality,,T1559.002,115,[],115,,Inter-Process Communication: Dynamic Data Exchange
116,[],action.hacking.variety.Abuse of functionality,,T1563,116,[],116,,Remote Service Session Hijacking
117,[],action.hacking.variety.Hijack,,T1563,117,[],117,,Remote Service Session Hijacking
118,[],action.malware.vector.Network propagation,,T1563,118,[],118,,Remote Service Session Hijacking
119,[],action.hacking.variety.Abuse of functionality,,T1563.001,119,[],119,,Remote Service Session Hijacking: SSH Hijacking
120,[],action.hacking.variety.Hijack,,T1563.001,120,[],120,,Remote Service Session Hijacking: SSH Hijacking
121,[],action.malware.vector.Network propagation,,T1563.001,121,[],121,,Remote Service Session Hijacking: SSH Hijacking
122,[],action.hacking.variety.Abuse of functionality,,T1563.002,122,[],122,,Remote Service Session Hijacking: RDP Hijacking
123,[],action.hacking.variety.Hijack,,T1563.002,123,[],123,,Remote Service Session Hijacking: RDP Hijacking
124,[],action.malware.vector.Network propagation,,T1563.002,124,[],124,,Remote Service Session Hijacking: RDP Hijacking
125,[],action.hacking.variety.Abuse of functionality,,T1564,125,[],125,,Hide Artifacts
126,[],action.hacking.variety.Evade Defenses,,T1564,126,[],126,,Hide Artifacts
127,[],action.malware.variety.Evade Defenses,,T1564,127,[],127,,Hide Artifacts
128,[],action.social.variety.Evade Defenses,,T1564,128,[],128,,Hide Artifacts
129,[],action.hacking.variety.Abuse of functionality,,T1564.001,129,[],129,,Hide Artifacts: Hidden Files and Directories
130,[],action.hacking.variety.Evade Defenses,,T1564.001,130,[],130,,Hide Artifacts: Hidden Files and Directories
131,[],action.malware.variety.Evade Defenses,,T1564.001,131,[],131,,Hide Artifacts: Hidden Files and Directories
132,[],action.social.variety.Evade Defenses,,T1564.001,132,[],132,,Hide Artifacts: Hidden Files and Directories
133,[],action.hacking.variety.Abuse of functionality,,T1564.002,133,[],133,,Hide Artifacts: Hidden Users
134,[],action.hacking.variety.Evade Defenses,,T1564.002,134,[],134,,Hide Artifacts: Hidden Users
135,[],action.malware.variety.Evade Defenses,,T1564.002,135,[],135,,Hide Artifacts: Hidden Users
136,[],action.social.variety.Evade Defenses,,T1564.002,136,[],136,,Hide Artifacts: Hidden Users
137,[],action.hacking.variety.Abuse of functionality,,T1564.003,137,[],137,,Hide Artifacts: Hidden Window
138,[],action.hacking.variety.Evade Defenses,,T1564.003,138,[],138,,Hide Artifacts: Hidden Window
139,[],action.malware.variety.Evade Defenses,,T1564.003,139,[],139,,Hide Artifacts: Hidden Window
140,[],action.social.variety.Evade Defenses,,T1564.003,140,[],140,,Hide Artifacts: Hidden Window
141,[],action.hacking.variety.Abuse of functionality,,T1564.004,141,[],141,,Hide Artifacts: NTFS File Attributes
142,[],action.hacking.variety.Evade Defenses,,T1564.004,142,[],142,,Hide Artifacts: NTFS File Attributes
143,[],action.malware.variety.Evade Defenses,,T1564.004,143,[],143,,Hide Artifacts: NTFS File Attributes
144,[],action.social.variety.Evade Defenses,,T1564.004,144,[],144,,Hide Artifacts: NTFS File Attributes
145,[],action.hacking.variety.Abuse of functionality,,T1564.005,145,[],145,,Hide Artifacts: Hidden File System
146,[],action.hacking.variety.Evade Defenses,,T1564.005,146,[],146,,Hide Artifacts: Hidden File System
147,[],action.malware.variety.Evade Defenses,,T1564.005,147,[],147,,Hide Artifacts: Hidden File System
148,[],action.social.variety.Evade Defenses,,T1564.005,148,[],148,,Hide Artifacts: Hidden File System
149,[],action.hacking.variety.Abuse of functionality,,T1564.006,149,[],149,,Hide Artifacts: Run Virtual Instance
150,[],action.hacking.variety.Evade Defenses,,T1564.006,150,[],150,,Hide Artifacts: Run Virtual Instance
151,[],action.malware.variety.Evade Defenses,,T1564.006,151,[],151,,Hide Artifacts: Run Virtual Instance
152,[],action.social.variety.Evade Defenses,,T1564.006,152,[],152,,Hide Artifacts: Run Virtual Instance
153,[],action.hacking.variety.Abuse of functionality,,T1564.007,153,[],153,,Hide Artifacts: VBA Stomping
154,[],action.hacking.variety.Evade Defenses,,T1564.007,154,[],154,,Hide Artifacts: VBA Stomping
155,[],action.malware.variety.Evade Defenses,,T1564.007,155,[],155,,Hide Artifacts: VBA Stomping
156,[],action.malware.variety.Trojan,,T1564.007,156,[],156,,Hide Artifacts: VBA Stomping
157,[],action.social.variety.Evade Defenses,,T1564.007,157,[],157,,Hide Artifacts: VBA Stomping
158,[],action.hacking.variety.Abuse of functionality,,T1569,158,[],158,,System Services
159,[],action.hacking.variety.Abuse of functionality,,T1569.001,159,[],159,,System Services: Launchctl
160,[],action.hacking.variety.Abuse of functionality,,T1569.002,160,[],160,,System Services: Service Execution
161,[],action.malware.vector.Direct install,,T1569.002,161,[],161,,System Services: Service Execution
162,[],action.hacking.variety.Abuse of functionality,,T1578,162,[],162,,Modify Cloud Computer Infrastructure
163,[],action.hacking.vector.Hypervisor,,T1578,163,[],163,,Modify Cloud Computer Infrastructure
164,[],action.hacking.vector.Inter-tenant,,T1578,164,[],164,,Modify Cloud Computer Infrastructure
165,[],action.hacking.variety.Abuse of functionality,,T1578.001,165,[],165,,Modify Cloud Computer Infrastructure: Create Snapshot
166,[],action.hacking.variety.Abuse of functionality,,T1578.002,166,[],166,,Modify Cloud Computer Infrastructure: Create Cloud Instance
167,[],action.hacking.variety.Abuse of functionality,,T1578.003,167,[],167,,Modify Cloud Computer Infrastructure: Delete Cloud Instance
168,[],action.hacking.variety.Abuse of functionality,,T1578.004,168,[],168,,Modify Cloud Computer Infrastructure: Revert Cloud Instance
169,[],action.hacking.variety.Abuse of functionality,,T1609,169,[],169,,Container Administration Command
170,[],action.hacking.variety.Backdoor,,T1098,170,[],170,,Account Manipulation
171,[],action.hacking.vector.Backdoor,,T1098,171,[],171,,Account Manipulation
172,[],action.malware.variety.Backdoor,,T1098,172,[],172,,Account Manipulation
173,[],action.malware.variety.Backdoor or C2,,T1098,173,[],173,,Account Manipulation
174,[],attribute.integrity.variety.Modify privileges,,T1098,174,[],174,,Account Manipulation
175,[],action.hacking.variety.Backdoor,,T1037,175,[],175,,Boot or Logon Initialization Scripts
176,[],action.hacking.vector.Backdoor,,T1037,176,[],176,,Boot or Logon Initialization Scripts
177,[],action.malware.variety.Backdoor,,T1037,177,[],177,,Boot or Logon Initialization Scripts
178,[],action.malware.variety.Backdoor or C2,,T1037,178,[],178,,Boot or Logon Initialization Scripts
179,[],attribute.integrity.variety.Modify configuration,,T1037,179,[],179,,Boot or Logon Initialization Scripts
180,[],action.hacking.variety.Backdoor,,T1554,180,[],180,,Compromise Client Software Binary
181,[],action.hacking.vector.Backdoor,,T1554,181,[],181,,Compromise Client Software Binary
182,[],action.malware.variety.Adminware,,T1554,182,[],182,,Compromise Client Software Binary
183,[],action.malware.variety.Backdoor,,T1554,183,[],183,,Compromise Client Software Binary
184,[],action.malware.variety.Backdoor or C2,,T1554,184,[],184,,Compromise Client Software Binary
185,[],action.malware.variety.Trojan,,T1554,185,[],185,,Compromise Client Software Binary
186,[],action.hacking.variety.Backdoor,,T1136,186,[],186,,Create Accounts
187,[],action.hacking.vector.Backdoor,,T1136,187,[],187,,Create Accounts
188,[],action.malware.variety.Modify data,,T1136,188,[],188,,Create Accounts
189,[],attribute.integrity.variety.Created account,,T1136,189,[],189,,Create Accounts
190,[],action.hacking.variety.Backdoor,,T1546,190,[],190,,Event Triggered Execution
191,[],action.hacking.variety.XML injection,,T1546,191,[],191,,Event Triggered Execution
192,[],action.hacking.vector.Backdoor,,T1546,192,[],192,,Event Triggered Execution
193,[],action.malware.variety.Backdoor,,T1546,193,[],193,,Event Triggered Execution
194,[],action.malware.variety.Backdoor or C2,,T1546,194,[],194,,Event Triggered Execution
195,[],attribute.integrity.variety.Alter behavior,,T1546,195,[],195,,Event Triggered Execution
196,[],action.hacking.variety.Backdoor,,T1133,196,[],196,,External Remote Services
197,[],action.hacking.variety.Use of stolen creds,,T1133,197,[],197,,External Remote Services
198,[],action.hacking.vector.3rd party desktop,,T1133,198,[],198,,External Remote Services
199,[],action.hacking.vector.Backdoor,,T1133,199,[],199,,External Remote Services
200,[],action.hacking.vector.Desktop sharing software,,T1133,200,[],200,,External Remote Services
201,[],action.hacking.vector.VPN,,T1133,201,[],201,,External Remote Services
202,[],action.malware.variety.Backdoor,,T1133,202,[],202,,External Remote Services
203,[],action.malware.variety.Backdoor or C2,,T1133,203,[],203,,External Remote Services
204,[],action.malware.vector.Remote injection,,T1133,204,[],204,,External Remote Services
205,[],action.malware.vector.Web application,,T1133,205,[],205,,External Remote Services
206,[],action.hacking.variety.Backdoor,,T1525,206,[],206,,Implant Internal Image
207,[],action.hacking.vector.Backdoor,,T1525,207,[],207,,Implant Internal Image
208,[],action.malware.variety.Backdoor,,T1525,208,[],208,,Implant Internal Image
209,[],action.malware.variety.Backdoor or C2,,T1525,209,[],209,,Implant Internal Image
210,[],action.malware.variety.RAT,,T1525,210,[],210,,Implant Internal Image
211,[],action.malware.variety.Unknown,,T1525,211,[],211,,Implant Internal Image
212,[],action.hacking.variety.Backdoor,,T1556,212,[],212,,Modify Authentication Process
213,[],action.hacking.vector.Backdoor,,T1556,213,[],213,,Modify Authentication Process
214,[],attribute.integrity.variety.Modify configuration,,T1556,214,[],214,,Modify Authentication Process
215,[],attribute.integrity.variety.Modify privileges,,T1556,215,[],215,,Modify Authentication Process
216,[],action.hacking.variety.Backdoor,,T1078,216,[],216,,Valid Accounts
217,[],action.hacking.variety.Use of stolen creds,,T1078,217,[],217,,Valid Accounts
218,[],action.hacking.vector.Backdoor,,T1078,218,[],218,,Valid Accounts
219,[],action.hacking.variety.Brute force,,T1110,219,[],219,,Brute Force
220,[],action.malware.variety.Brute force,,T1110,220,[],220,,Brute Force
221,[],action.hacking.variety.Brute force,,T1110.001,221,[],221,,Brute Force: Password Guessing
222,[],action.malware.variety.Brute force,,T1110.001,222,[],222,,Brute Force: Password Guessing
223,[],action.hacking.variety.Brute force,,T1110.002,223,[],223,,Brute Force: Password Cracking
224,[],action.hacking.variety.Offline cracking,,T1110.002,224,[],224,,Brute Force: Password Cracking
225,[],action.malware.variety.Brute force,,T1110.002,225,[],225,,Brute Force: Password Cracking
226,[],action.hacking.variety.Brute force,,T1110.003,226,[],226,,Brute Force: Password Spraying
227,[],action.malware.variety.Brute force,,T1110.003,227,[],227,,Brute Force: Password Spraying
228,[],action.hacking.variety.Brute force,,T1110.004,228,[],228,,Brute Force: Credential Stuffing
229,[],action.malware.variety.Brute force,,T1110.004,229,[],229,,Brute Force: Credential Stuffing
230,[],action.hacking.variety.Buffer overflow,,T1203,230,[],230,,Exploitation for Client Execution
231,[],action.hacking.variety.HTTP request smuggling,,T1203,231,[],231,,Exploitation for Client Execution
232,[],action.hacking.variety.HTTP request splitting,,T1203,232,[],232,,Exploitation for Client Execution
233,[],action.hacking.variety.HTTP response smuggling,,T1203,233,[],233,,Exploitation for Client Execution
234,[],action.hacking.variety.HTTP response splitting,,T1203,234,[],234,,Exploitation for Client Execution
235,[],action.malware.variety.Client-side attack,,T1203,235,[],235,,Exploitation for Client Execution
236,[],action.malware.vector.Email attachment,,T1203,236,[],236,,Exploitation for Client Execution
237,[],action.hacking.variety.Cache poisoning,,T1557.002,237,[],237,,Adversary-in-the-Middle: ARP Cache Poisoning
238,[],action.hacking.variety.MitM,,T1557.002,238,[],238,,Adversary-in-the-Middle: ARP Cache Poisoning
239,[],action.malware.variety.MitM,,T1557.002,239,[],239,,Adversary-in-the-Middle: ARP Cache Poisoning
240,[],action.hacking.variety.Cryptanalysis,,T1600,240,[],240,,Weaken Encryption
241,[],action.malware.variety.Disable controls,,T1600,241,[],241,,Weaken Encryption
242,[],action.hacking.variety.Disable controls,,T1562,242,[],242,,Impair Defenses
243,[],action.hacking.variety.Evade Defenses,,T1562,243,[],243,,Impair Defenses
244,[],action.malware.variety.Disable controls,,T1562,244,[],244,,Impair Defenses
245,[],action.malware.variety.Evade Defenses,,T1562,245,[],245,,Impair Defenses
246,[],action.malware.variety.Modify data,,T1562,246,[],246,,Impair Defenses
247,[],action.social.variety.Evade Defenses,,T1562,247,[],247,,Impair Defenses
248,[],action.hacking.variety.Disable controls,,T1562.001,248,[],248,,Disable or Modify Tools
249,[],action.malware.variety.Disable controls,,T1562.001,249,[],249,,Disable or Modify Tools
250,[],action.hacking.variety.Disable controls,,T1562.002,250,[],250,,Disable Windows Event Logging
251,[],action.malware.variety.Disable controls,,T1562.002,251,[],251,,Disable Windows Event Logging
252,[],action.hacking.variety.Disable controls,,T1562.003,252,[],252,,Impair Command History Logging
253,[],action.malware.variety.Disable controls,,T1562.003,253,[],253,,Impair Command History Logging
254,[],action.hacking.variety.Disable controls,,T1562.004,254,[],254,,Disable or Modify System Firewall
255,[],action.malware.variety.Disable controls,,T1562.004,255,[],255,,Disable or Modify System Firewall
256,[],action.hacking.variety.Disable controls,,T1562.007,256,[],256,,Disable or Modify Cloud Firewall
257,[],action.malware.variety.Disable controls,,T1562.007,257,[],257,,Disable or Modify Cloud Firewall
258,[],action.hacking.variety.Disable controls,,T1562.008,258,[],258,,Disable Cloud Logs
259,[],action.malware.variety.Disable controls,,T1562.008,259,[],259,,Disable Cloud Logs
260,[],action.hacking.variety.Disable controls,,T1489,260,[],260,,Service Stop
261,[],action.malware.variety.DoS,,T1489,261,[],261,,Service Stop
262,[],attribute.availability.variety.Interruption,,T1489,262,[],262,,Service Stop
263,[],action.hacking.variety.DoS,,T1498,263,[],263,,Network Denial of Service
264,[],action.malware.variety.DoS,,T1498,264,[],264,,Network Denial of Service
265,[],attribute.availability.variety.Degradation,,T1498,265,[],265,,Network Denial of Service
266,[],attribute.availability.variety.Loss,,T1498,266,[],266,,Network Denial of Service
267,[],action.hacking.variety.DoS,,T1498.001,267,[],267,,Network Denial of Service: Direct Network Flood
268,[],action.malware.variety.DoS,,T1498.001,268,[],268,,Network Denial of Service: Direct Network Flood
269,[],attribute.availability.variety.Degradation,,T1498.001,269,[],269,,Network Denial of Service: Direct Network Flood
270,[],attribute.availability.variety.Loss,,T1498.001,270,[],270,,Network Denial of Service: Direct Network Flood
271,[],action.hacking.variety.DoS,,T1498.002,271,[],271,,Network Denial of Service: Reflection Amplification
272,[],action.malware.variety.DoS,,T1498.002,272,[],272,,Network Denial of Service: Reflection Amplification
273,[],attribute.availability.variety.Degradation,,T1498.002,273,[],273,,Network Denial of Service: Reflection Amplification
274,[],attribute.availability.variety.Loss,,T1498.002,274,[],274,,Network Denial of Service: Reflection Amplification
275,[],action.hacking.variety.DoS,,T1499,275,[],275,,Endpoint Denial of Service
276,[],action.hacking.variety.Soap array abuse,,T1499,276,[],276,,Endpoint Denial of Service
277,[],action.hacking.variety.XML external entities,,T1499,277,[],277,,Endpoint Denial of Service
278,[],action.malware.variety.DoS,,T1499,278,[],278,,Endpoint Denial of Service
279,[],attribute.availability.variety.Degradation,,T1499,279,[],279,,Endpoint Denial of Service
280,[],attribute.availability.variety.Loss,,T1499,280,[],280,,Endpoint Denial of Service
281,[],action.hacking.variety.DoS,,T1499.001,281,[],281,,Endpoint Denial of Service: OS Exhaustion Flood
282,[],action.malware.variety.DoS,,T1499.001,282,[],282,,Endpoint Denial of Service: OS Exhaustion Flood
283,[],attribute.availability.variety.Degradation,,T1499.001,283,[],283,,Endpoint Denial of Service: OS Exhaustion Flood
284,[],attribute.availability.variety.Loss,,T1499.001,284,[],284,,Endpoint Denial of Service: OS Exhaustion Flood
285,[],action.hacking.variety.DoS,,T1499.002,285,[],285,,Endpoint Denial of Service: Service Exhaustion Flood
286,[],action.malware.variety.DoS,,T1499.002,286,[],286,,Endpoint Denial of Service: Service Exhaustion Flood
287,[],attribute.availability.variety.Degradation,,T1499.002,287,[],287,,Endpoint Denial of Service: Service Exhaustion Flood
288,[],attribute.availability.variety.Loss,,T1499.002,288,[],288,,Endpoint Denial of Service: Service Exhaustion Flood
289,[],action.hacking.variety.DoS,,T1499.003,289,[],289,,Endpoint Denial of Service: Application Exhaustion Flood
290,[],action.malware.variety.DoS,,T1499.003,290,[],290,,Endpoint Denial of Service: Application Exhaustion Flood
