,relationship-type,veris-path,attack-object-key
145,related-to,value_chain.targeting.variety.Unknown,145
146,related-to,action.malware.variety.Rootkit,146
147,related-to,action.social.variety.Evade Defenses,147
148,related-to,action.malware.variety.Worm,148
149,related-to,action.social.variety.Other,149
150,related-to,action.social.vector.Removable media,150
151,related-to,action.malware.vector.Download by malware,151
152,related-to,action.malware.vector.Email attachment,152
153,related-to,action.social.vector.Documents,153
154,related-to,action.social.vector.Email,154
155,related-to,action.malware.vector.Email attachment,155
156,related-to,action.social.variety.Phishing,156
157,related-to,action.social.vector.Email,157
158,related-to,value_chain.distribution.variety.Email,158
159,related-to,value_chain.targeting.variety.Email addresses,159
160,related-to,action.malware.vector.Partner,160
161,related-to,action.social.variety.Other,161
162,related-to,action.social.vector.Software,162
163,related-to,attribute.integrity.variety.Hardware tampering,163
164,related-to,value_chain.distribution.variety.Partner,164
165,related-to,value_chain.targeting.variety.Partner,165
166,related-to,action.social.variety.Evade Defenses,166
167,related-to,action.social.variety.Evade Defenses,167
168,related-to,attribute.integrity.variety.Misrepresentation,168
169,related-to,attribute.integrity.variety.Modify data,169
170,related-to,action.social.variety.Other,170
171,related-to,action.social.vector.Other,171
172,related-to,attribute.availability.variety.Interruption,172
173,related-to,attribute.integrity.variety.Alter behavior,173
174,related-to,attribute.integrity.variety.Modify configuration,174
175,related-to,attribute.integrity.variety.Modify data,175
176,related-to,attribute.integrity.variety.Modify configuration,176
177,related-to,attribute.integrity.variety.Modify data,177
178,related-to,attribute.integrity.variety.Modify configuration,178
179,related-to,attribute.integrity.variety.Modify data,179
180,related-to,attribute.integrity.variety.Modify configuration,180
181,related-to,attribute.integrity.variety.Modify data,181
182,related-to,attribute.availability.variety.Loss,182
183,related-to,attribute.availability.variety.Loss,183
184,related-to,attribute.availability.variety.Loss,184
185,related-to,attribute.availability.variety.Loss,185
186,related-to,attribute.availability.variety.Loss,186
187,related-to,attribute.availability.variety.Loss,187
188,related-to,attribute.availability.variety.Loss,188
