,relationship-type,veris-path,attack-object-key
52,related-to,action.hacking.variety.Abuse of functionality,52
53,related-to,action.hacking.variety.MitM,53
54,related-to,"attribute.confidentiality."""".data_disclosure",54
55,related-to,action.hacking.variety.Abuse of functionality,55
56,related-to,action.hacking.variety.Abuse of functionality,56
57,related-to,action.hacking.variety.Abuse of functionality,57
58,related-to,action.hacking.variety.Abuse of functionality,58
59,related-to,action.hacking.variety.Abuse of functionality,59
60,related-to,action.hacking.variety.Abuse of functionality,60
61,related-to,action.hacking.variety.Abuse of functionality,61
62,related-to,action.hacking.variety.Abuse of functionality,62
63,related-to,action.hacking.variety.Abuse of functionality,63
64,related-to,action.hacking.variety.Abuse of functionality,64
65,related-to,action.hacking.variety.Abuse of functionality,65
66,related-to,action.hacking.variety.Abuse of functionality,66
67,related-to,action.hacking.variety.Abuse of functionality,67
68,related-to,action.hacking.variety.Abuse of functionality,68
69,related-to,action.hacking.variety.Abuse of functionality,69
70,related-to,action.hacking.variety.Abuse of functionality,70
71,related-to,action.hacking.variety.Abuse of functionality,71
72,related-to,action.hacking.variety.Abuse of functionality,72
73,related-to,action.hacking.variety.Abuse of functionality,73
74,related-to,action.malware.variety.Backdoor,74
75,related-to,action.malware.variety.Backdoor or C2,75
76,related-to,action.hacking.variety.Abuse of functionality,76
77,related-to,action.malware.variety.Backdoor,77
78,related-to,action.malware.variety.Backdoor or C2,78
79,related-to,action.hacking.variety.Abuse of functionality,79
80,related-to,attribute.availability.variety.Interruption,80
81,related-to,action.hacking.variety.Abuse of functionality,81
82,related-to,action.hacking.variety.Backdoor,82
83,related-to,action.hacking.vector.Backdoor,83
84,related-to,action.malware.variety.Backdoor,84
85,related-to,action.malware.variety.Backdoor or C2,85
86,related-to,action.malware.variety.Rootkit,86
87,related-to,attribute.integrity.variety.Software installation,87
88,related-to,action.hacking.variety.Abuse of functionality,88
89,related-to,attribute.integrity.variety.Software installation,89
90,related-to,action.hacking.variety.Abuse of functionality,90
91,related-to,attribute.integrity.variety.Software installation,91
92,related-to,action.hacking.variety.Abuse of functionality,92
93,related-to,action.malware.variety.RAT,93
94,related-to,attribute.integrity.variety.Software installation,94
95,related-to,action.hacking.variety.Abuse of functionality,95
96,related-to,attribute.integrity.variety.Software installation,96
97,related-to,action.hacking.variety.Abuse of functionality,97
98,related-to,action.hacking.variety.Backdoor,98
99,related-to,action.hacking.vector.Backdoor,99
100,related-to,action.malware.variety.Backdoor,100
101,related-to,action.malware.variety.Backdoor or C2,101
102,related-to,attribute.integrity.variety.Modify configuration,102
103,related-to,action.hacking.variety.Abuse of functionality,103
104,related-to,action.hacking.variety.Abuse of functionality,104
105,related-to,action.hacking.variety.Abuse of functionality,105
106,related-to,action.hacking.variety.Exploit misconfig,106
107,related-to,action.malware.variety.Exploit misconfig,107
108,related-to,action.hacking.variety.Abuse of functionality,108
109,related-to,action.hacking.variety.Exploit misconfig,109
110,related-to,action.malware.variety.Client-side attack,110
111,related-to,action.hacking.variety.Abuse of functionality,111
112,related-to,action.hacking.variety.Exploit misconfig,112
113,related-to,action.hacking.variety.Abuse of functionality,113
114,related-to,action.hacking.variety.Abuse of functionality,114
115,related-to,action.hacking.variety.Abuse of functionality,115
116,related-to,action.hacking.variety.Abuse of functionality,116
117,related-to,action.hacking.variety.Hijack,117
118,related-to,action.malware.vector.Network propagation,118
119,related-to,action.hacking.variety.Abuse of functionality,119
120,related-to,action.hacking.variety.Hijack,120
121,related-to,action.malware.vector.Network propagation,121
122,related-to,action.hacking.variety.Abuse of functionality,122
123,related-to,action.hacking.variety.Hijack,123
124,related-to,action.malware.vector.Network propagation,124
125,related-to,action.hacking.variety.Abuse of functionality,125
126,related-to,action.hacking.variety.Evade Defenses,126
127,related-to,action.malware.variety.Evade Defenses,127
128,related-to,action.social.variety.Evade Defenses,128
129,related-to,action.hacking.variety.Abuse of functionality,129
130,related-to,action.hacking.variety.Evade Defenses,130
131,related-to,action.malware.variety.Evade Defenses,131
132,related-to,action.social.variety.Evade Defenses,132
133,related-to,action.hacking.variety.Abuse of functionality,133
134,related-to,action.hacking.variety.Evade Defenses,134
135,related-to,action.malware.variety.Evade Defenses,135
136,related-to,action.social.variety.Evade Defenses,136
137,related-to,action.hacking.variety.Abuse of functionality,137
138,related-to,action.hacking.variety.Evade Defenses,138
139,related-to,action.malware.variety.Evade Defenses,139
140,related-to,action.social.variety.Evade Defenses,140
141,related-to,action.hacking.variety.Abuse of functionality,141
142,related-to,action.hacking.variety.Evade Defenses,142
143,related-to,action.malware.variety.Evade Defenses,143
144,related-to,action.social.variety.Evade Defenses,144
145,related-to,action.hacking.variety.Abuse of functionality,145
146,related-to,action.hacking.variety.Evade Defenses,146
147,related-to,action.malware.variety.Evade Defenses,147
148,related-to,action.social.variety.Evade Defenses,148
149,related-to,action.hacking.variety.Abuse of functionality,149
150,related-to,action.hacking.variety.Evade Defenses,150
151,related-to,action.malware.variety.Evade Defenses,151
152,related-to,action.social.variety.Evade Defenses,152
153,related-to,action.hacking.variety.Abuse of functionality,153
154,related-to,action.hacking.variety.Evade Defenses,154
155,related-to,action.malware.variety.Evade Defenses,155
156,related-to,action.malware.variety.Trojan,156
157,related-to,action.social.variety.Evade Defenses,157
158,related-to,action.hacking.variety.Abuse of functionality,158
159,related-to,action.hacking.variety.Abuse of functionality,159
160,related-to,action.hacking.variety.Abuse of functionality,160
161,related-to,action.malware.vector.Direct install,161
162,related-to,action.hacking.variety.Abuse of functionality,162
163,related-to,action.hacking.vector.Hypervisor,163
164,related-to,action.hacking.vector.Inter-tenant,164
165,related-to,action.hacking.variety.Abuse of functionality,165
166,related-to,action.hacking.variety.Abuse of functionality,166
167,related-to,action.hacking.variety.Abuse of functionality,167
168,related-to,action.hacking.variety.Abuse of functionality,168
169,related-to,action.hacking.variety.Abuse of functionality,169
170,related-to,action.hacking.variety.Backdoor,170
171,related-to,action.hacking.vector.Backdoor,171
172,related-to,action.malware.variety.Backdoor,172
173,related-to,action.malware.variety.Backdoor or C2,173
174,related-to,attribute.integrity.variety.Modify privileges,174
175,related-to,action.hacking.variety.Backdoor,175
176,related-to,action.hacking.vector.Backdoor,176
177,related-to,action.malware.variety.Backdoor,177
178,related-to,action.malware.variety.Backdoor or C2,178
179,related-to,attribute.integrity.variety.Modify configuration,179
180,related-to,action.hacking.variety.Backdoor,180
181,related-to,action.hacking.vector.Backdoor,181
182,related-to,action.malware.variety.Adminware,182
183,related-to,action.malware.variety.Backdoor,183
184,related-to,action.malware.variety.Backdoor or C2,184
185,related-to,action.malware.variety.Trojan,185
186,related-to,action.hacking.variety.Backdoor,186
187,related-to,action.hacking.vector.Backdoor,187
188,related-to,action.malware.variety.Modify data,188
189,related-to,attribute.integrity.variety.Created account,189
190,related-to,action.hacking.variety.Backdoor,190
191,related-to,action.hacking.variety.XML injection,191
192,related-to,action.hacking.vector.Backdoor,192
193,related-to,action.malware.variety.Backdoor,193
194,related-to,action.malware.variety.Backdoor or C2,194
195,related-to,attribute.integrity.variety.Alter behavior,195
196,related-to,action.hacking.variety.Backdoor,196
197,related-to,action.hacking.variety.Use of stolen creds,197
198,related-to,action.hacking.vector.3rd party desktop,198
199,related-to,action.hacking.vector.Backdoor,199
200,related-to,action.hacking.vector.Desktop sharing software,200
201,related-to,action.hacking.vector.VPN,201
202,related-to,action.malware.variety.Backdoor,202
203,related-to,action.malware.variety.Backdoor or C2,203
204,related-to,action.malware.vector.Remote injection,204
205,related-to,action.malware.vector.Web application,205
206,related-to,action.hacking.variety.Backdoor,206
207,related-to,action.hacking.vector.Backdoor,207
208,related-to,action.malware.variety.Backdoor,208
209,related-to,action.malware.variety.Backdoor or C2,209
210,related-to,action.malware.variety.RAT,210
211,related-to,action.malware.variety.Unknown,211
212,related-to,action.hacking.variety.Backdoor,212
213,related-to,action.hacking.vector.Backdoor,213
214,related-to,attribute.integrity.variety.Modify configuration,214
215,related-to,attribute.integrity.variety.Modify privileges,215
216,related-to,action.hacking.variety.Backdoor,216
217,related-to,action.hacking.variety.Use of stolen creds,217
218,related-to,action.hacking.vector.Backdoor,218
219,related-to,action.hacking.variety.Brute force,219
220,related-to,action.malware.variety.Brute force,220
221,related-to,action.hacking.variety.Brute force,221
222,related-to,action.malware.variety.Brute force,222
223,related-to,action.hacking.variety.Brute force,223
224,related-to,action.hacking.variety.Offline cracking,224
225,related-to,action.malware.variety.Brute force,225
226,related-to,action.hacking.variety.Brute force,226
227,related-to,action.malware.variety.Brute force,227
228,related-to,action.hacking.variety.Brute force,228
229,related-to,action.malware.variety.Brute force,229
230,related-to,action.hacking.variety.Buffer overflow,230
231,related-to,action.hacking.variety.HTTP request smuggling,231
232,related-to,action.hacking.variety.HTTP request splitting,232
233,related-to,action.hacking.variety.HTTP response smuggling,233
234,related-to,action.hacking.variety.HTTP response splitting,234
235,related-to,action.malware.variety.Client-side attack,235
236,related-to,action.malware.vector.Email attachment,236
237,related-to,action.hacking.variety.Cache poisoning,237
238,related-to,action.hacking.variety.MitM,238
239,related-to,action.malware.variety.MitM,239
240,related-to,action.hacking.variety.Cryptanalysis,240
241,related-to,action.malware.variety.Disable controls,241
242,related-to,action.hacking.variety.Disable controls,242
243,related-to,action.hacking.variety.Evade Defenses,243
244,related-to,action.malware.variety.Disable controls,244
245,related-to,action.malware.variety.Evade Defenses,245
246,related-to,action.malware.variety.Modify data,246
247,related-to,action.social.variety.Evade Defenses,247
248,related-to,action.hacking.variety.Disable controls,248
249,related-to,action.malware.variety.Disable controls,249
250,related-to,action.hacking.variety.Disable controls,250
251,related-to,action.malware.variety.Disable controls,251
252,related-to,action.hacking.variety.Disable controls,252
253,related-to,action.malware.variety.Disable controls,253
254,related-to,action.hacking.variety.Disable controls,254
255,related-to,action.malware.variety.Disable controls,255
256,related-to,action.hacking.variety.Disable controls,256
257,related-to,action.malware.variety.Disable controls,257
258,related-to,action.hacking.variety.Disable controls,258
259,related-to,action.malware.variety.Disable controls,259
260,related-to,action.hacking.variety.Disable controls,260
261,related-to,action.malware.variety.DoS,261
262,related-to,attribute.availability.variety.Interruption,262
263,related-to,action.hacking.variety.DoS,263
264,related-to,action.malware.variety.DoS,264
265,related-to,attribute.availability.variety.Degradation,265
266,related-to,attribute.availability.variety.Loss,266
267,related-to,action.hacking.variety.DoS,267
268,related-to,action.malware.variety.DoS,268
269,related-to,attribute.availability.variety.Degradation,269
270,related-to,attribute.availability.variety.Loss,270
271,related-to,action.hacking.variety.DoS,271
272,related-to,action.malware.variety.DoS,272
273,related-to,attribute.availability.variety.Degradation,273
274,related-to,attribute.availability.variety.Loss,274
275,related-to,action.hacking.variety.DoS,275
276,related-to,action.hacking.variety.Soap array abuse,276
277,related-to,action.hacking.variety.XML external entities,277
278,related-to,action.malware.variety.DoS,278
279,related-to,attribute.availability.variety.Degradation,279
280,related-to,attribute.availability.variety.Loss,280
281,related-to,action.hacking.variety.DoS,281
282,related-to,action.malware.variety.DoS,282
283,related-to,attribute.availability.variety.Degradation,283
284,related-to,attribute.availability.variety.Loss,284
285,related-to,action.hacking.variety.DoS,285
286,related-to,action.malware.variety.DoS,286
287,related-to,attribute.availability.variety.Degradation,287
288,related-to,attribute.availability.variety.Loss,288
289,related-to,action.hacking.variety.DoS,289
290,related-to,action.malware.variety.DoS,290
291,related-to,attribute.availability.variety.Degradation,291
292,related-to,attribute.availability.variety.Loss,292
293,related-to,action.hacking.variety.DoS,293
294,related-to,action.malware.variety.DoS,294
295,related-to,attribute.availability.variety.Degradation,295
296,related-to,attribute.availability.variety.Loss,296
297,related-to,action.hacking.variety.DoS,297
298,related-to,action.hacking.variety.Unknown,298
299,related-to,value_chain.development.variety.Bot,299
300,related-to,action.hacking.variety.DoS,300
301,related-to,action.hacking.variety.Unknown,301
302,related-to,action.hacking.variety.Evade Defenses,302
303,related-to,action.malware.variety.Evade Defenses,303
304,related-to,action.social.variety.Evade Defenses,304
305,related-to,action.hacking.variety.Evade Defenses,305
306,related-to,action.malware.variety.Evade Defenses,306
307,related-to,action.social.variety.Evade Defenses,307
308,related-to,action.hacking.variety.Evade Defenses,308
309,related-to,action.malware.variety.Disable controls,309
310,related-to,action.malware.variety.Evade Defenses,310
311,related-to,action.malware.vector.Email attachment,311
312,related-to,action.social.variety.Evade Defenses,312
313,related-to,action.hacking.variety.Evade Defenses,313
314,related-to,action.malware.variety.Evade Defenses,314
315,related-to,action.malware.variety.Rootkit,315
316,related-to,action.social.variety.Evade Defenses,316
317,related-to,action.hacking.variety.Evade Defenses,317
318,related-to,action.malware.variety.Disable controls,318
319,related-to,action.malware.variety.Evade Defenses,319
320,related-to,action.social.variety.Evade Defenses,320
321,related-to,action.hacking.variety.Evade Defenses,321
322,related-to,action.malware.variety.Unknown,322
323,related-to,action.hacking.variety.Evade Defenses,323
324,related-to,action.malware.variety.Backdoor or C2,324
325,related-to,action.malware.variety.C2,325
326,related-to,action.malware.variety.Unknown,326
327,related-to,action.hacking.variety.Evade Defenses,327
328,related-to,action.malware.variety.Unknown,328
329,related-to,action.hacking.variety.Evade Defenses,329
330,related-to,action.malware.variety.Unknown,330
331,related-to,action.hacking.variety.Evade Defenses,331
332,related-to,action.hacking.vector.Other network service,332
333,related-to,action.malware.variety.Backdoor or C2,333
334,related-to,action.malware.variety.C2,334
335,related-to,action.malware.variety.Unknown,335
336,related-to,action.hacking.variety.Evade Defenses,336
337,related-to,action.malware.variety.Backdoor or C2,337
338,related-to,action.malware.variety.C2,338
339,related-to,action.hacking.variety.Evade Defenses,339
340,related-to,action.malware.variety.Backdoor or C2,340
341,related-to,action.malware.variety.C2,341
342,related-to,action.hacking.variety.Evade Defenses,342
343,related-to,action.malware.variety.Backdoor or C2,343
344,related-to,action.malware.variety.C2,344
345,related-to,action.hacking.variety.Evade Defenses,345
346,related-to,action.hacking.vector.Other network service,346
347,related-to,action.malware.variety.Backdoor or C2,347
348,related-to,action.malware.variety.C2,348
349,related-to,action.malware.vector.Download by malware,349
350,related-to,action.hacking.variety.Evade Defenses,350
351,related-to,action.malware.variety.Backdoor or C2,351
352,related-to,action.malware.variety.C2,352
353,related-to,action.hacking.variety.Evade Defenses,353
354,related-to,action.malware.variety.Backdoor or C2,354
355,related-to,action.malware.variety.C2,355
356,related-to,action.hacking.variety.Evade Defenses,356
357,related-to,action.malware.variety.Backdoor or C2,357
358,related-to,action.malware.variety.C2,358
359,related-to,action.hacking.variety.Evade Defenses,359
360,related-to,action.hacking.vector.Other network service,360
361,related-to,action.malware.variety.Backdoor or C2,361
362,related-to,action.malware.variety.C2,362
363,related-to,action.hacking.variety.Evade Defenses,363
364,related-to,action.malware.variety.Backdoor or C2,364
365,related-to,action.malware.variety.C2,365
366,related-to,action.hacking.variety.Evade Defenses,366
367,related-to,action.malware.variety.Backdoor or C2,367
368,related-to,action.malware.variety.C2,368
369,related-to,action.hacking.variety.Evade Defenses,369
370,related-to,action.hacking.vector.Other network service,370
371,related-to,action.malware.variety.Backdoor or C2,371
372,related-to,action.malware.variety.C2,372
373,related-to,action.hacking.variety.Evade Defenses,373
374,related-to,action.hacking.vector.Other network service,374
375,related-to,action.malware.variety.Backdoor or C2,375
376,related-to,action.malware.variety.C2,376
377,related-to,action.hacking.variety.Evade Defenses,377
378,related-to,action.hacking.vector.Other network service,378
379,related-to,action.malware.variety.Backdoor or C2,379
380,related-to,action.malware.variety.C2,380
381,related-to,action.hacking.variety.Evade Defenses,381
382,related-to,action.hacking.vector.Other network service,382
383,related-to,action.malware.variety.Backdoor or C2,383
384,related-to,action.malware.variety.C2,384
385,related-to,action.hacking.variety.Evade Defenses,385
386,related-to,action.malware.variety.Backdoor or C2,386
387,related-to,action.malware.variety.C2,387
388,related-to,action.hacking.variety.Evade Defenses,388
389,related-to,action.malware.variety.Backdoor,389
390,related-to,action.malware.variety.Backdoor or C2,390
391,related-to,action.malware.variety.C2,391
392,related-to,action.hacking.variety.Evade Defenses,392
393,related-to,action.hacking.variety.Evade Defenses,393
394,related-to,action.hacking.vector.Other network service,394
395,related-to,action.malware.variety.Backdoor or C2,395
396,related-to,action.malware.variety.C2,396
397,related-to,action.hacking.variety.Exploit misconfig,397
398,related-to,action.hacking.variety.Exploit vuln,398
399,related-to,action.hacking.variety.Format string attack,399
400,related-to,action.hacking.variety.Fuzz testing,400
401,related-to,action.hacking.variety.Insecure deserialization,401
402,related-to,action.hacking.variety.Integer overflows,402
403,related-to,action.hacking.variety.LDAP injection,403
404,related-to,action.malware.variety.Exploit misconfig,404
405,related-to,action.hacking.variety.Exploit misconfig,405
406,related-to,action.hacking.variety.SQLi,406
407,related-to,action.hacking.variety.Exploit misconfig,407
408,related-to,action.hacking.variety.Exploit vuln,408
409,related-to,action.hacking.variety.Session fixation,409
410,related-to,action.malware.variety.Disable controls,410
411,related-to,action.malware.variety.Password dumper,411
412,related-to,action.malware.vector.Web application - drive-by,412
413,related-to,"attribute.confidentiality."""".data_disclosure",413
414,related-to,action.hacking.variety.Exploit misconfig,414
415,related-to,action.hacking.variety.Use of stolen creds,415
416,related-to,action.malware.variety.Exploit misconfig,416
417,related-to,action.hacking.variety.Exploit misconfig,417
418,related-to,action.hacking.variety.Exploit vuln,418
419,related-to,action.hacking.variety.Hijack,419
420,related-to,action.hacking.variety.Unknown,420
421,related-to,action.hacking.variety.Exploit misconfig,421
422,related-to,action.hacking.variety.Exploit vuln,422
423,related-to,action.hacking.variety.Hijack,423
424,related-to,action.hacking.variety.Unknown,424
425,related-to,action.hacking.variety.Exploit misconfig,425
426,related-to,action.hacking.variety.Hijack,426
427,related-to,action.hacking.variety.Unknown,427
428,related-to,action.hacking.variety.Exploit misconfig,428
429,related-to,action.hacking.variety.Exploit misconfig,429
430,related-to,action.hacking.variety.Exploit vuln,430
431,related-to,action.hacking.variety.Hijack,431
432,related-to,action.hacking.variety.Unknown,432
433,related-to,action.hacking.variety.Exploit vuln,433
434,related-to,action.malware.variety.Scan network,434
435,related-to,action.hacking.variety.Forced browsing,435
436,related-to,action.hacking.variety.MitM,436
437,related-to,action.hacking.variety.Session replay,437
438,related-to,action.malware.variety.Capture app data,438
439,related-to,action.hacking.variety.Forced browsing,439
440,related-to,action.hacking.variety.Unknown,440
441,related-to,action.hacking.variety.Forced browsing,441
442,related-to,action.hacking.variety.Unknown,442
443,related-to,action.hacking.variety.Forced browsing,443
444,related-to,action.hacking.variety.Unknown,444
445,related-to,action.malware.variety.Backdoor or C2,445
446,related-to,action.malware.variety.C2,446
447,related-to,value_chain.development.variety.Website,447
448,related-to,action.hacking.variety.HTTP request smuggling,448
449,related-to,action.hacking.variety.HTTP request splitting,449
450,related-to,action.hacking.variety.HTTP response smuggling,450
451,related-to,action.hacking.variety.HTTP response splitting,451
452,related-to,action.hacking.variety.Hijack,452
453,related-to,action.hacking.variety.MitM,453
454,related-to,action.hacking.variety.Session fixation,454
455,related-to,action.malware.variety.Capture app data,455
456,related-to,action.hacking.variety.Hijack,456
457,related-to,action.malware.variety.Click fraud,457
458,related-to,action.malware.variety.Click fraud and cryptocurrency mining,458
459,related-to,action.malware.variety.Cryptocurrency mining,459
460,related-to,attribute.availability.variety.Degradation,460
461,related-to,action.hacking.variety.Hijack,461
462,related-to,action.hacking.variety.Unknown,462
463,related-to,action.hacking.variety.XML injection,463
464,related-to,action.hacking.variety.MitM,464
465,related-to,action.hacking.variety.Routing detour,465
466,related-to,action.malware.variety.MitM,466
467,related-to,"attribute.confidentiality."""".data_disclosure",467
468,related-to,action.hacking.variety.MitM,468
469,related-to,action.malware.variety.MitM,469
470,related-to,action.hacking.variety.Null byte injection,470
471,related-to,action.malware.variety.Disable controls,471
472,related-to,action.hacking.variety.Pass-the-hash,472
473,related-to,action.hacking.variety.Use of stolen creds,473
474,related-to,action.malware.variety.Pass-the-hash,474
475,related-to,action.malware.variety.Password dumper,475
476,related-to,action.hacking.variety.Profile host,476
477,related-to,action.malware.variety.Profile host,477
478,related-to,action.hacking.variety.Profile host,478
479,related-to,action.malware.variety.Capture stored data,479
480,related-to,action.malware.variety.Profile host,480
481,related-to,action.hacking.variety.Profile host,481
482,related-to,action.malware.variety.Profile host,482
483,related-to,action.hacking.variety.Profile host,483
484,related-to,action.malware.variety.Profile host,484
485,related-to,action.hacking.variety.Profile host,485
486,related-to,action.malware.variety.Capture stored data,486
487,related-to,action.malware.variety.Profile host,487
488,related-to,action.hacking.variety.Profile host,488
489,related-to,action.hacking.variety.Profile host,489
490,related-to,action.hacking.variety.Profile host,490
491,related-to,action.hacking.variety.Profile host,491
492,related-to,action.hacking.variety.Profile host,492
493,related-to,action.hacking.variety.Scan network,493
494,related-to,action.malware.variety.Capture stored data,494
495,related-to,"attribute.confidentiality."""".data_disclosure",495
496,related-to,action.hacking.variety.Profile host,496
497,related-to,action.hacking.variety.Scan network,497
498,related-to,action.hacking.variety.Profile host,498
499,related-to,action.hacking.variety.Scan network,499
500,related-to,action.hacking.variety.Profile host,500
501,related-to,action.hacking.variety.Profile host,501
502,related-to,action.hacking.variety.Profile host,502
503,related-to,action.hacking.variety.Profile host,503
504,related-to,action.hacking.variety.Profile host,504
505,related-to,action.hacking.variety.Profile host,505
506,related-to,action.hacking.variety.Profile host,506
507,related-to,action.hacking.variety.Profile host,507
508,related-to,action.hacking.variety.Scan network,508
509,related-to,action.malware.variety.Scan network,509
510,related-to,action.hacking.variety.Scan network,510
511,related-to,action.malware.variety.Scan network,511
512,related-to,action.hacking.variety.Scan network,512
513,related-to,action.malware.variety.Packet sniffer,513
514,related-to,action.malware.variety.Scan network,514
515,related-to,"attribute.confidentiality."""".data_disclosure",515
516,related-to,action.hacking.variety.Scan network,516
517,related-to,action.malware.variety.Scan network,517
518,related-to,action.hacking.variety.Scan network,518
519,related-to,action.malware.variety.Scan network,519
520,related-to,action.hacking.variety.Scan network,520
521,related-to,action.hacking.variety.Scan network,521
522,related-to,action.hacking.variety.Scan network,522
523,related-to,action.hacking.variety.Scan network,523
524,related-to,action.hacking.variety.Scan network,524
525,related-to,action.hacking.variety.Scan network,525
526,related-to,action.hacking.variety.Scan network,526
527,related-to,action.hacking.variety.Scan network,527
528,related-to,action.hacking.variety.Scan network,528
529,related-to,action.hacking.variety.Scan network,529
530,related-to,action.hacking.variety.Scan network,530
531,related-to,action.hacking.variety.Scan network,531
532,related-to,action.hacking.variety.Scan network,532
533,related-to,action.hacking.variety.Scan network,533
534,related-to,action.hacking.variety.Scan network,534
535,related-to,action.hacking.variety.Scan network,535
536,related-to,action.hacking.variety.Scan network,536
537,related-to,action.hacking.variety.Scan network,537
538,related-to,action.malware.variety.Capture stored data,538
539,related-to,"attribute.confidentiality."""".data_disclosure",539
540,related-to,action.hacking.variety.Scan network,540
541,related-to,"attribute.confidentiality."""".data_disclosure",541
542,related-to,action.hacking.variety.Scan network,542
543,related-to,"attribute.confidentiality."""".data_disclosure",543
544,related-to,action.hacking.variety.Scan network,544
545,related-to,action.hacking.variety.Scan network,545
546,related-to,action.hacking.variety.Session prediction,546
547,related-to,action.hacking.variety.Unknown,547
548,related-to,action.hacking.variety.Session prediction,548
549,related-to,action.hacking.variety.Unknown,549
550,related-to,action.hacking.variety.Session replay,550
551,related-to,action.hacking.variety.Use of stolen creds,551
552,related-to,action.hacking.variety.Use of stolen creds,552
553,related-to,action.malware.vector.Network propagation,553
554,related-to,action.hacking.variety.Use of stolen creds,554
555,related-to,action.hacking.vector.Desktop sharing software,555
556,related-to,action.hacking.variety.Use of stolen creds,556
557,related-to,action.hacking.vector.Command shell,557
558,related-to,action.hacking.variety.Use of stolen creds,558
559,related-to,action.hacking.vector.Command shell,559
560,related-to,action.hacking.variety.Use of stolen creds,560
561,related-to,action.hacking.vector.Command shell,561
562,related-to,action.hacking.variety.Use of stolen creds,562
563,related-to,action.hacking.vector.Desktop sharing software,563
564,related-to,action.hacking.variety.Use of stolen creds,564
565,related-to,action.hacking.vector.Command shell,565
566,related-to,action.hacking.variety.Use of stolen creds,566
567,related-to,action.hacking.variety.Use of stolen creds,567
568,related-to,action.hacking.variety.Use of stolen creds,568
569,related-to,action.hacking.variety.Use of stolen creds,569
570,related-to,action.hacking.variety.Use of stolen creds,570
571,related-to,action.hacking.variety.Use of stolen creds,571
572,related-to,action.hacking.variety.Use of stolen creds,572
573,related-to,action.hacking.variety.Use of stolen creds,573
574,related-to,action.hacking.variety.Use of stolen creds,574
575,related-to,action.hacking.variety.Use of stolen creds,575
576,related-to,action.hacking.variety.Use of stolen creds,576
577,related-to,action.malware.variety.Pass-the-hash,577
578,related-to,action.malware.vector.Network propagation,578
579,related-to,action.hacking.variety.Use of stolen creds,579
580,related-to,action.hacking.variety.Use of stolen creds,580
581,related-to,action.hacking.variety.Use of stolen creds,581
582,related-to,action.hacking.variety.Use of stolen creds,582
583,related-to,action.hacking.variety.Use of stolen creds,583
584,related-to,action.hacking.variety.Use of stolen creds,584
585,related-to,action.hacking.variety.Use of stolen creds,585
586,related-to,action.hacking.variety.Use of stolen creds,586
587,related-to,action.social.variety.Phishing,587
588,related-to,action.social.variety.Pretexting,588
589,related-to,action.hacking.variety.Use of stolen creds,589
590,related-to,action.hacking.variety.Virtual machine escape,590
591,related-to,action.hacking.variety.XML external entities,591
592,related-to,action.malware.variety.Capture stored data,592
