,tags,mapping-target,mapping-description,id,metadata-key,references,key,comments,name
27,[],action.hacking.variety.Abuse of functionality,,T1624.001,27,[],27,,Event Triggered Execution: Broadcast Receivers
28,[],attribute.integrity.variety.Alter behavior,,T1624.001,28,[],28,,Event Triggered Execution: Broadcast Receivers
29,[],action.hacking.variety.Abuse of functionality,,T1636,29,[],29,,Protected User Data
30,[],action.malware.variety.Capture stored data,,T1636,30,[],30,,Protected User Data
31,[],"attribute.confidentiality."""".data_disclosure",,T1636,31,[],31,,Protected User Data
32,[],action.hacking.variety.Abuse of functionality,,T1636.001,32,[],32,,Protected User Data: Calendar Entries
33,[],action.malware.variety.Capture stored data,,T1636.001,33,[],33,,Protected User Data: Calendar Entries
34,[],"attribute.confidentiality."""".data_disclosure",,T1636.001,34,[],34,,Protected User Data: Calendar Entries
35,[],action.hacking.variety.Abuse of functionality,,T1636.002,35,[],35,,Protected User Data: Call Log
36,[],action.malware.variety.Capture stored data,,T1636.002,36,[],36,,Protected User Data: Call Log
37,[],"attribute.confidentiality."""".data_disclosure",,T1636.002,37,[],37,,Protected User Data: Call Log
38,[],action.hacking.variety.Abuse of functionality,,T1636.003,38,[],38,,Protected User Data: Contact List
39,[],action.malware.variety.Capture stored data,,T1636.003,39,[],39,,Protected User Data: Contact List
40,[],"attribute.confidentiality."""".data_disclosure",,T1636.003,40,[],40,,Protected User Data: Contact List
41,[],action.hacking.variety.Abuse of functionality,,T1636.004,41,[],41,,Protected User Data: SMS Messages
42,[],action.malware.variety.Capture stored data,,T1636.004,42,[],42,,Protected User Data: SMS Messages
43,[],"attribute.confidentiality."""".data_disclosure",,T1636.004,43,[],43,,Protected User Data: SMS Messages
44,[],action.hacking.variety.Abuse of functionality,,T1603,44,[],44,,Scheduled Task/Job
45,[],value_chain.distribution.variety.Phone,,T1603,45,[],45,,Scheduled Task/Job
46,[],action.hacking.variety.Abuse of functionality,,T1541,46,[],46,,Foreground Persistence
47,[],action.hacking.variety.Abuse of functionality,,T1629.001,47,[],47,,Impair Defenses: Prevent Application Removal
48,[],action.hacking.variety.Abuse of functionality,,T1629.002,48,[],48,,Impair Defenses: Device Lockout
49,[],attribute.availability.variety.Interruption,,T1629.002,49,[],49,,Impair Defenses: Device Lockout
50,[],attribute.integrity.variety.Modify configuration,,T1629.002,50,[],50,,Impair Defenses: Device Lockout
51,[],action.hacking.variety.Backdoor,,T1521,51,[],51,,Encrypted Channel
52,[],action.malware.variety.C2,,T1521,52,[],52,,Encrypted Channel
53,[],action.hacking.variety.Backdoor,,T1521.001,53,[],53,,Encrypted Channel: Symmetric Cryptography
54,[],action.malware.variety.C2,,T1521.001,54,[],54,,Encrypted Channel: Symmetric Cryptography
55,[],action.hacking.variety.Backdoor,,T1521.002,55,[],55,,Encrypted Channel: Asymmetric Cryptography
56,[],action.malware.variety.C2,,T1521.002,56,[],56,,Encrypted Channel: Asymmetric Cryptography
57,[],action.hacking.variety.DoS,,T1642,57,[],57,,Endpoint Denial of Service
58,[],action.malware.variety.DoS,,T1642,58,[],58,,Endpoint Denial of Service
59,[],attribute.availability.variety.Degradation,,T1642,59,[],59,,Endpoint Denial of Service
60,[],attribute.availability.variety.Loss,,T1642,60,[],60,,Endpoint Denial of Service
61,[],action.hacking.variety.DoS,,T1464,61,[],61,,Network Denial of Service
62,[],action.malware.variety.DoS,,T1464,62,[],62,,Network Denial of Service
63,[],attribute.availability.variety.Degradation,,T1464,63,[],63,,Network Denial of Service
64,[],attribute.availability.variety.Loss,,T1464,64,[],64,,Network Denial of Service
65,[],action.hacking.variety.Evade Defenses,,T1627,65,[],65,,Execution Guardrails
66,[],action.hacking.variety.Profile host,,T1627,66,[],66,,Execution Guardrails
67,[],action.malware.variety.Evade Defenses,,T1627,67,[],67,,Execution Guardrails
68,[],action.social.variety.Evade Defenses,,T1627,68,[],68,,Execution Guardrails
69,[],action.hacking.variety.Evade Defenses,,T1627.001,69,[],69,,Execution Guardrails: GeoFencing
70,[],action.hacking.variety.Profile host,,T1627.001,70,[],70,,Execution Guardrails: GeoFencing
71,[],action.malware.variety.Evade Defenses,,T1627.001,71,[],71,,Execution Guardrails: GeoFencing
72,[],action.social.variety.Evade Defenses,,T1627.001,72,[],72,,Execution Guardrails: GeoFencing
73,[],action.hacking.variety.Evade Defenses,,T1628,73,[],73,,Hide Artifacts
74,[],action.malware.variety.Evade Defenses,,T1628,74,[],74,,Hide Artifacts
75,[],action.social.variety.Evade Defenses,,T1628,75,[],75,,Hide Artifacts
76,[],action.hacking.variety.Evade Defenses,,T1628.001,76,[],76,,Hide Artifacts: Suppress Application Icon
77,[],action.malware.variety.Evade Defenses,,T1628.001,77,[],77,,Hide Artifacts: Suppress Application Icon
78,[],action.social.variety.Evade Defenses,,T1628.001,78,[],78,,Hide Artifacts: Suppress Application Icon
79,[],action.hacking.variety.Evade Defenses,,T1628.002,79,[],79,,Hide Artifacts: User Evasion
80,[],action.malware.variety.Evade Defenses,,T1628.002,80,[],80,,Hide Artifacts: User Evasion
81,[],action.social.variety.Evade Defenses,,T1628.002,81,[],81,,Hide Artifacts: User Evasion
82,[],action.hacking.variety.Evade Defenses,,T1630,82,[],82,,Indicator Removal on Host
83,[],action.malware.variety.Evade Defenses,,T1630,83,[],83,,Indicator Removal on Host
84,[],action.social.variety.Evade Defenses,,T1630,84,[],84,,Indicator Removal on Host
85,[],attribute.integrity.variety.Log tampering,,T1630,85,[],85,,Indicator Removal on Host
86,[],attribute.integrity.variety.Modify data,,T1630,86,[],86,,Indicator Removal on Host
87,[],action.hacking.variety.Evade Defenses,,T1406,87,[],87,,Obfuscated Files or Information
88,[],action.malware.variety.Evade Defenses,,T1406,88,[],88,,Obfuscated Files or Information
89,[],action.social.variety.Evade Defenses,,T1406,89,[],89,,Obfuscated Files or Information
90,[],attribute.availability.variety.Obscuration,,T1406,90,[],90,,Obfuscated Files or Information
91,[],action.hacking.variety.Evade Defenses,,T1406.001,91,[],91,,Obfuscated Files or Information: Steganography
92,[],action.malware.variety.Evade Defenses,,T1406.001,92,[],92,,Obfuscated Files or Information: Steganography
93,[],action.social.variety.Evade Defenses,,T1406.001,93,[],93,,Obfuscated Files or Information: Steganography
94,[],attribute.availability.variety.Obscuration,,T1406.001,94,[],94,,Obfuscated Files or Information: Steganography
95,[],action.hacking.variety.Evade Defenses,,T1406.002,95,[],95,,Obfuscated Files or Information: Software Packing
96,[],action.malware.variety.Evade Defenses,,T1406.002,96,[],96,,Obfuscated Files or Information: Software Packing
97,[],action.social.variety.Evade Defenses,,T1406.002,97,[],97,,Obfuscated Files or Information: Software Packing
98,[],attribute.availability.variety.Obscuration,,T1406.002,98,[],98,,Obfuscated Files or Information: Software Packing
99,[],action.hacking.variety.Evade Defenses,,T1644,99,[],99,,Out of Band Data
100,[],action.hacking.vector.Backdoor,,T1644,100,[],100,,Out of Band Data
101,[],action.malware.variety.C2,,T1644,101,[],101,,Out of Band Data
102,[],action.malware.variety.Evade Defenses,,T1644,102,[],102,,Out of Band Data
103,[],action.social.variety.Evade Defenses,,T1644,103,[],103,,Out of Band Data
104,[],action.hacking.variety.Exploit misconfig,,T1404,104,[],104,,Exploitation for Privilege Escalation
105,[],action.hacking.variety.Exploit vuln,,T1404,105,[],105,,Exploitation for Privilege Escalation
106,[],action.hacking.variety.Fuzz testing,,T1404,106,[],106,,Exploitation for Privilege Escalation
107,[],action.hacking.variety.Exploit misconfig,,T1428,107,[],107,,Exploitation of Remote Services
108,[],action.malware.variety.Exploit vuln,,T1428,108,[],108,,Exploitation of Remote Services
109,[],action.hacking.variety.Hijack,,T1625,109,[],109,,Hijack Execution Flow
110,[],action.hacking.variety.Unknown,,T1625,110,[],110,,Hijack Execution Flow
111,[],action.hacking.variety.Hijack,,T1625.001,111,[],111,,System Runtime API Hijacking
112,[],action.hacking.variety.Unknown,,T1625.001,112,[],112,,System Runtime API Hijacking
113,[],action.hacking.variety.Hijack,,T1635.001,113,[],113,,URI Hijacking
114,[],action.hacking.variety.Use of stolen creds,,T1635.001,114,[],114,,URI Hijacking
115,[],action.malware.variety.MitM,,T1635.001,115,[],115,,URI Hijacking
116,[],action.hacking.variety.MitM,,T1638,116,[],116,,Adversary-in-the-Middle
117,[],"attribute.confidentiality."""".data_disclosure",,T1638,117,[],117,,Adversary-in-the-Middle
118,[],action.hacking.variety.Profile host,,T1426,118,[],118,,System Information Discovery
119,[],action.hacking.variety.Profile host,,T1418,119,[],119,,Software Discovery
120,[],action.hacking.variety.Profile host,,T1418.001,120,[],120,,Software Discovery: Security Software Discovery
121,[],action.hacking.variety.Profile host,,T1424,121,[],121,,Process Discovery
122,[],action.hacking.variety.Scan network,,T1422,122,[],122,,System Network Configuration Discovery
123,[],action.hacking.variety.Scan network,,T1421,123,[],123,,System Network Connections Discovery
124,[],action.hacking.variety.Scan network,,T1423,124,[],124,,Network Service Scanning
125,[],action.hacking.variety.Other,,T1631,125,[],125,,Process Injection
126,[],action.hacking.variety.Other,,T1631.001,126,[],126,,Ptrace System Calls
127,[],action.hacking.vector.Backdoor,,T1577,127,[],127,,Compromise Application Executable
128,[],action.malware.variety.Backdoor,,T1577,128,[],128,,Compromise Application Executable
129,[],action.malware.variety.Trojan,,T1577,129,[],129,,Compromise Application Executable
130,[],attribute.integrity.variety.Modify configuration,,T1577,130,[],130,,Compromise Application Executable
131,[],action.hacking.vector.Backdoor,,T1645,131,[],131,,Compromise Client Software Binary
132,[],attribute.integrity.variety.Modify configuration,,T1645,132,[],132,,Compromise Client Software Binary
133,[],action.hacking.vector.Backdoor,,T1637,133,[],133,,Dynamic Resolution 
134,[],action.malware.variety.C2,,T1637,134,[],134,,Dynamic Resolution 
135,[],action.hacking.vector.Backdoor,,T1637.001,135,[],135,,Dynamic Resolution: Domain Generation Algorithms
136,[],action.malware.variety.C2,,T1637.001,136,[],136,,Dynamic Resolution: Domain Generation Algorithms
137,[],action.hacking.vector.Backdoor,,T1481,137,[],137,,Web Service
138,[],action.hacking.vector.Backdoor,,T1481.001,138,[],138,,Web Service: Drop Dead Resolver
139,[],action.hacking.vector.Backdoor,,T1481.002,139,[],139,,Web Service: Biderectional Communication
140,[],action.hacking.vector.Backdoor,,T1481.003,140,[],140,,Web Service: One-Way Communication
141,[],action.hacking.vector.Partner,,T1474,141,[],141,,Supply Chain Compromise
142,[],action.hacking.vector.Partner,,T1474.001,142,[],142,,Supply Chain Compromise: Compromise Software Dependencies and Development Tools
143,[],action.social.vector.Software,,T1474.001,143,[],143,,Supply Chain Compromise: Compromise Software Dependencies and Development Tools
144,[],action.hacking.vector.Partner,,T1474.002,144,[],144,,Supply Chain Compromise: Compromise Hardware Supply Chain
145,[],action.social.vector.Phone,,T1474.002,145,[],145,,Supply Chain Compromise: Compromise Hardware Supply Chain
146,[],attribute.integrity.variety.Hardware tampering,,T1474.002,146,[],146,,Supply Chain Compromise: Compromise Hardware Supply Chain
147,[],action.hacking.vector.Partner,,T1474.003,147,[],147,,Supply Chain Compromise: Compromise Software Supply Chain
148,[],action.social.vector.Software,,T1474.003,148,[],148,,Supply Chain Compromise: Compromise Software Supply Chain
149,[],action.hacking.vector.Other network service,,T1641.001,149,[],149,,Data Manipulation: Transmitted Data Manipulation
150,[],action.malware.variety.Modify data,,T1641.001,150,[],150,,Data Manipulation: Transmitted Data Manipulation
151,[],attribute.integrity.variety.Modify data,,T1641.001,151,[],151,,Data Manipulation: Transmitted Data Manipulation
152,[],action.malware.variety.C2,,T1437.001,152,[],152,,Application Layer Protocol: Web Protocols
153,[],action.malware.variety.C2,,T1643,153,[],153,,Generate Traffic from Victim
154,[],attribute.integrity.variety.Misrepresentation,,T1643,154,[],154,,Generate Traffic from Victim
155,[],action.malware.variety.C2,,T1604,155,[],155,,Proxy Through Victim
156,[],value_chain.non-distribution services.variety.Proxy,,T1604,156,[],156,,Proxy Through Victim
157,[],action.malware.variety.C2,,T1582,157,[],157,,SMS Control
158,[],action.malware.vector.Instant messaging,,T1582,158,[],158,,SMS Control
159,[],action.social.variety.Pretexting,,T1582,159,[],159,,SMS Control
160,[],action.social.vector.SMS,,T1582,160,[],160,,SMS Control
161,[],attribute.integrity.variety.Misrepresentation,,T1582,161,[],161,,SMS Control
162,[],action.malware.variety.Capture app data,,T1429,162,[],162,,Audio Capture
163,[],"attribute.confidentiality."""".data_disclosure",,T1429,163,[],163,,Audio Capture
164,[],action.malware.variety.Capture app data,,T1512,164,[],164,,Video Capture
165,[],"attribute.confidentiality."""".data_disclosure",,T1512,165,[],165,,Video Capture
166,[],action.malware.variety.Capture app data,,T1513,166,[],166,,Screen Capture 
167,[],"attribute.confidentiality."""".data_disclosure",,T1513,167,[],167,,Screen Capture 
168,[],action.malware.variety.Capture stored data,,T1517,168,[],168,,Access Notifications
169,[],action.social.vector.Email,,T1517,169,[],169,,Access Notifications
170,[],action.social.vector.SMS,,T1517,170,[],170,,Access Notifications
171,[],"attribute.confidentiality."""".data_disclosure",,T1517,171,[],171,,Access Notifications
172,[],action.malware.variety.Capture stored data,,T1634,172,[],172,,Credentials from Password Stores
173,[],"attribute.confidentiality."""".data_disclosure",,T1634,173,[],173,,Credentials from Password Stores
174,[],action.malware.variety.Capture stored data,,T1634.001,174,[],174,,Credentials from Password Stores: Keychain
175,[],"attribute.confidentiality."""".data_disclosure",,T1634.001,175,[],175,,Credentials from Password Stores: Keychain
176,[],action.malware.variety.Capture stored data,,T1533,176,[],176,,Data from Local System
177,[],"attribute.confidentiality."""".data_disclosure",,T1533,177,[],177,,Data from Local System
178,[],action.malware.variety.Capture stored data,,T1420,178,[],178,,File and Directory Discovery
179,[],action.malware.variety.Capture stored data,,T1409,179,[],179,,Stored Application Data
180,[],"attribute.confidentiality."""".data_disclosure",,T1409,180,[],180,,Stored Application Data
181,[],action.malware.variety.Disable controls,,T1633,181,[],181,,Virtualization /Sandbox Evasion
182,[],action.malware.variety.Disable controls,,T1633.001,182,[],182,,Virtualization /Sandbox Evasion: System Checks
183,[],action.malware.variety.Disable controls,,T1629,183,[],183,,Impair Defenses
184,[],attribute.integrity.variety.Modify configuration,,T1629,184,[],184,,Impair Defenses
185,[],action.malware.variety.Disable controls,,T1629.003,185,[],185,,Impair Defenses: Disable of Modify Tools
186,[],attribute.integrity.variety.Modify configuration,,T1629.003,186,[],186,,Impair Defenses: Disable of Modify Tools
187,[],action.malware.variety.Disable controls,,T1632,187,[],187,,Subvert Trust Controls
188,[],attribute.integrity.variety.Modify configuration,,T1632,188,[],188,,Subvert Trust Controls
189,[],action.malware.variety.Disable controls,,T1632.001,189,[],189,,Subvert Trust Controls: Code Signing Policy Modification
190,[],attribute.integrity.variety.Modify configuration,,T1632.001,190,[],190,,Subvert Trust Controls: Code Signing Policy Modification
191,[],action.malware.variety.Evade Defenses,,T1617,191,[],191,,Hooking
192,[],action.social.variety.Evade Defenses,,T1617,192,[],192,,Hooking
193,[],action.malware.variety.Evade Defenses,,T1630.001,193,[],193,,Indicator Removal on Host: Uninstall Malicious Application
194,[],action.social.variety.Evade Defenses,,T1630.001,194,[],194,,Indicator Removal on Host: Uninstall Malicious Application
195,[],attribute.integrity.variety.Modify data,,T1630.001,195,[],195,,Indicator Removal on Host: Uninstall Malicious Application
196,[],action.malware.variety.Evade Defenses,,T1630.002,196,[],196,,Indicator Removal on Host: File Deletion
197,[],action.social.variety.Evade Defenses,,T1630.002,197,[],197,,Indicator Removal on Host: File Deletion
198,[],attribute.availability.variety.Destruction,,T1630.002,198,[],198,,Indicator Removal on Host: File Deletion
199,[],attribute.availability.variety.Loss,,T1630.002,199,[],199,,Indicator Removal on Host: File Deletion
200,[],attribute.integrity.variety.Modify data,,T1630.002,200,[],200,,Indicator Removal on Host: File Deletion
201,[],action.malware.variety.Evade Defenses,,T1630.003,201,[],201,,Indicator Removal on Host: Disguise Root/Jailbreak Indicators
202,[],action.social.variety.Evade Defenses,,T1630.003,202,[],202,,Indicator Removal on Host: Disguise Root/Jailbreak Indicators
203,[],attribute.integrity.variety.Modify data,,T1630.003,203,[],203,,Indicator Removal on Host: Disguise Root/Jailbreak Indicators
204,[],action.malware.variety.Evade Defenses,,T1544,204,[],204,,Ingress Tool Transfer
205,[],action.social.variety.Evade Defenses,,T1544,205,[],205,,Ingress Tool Transfer
206,[],action.malware.variety.Export data,,T1639,206,[],206,,Exfiltration over Alternative Protocol
207,[],"attribute.confidentiality."""".data_disclosure",,T1639,207,[],207,,Exfiltration over Alternative Protocol
208,[],action.malware.variety.Export data,,T1639.001,208,[],208,,Exfiltration over Unencrypted Non-C2 Channel
209,[],"attribute.confidentiality."""".data_disclosure",,T1639.001,209,[],209,,Exfiltration over Unencrypted Non-C2 Channel
210,[],action.malware.variety.Export data,,T1646,210,[],210,,Exfiltration over C2 Channel
211,[],"attribute.confidentiality."""".data_disclosure",,T1646,211,[],211,,Exfiltration over C2 Channel
212,[],action.malware.variety.In-memory,,T1414,212,[],212,,Clipboard Data
213,[],"attribute.confidentiality."""".data_disclosure",,T1414,213,[],213,,Clipboard Data
214,[],action.malware.variety.Modify data,,T1641,214,[],214,,Data Manipulation
215,[],action.malware.variety.Ransomware,,T1471,215,[],215,,Data Encrypted for Impact
216,[],attribute.availability.variety.Interruption,,T1471,216,[],216,,Data Encrypted for Impact
217,[],attribute.availability.variety.Loss,,T1471,217,[],217,,Data Encrypted for Impact
218,[],attribute.availability.variety.Obscuration,,T1471,218,[],218,,Data Encrypted for Impact
219,[],action.malware.variety.Spyware/Keylogger,,T1417,219,[],219,,Input Capture
220,[],"attribute.confidentiality."""".data_disclosure",,T1417,220,[],220,,Input Capture
221,[],action.malware.variety.Worm,,T1458,221,[],221,,Replication Through Removable Media
222,[],action.malware.vector.Removable media,,T1458,222,[],222,,Replication Through Removable Media
223,[],action.social.vector.Removable media,,T1458,223,[],223,,Replication Through Removable Media
224,[],value_chain.distribution.variety.Phone,,T1458,224,[],224,,Replication Through Removable Media
225,[],action.malware.vector.Software update,,T1407,225,[],225,,Download New Code at Runtime
226,[],attribute.integrity.variety.Software installation,,T1407,226,[],226,,Download New Code at Runtime
227,[],action.malware.vector.Web application - drive-by,,T1456,227,[],227,,Drive-By Compromise
228,[],action.social.vector.Web application,,T1456,228,[],228,,Drive-By Compromise
229,[],value_chain.distribution.variety.Phone,,T1456,229,[],229,,Drive-By Compromise
230,[],action.social.vector.In-person,,T1461,230,[],230,,Lockscreen Bypass
231,[],value_chain.distribution.variety.Phone,,T1461,231,[],231,,Lockscreen Bypass
232,[],attribute.availability.variety.Interruption,,T1616,232,[],232,,Call Control
233,[],attribute.integrity.variety.Alter behavior,,T1616,233,[],233,,Call Control
234,[],attribute.integrity.variety.Misrepresentation,,T1616,234,[],234,,Call Control
235,[],"attribute.confidentiality."""".data_disclosure",,T1635,235,[],235,,Steal Application Access Token
236,[],value_chain.targeting.variety.Lost or stolen credentials,,T1635,236,[],236,,Steal Application Access Token
237,[],"attribute.confidentiality."""".data_disclosure",,T1417.001,237,[],237,,Input Capture: Keylogging
238,[],"attribute.confidentiality."""".data_disclosure",,T1417.002,238,[],238,,Input Capture: GUI Input Capture
239,[],"attribute.confidentiality."""".data_disclosure",,T1430,239,[],239,,Location Tracking
240,[],"attribute.confidentiality."""".data_disclosure",,T1430.001,240,[],240,,Location Tracking: Remote Device Management Services
241,[],"attribute.confidentiality."""".data_disclosure",,T1430.002,241,[],241,,Location Tracking: Impersonate SS7 Nodes
242,[],value_chain.distribution.variety.Phone,,T1575,242,[],242,,Native API
